,PMODE,TOTTR_R,INCOM_R,HHVEH_R,DNYC,HHSIZE,TRPDUR,TRPDIST_HN
225,19,1,3,1,0,1,6,1.26
226,19,1,3,1,0,1,12,11.97
227,19,1,3,1,0,1,11,7.36
228,19,1,3,1,0,1,4,0.87
229,19,1,2,2,0,2,10,4.57
230,19,1,2,2,0,2,10,4.68
231,19,1,4,2,0,2,15,0.0
232,19,1,4,2,0,2,41,26.25
233,19,1,4,2,0,2,16,0.0
234,19,1,4,2,0,2,10,0.0
235,19,1,4,2,0,2,8,9.99
236,19,1,4,2,0,2,12,9.65
237,19,1,4,2,0,2,4,1.41
238,19,1,4,2,0,2,8,0.0
239,19,1,4,2,0,2,20,0.0
240,19,1,4,2,0,2,30,0.0
241,19,2,4,3,0,5,7,2.63
242,19,1,4,3,0,5,13,2.15
243,19,1,4,3,0,5,3,1.12
244,19,1,4,3,0,5,5,1.12
245,19,1,4,3,0,5,15,2.15
246,19,2,4,3,0,5,18,2.11
247,6,2,4,3,1,5,68,22.97
248,17,2,4,3,0,5,20,2.2
249,17,2,4,3,0,5,21,2.29
250,19,2,4,3,0,5,20,2.2
251,19,2,4,3,0,5,21,2.29
252,19,1,9,3,0,2,31,0.0
253,19,1,9,3,0,2,47,0.0
254,19,1,9,3,0,2,7,2.49
255,19,2,9,3,1,2,39,43.53
256,19,1,9,3,0,2,6,2.49
257,19,1,3,2,0,2,26,10.28
258,19,1,3,2,0,2,20,9.39
259,19,1,3,2,0,2,27,3.52
260,19,1,2,2,0,3,50,24.52
261,19,1,2,2,0,3,30,22.5
262,19,1,2,2,0,3,50,21.91
263,19,1,2,2,0,3,50,20.44
264,19,1,2,2,0,3,40,11.88
265,19,1,2,2,0,3,50,11.88
266,19,1,4,3,1,3,73,69.2
267,19,1,4,3,1,2,37,11.96
268,19,1,3,2,0,2,8,2.86
269,19,1,3,2,0,2,4,1.89
270,19,1,3,2,0,2,5,3.4
271,19,1,3,2,0,2,6,3.4
272,19,1,3,2,0,2,3,3.4
273,19,1,9,3,0,8,29,19.95
274,19,1,9,3,0,8,44,21.95
275,19,1,9,3,0,8,46,21.95
276,19,1,9,3,0,8,34,19.95
277,19,1,4,2,1,4,60,10.22
278,6,1,4,2,1,4,80,0.0
279,19,1,3,3,0,4,10,1.54
280,19,1,3,3,0,4,15,1.54
281,6,1,9,2,1,2,101,30.69
282,19,1,2,1,0,1,25,11.71
283,19,1,2,1,0,1,45,14.83
284,6,1,4,3,1,2,88,41.53
