,PMODE,TOTTR_R,INCOM_R,HHVEH_R,DNYC,HHSIZE,TRPDUR,TRPDIST_HN
746,19,1,4,2,0,2,5,2.72
747,19,1,4,2,0,2,8,2.72
748,19,1,4,2,0,2,11,8.77
749,19,1,4,2,0,2,15,8.77
750,19,1,4,1,0,1,5,0.0
751,19,1,4,1,0,1,3,0.0
752,19,1,4,1,0,1,36,21.84
753,19,1,4,1,0,1,43,0.0
754,6,2,3,1,1,2,102,44.33
755,19,2,3,1,0,2,12,1.61
756,19,2,3,1,0,2,7,1.61
757,19,1,3,1,0,2,40,23.7
758,19,1,3,1,0,2,70,22.44
759,19,2,9,2,0,2,13,5.53
760,19,2,9,2,0,2,18,5.72
761,17,2,9,2,0,2,13,5.53
762,19,1,9,2,0,2,10,4.36
763,19,1,9,2,0,2,11,4.36
764,17,2,9,2,0,2,18,5.72
765,19,1,2,1,0,1,25,11.22
766,19,1,2,1,0,1,4,0.77
767,19,1,2,1,0,1,4,0.77
768,19,1,2,1,0,1,45,12.92
769,19,1,2,1,0,1,11,1.86
770,19,1,9,1,0,1,10,4.5
771,19,1,9,1,0,1,9,4.48
772,19,1,2,1,0,1,21,7.82
773,19,1,2,1,0,1,26,7.83
774,19,3,4,2,0,4,30,23.45
775,19,3,4,2,0,4,30,23.89
776,19,1,4,2,0,4,15,11.79
777,19,1,4,2,0,4,15,16.15
778,19,1,4,2,0,4,5,0.52
779,19,1,4,2,0,4,20,16.73
780,19,1,4,2,0,4,30,20.97
781,19,1,4,2,0,4,20,11.56
782,19,1,1,3,0,4,30,9.31
783,19,1,1,3,0,4,40,8.0
784,19,1,1,3,0,4,10,1.09
785,19,1,1,3,0,4,30,1.95
786,19,1,1,3,0,4,30,1.95
787,19,1,3,3,0,2,45,47.34
788,19,1,3,3,0,2,30,47.72
789,6,1,2,2,1,2,130,37.73
790,19,1,4,2,0,1,12,21.92
791,19,1,4,2,0,1,22,19.66
792,19,1,4,2,0,1,6,1.41
793,19,1,4,2,0,1,7,1.41
794,19,1,4,2,0,1,52,0.0
795,19,1,4,2,0,1,27,0.0
796,19,1,4,3,0,5,10,1.13
797,19,1,4,3,0,5,30,4.76
798,19,1,4,3,0,5,30,6.39
799,6,1,4,3,1,5,81,21.75
800,19,1,2,1,0,1,3,0.88
801,19,1,2,1,0,1,5,0.88
802,19,1,2,1,0,1,7,0.88
803,19,1,2,1,0,1,17,0.88
804,23,1,1,1,0,2,15,0.77
805,19,2,4,3,0,3,29,10.95
806,19,1,4,3,0,3,27,11.75
807,19,1,4,3,0,3,8,0.75
808,19,1,4,3,0,3,34,16.5
809,19,1,4,3,0,3,56,16.38
810,19,1,4,3,0,3,10,3.18
811,19,1,4,3,0,3,5,3.23
812,6,2,4,1,1,4,90,15.84
813,19,3,4,1,0,4,10,1.4
814,19,2,4,1,1,4,14,3.45
815,19,1,4,2,0,5,5,1.45
816,19,2,4,2,0,5,5,1.45
817,19,4,4,2,0,5,10,1.45
818,19,1,4,2,0,5,14,5.67
819,19,1,4,2,0,5,14,5.67
820,19,4,4,2,0,5,15,3.34
821,19,3,4,2,0,5,10,3.34
822,19,2,2,2,0,2,16,4.47
823,19,1,2,2,0,2,24,4.78
824,19,1,2,2,0,2,4,0.73
825,6,2,4,1,1,2,70,0.0
826,6,2,4,1,1,2,72,0.0
827,19,1,4,2,0,2,10,0.42
828,19,1,4,2,0,2,10,0.42
829,19,1,4,2,1,2,60,15.7
830,19,1,4,2,0,2,35,13.87
831,19,1,4,3,0,3,45,13.77
832,19,1,4,3,0,3,45,12.91
833,19,2,2,1,0,2,25,5.7
834,19,1,2,1,0,2,16,2.52
835,19,1,2,1,0,2,15,3.4
836,19,2,2,1,0,2,15,1.41
837,19,2,2,1,0,2,20,4.61
838,17,2,2,1,0,2,25,5.7
839,17,2,2,1,0,2,15,1.41
840,17,2,2,1,0,2,20,4.61
841,19,1,9,2,0,3,2,0.75
842,17,1,9,2,0,3,59,18.29
843,17,2,9,2,0,3,50,20.57
844,19,1,9,2,0,3,18,7.93
845,19,1,9,2,0,3,7,3.44
846,19,1,9,2,0,3,5,3.66
847,19,1,9,2,0,3,27,7.69
848,19,1,4,2,1,3,50,25.58
849,19,1,1,2,1,2,30,15.82
850,19,1,4,2,0,1,30,16.49
851,15,1,2,0,0,1,80,1.81
852,15,1,2,0,0,1,66,1.81
853,19,2,2,2,0,3,15,6.44
854,19,2,2,2,0,3,10,2.25
855,19,2,2,2,0,3,15,6.44
856,19,1,2,2,0,3,15,6.44
857,19,1,2,2,0,3,15,6.44
858,19,1,4,1,0,1,150,87.68
859,19,1,4,2,0,2,45,27.19
860,19,1,4,2,0,2,28,7.37
861,19,1,4,2,0,2,19,6.98
862,19,1,4,2,0,2,40,28.69
863,6,1,4,2,1,2,56,26.91
864,19,1,4,2,0,2,40,7.44
865,19,1,4,2,0,2,30,8.01
866,19,1,4,2,0,2,10,2.69
867,19,1,4,2,0,2,60,8.94
868,19,1,4,2,0,2,45,8.47
869,19,1,4,2,0,2,45,3.49
870,19,1,4,2,0,3,45,18.43
871,19,1,4,2,0,3,45,18.26
872,19,2,4,2,0,3,5,0.62
873,19,1,9,2,0,4,13,4.37
874,19,1,9,2,0,4,13,5.59
875,19,1,9,2,0,4,15,5.59
876,23,1,9,2,0,4,2,0.88
877,19,1,9,2,0,4,5,0.88
878,19,1,9,2,0,4,25,0.0
879,19,1,9,2,0,4,25,0.0
880,19,2,4,2,0,4,7,1.45
881,23,1,4,2,0,4,13,1.45
882,19,1,4,2,0,4,10,3.67
883,19,1,4,2,1,4,32,10.11
884,19,2,4,2,0,4,10,2.48
885,19,2,4,2,0,4,4,0.8
886,19,1,4,2,0,4,4,0.8
887,6,1,4,2,1,4,62,0.0
888,19,1,4,3,0,4,5,1.62
889,19,1,4,3,0,4,16,7.85
890,19,1,4,3,0,4,20,9.78
891,19,1,4,3,0,4,30,9.05
892,19,1,4,3,0,4,30,9.17
893,19,1,4,3,0,4,10,1.62
894,19,1,4,3,0,4,20,8.08
895,19,1,4,3,0,4,30,0.0
896,19,1,4,3,0,4,30,0.0
897,19,1,4,3,0,4,30,2.92
898,19,1,4,3,0,4,45,3.39
899,19,1,4,3,0,4,15,2.65
900,19,1,4,1,1,1,15,3.72
901,19,1,4,3,0,3,40,13.29
902,19,1,4,3,0,3,50,15.85
903,19,1,4,3,0,3,15,4.68
904,19,2,4,3,0,3,5,1.72
905,19,2,4,3,0,3,10,1.72
906,19,1,4,3,0,3,10,1.72
907,19,1,4,3,0,3,24,7.25
908,19,1,4,3,0,3,20,7.17
909,6,1,4,3,1,3,91,23.12
910,19,1,4,1,0,2,22,3.61
911,19,1,4,1,0,2,27,4.04
912,19,1,2,3,0,3,10,6.37
913,19,1,2,3,0,3,15,6.67
914,19,1,4,3,0,4,30,14.28
915,19,1,4,3,0,4,40,14.82
916,19,1,4,3,0,4,10,2.69
917,6,2,4,3,1,4,130,30.9
918,19,1,4,3,0,4,30,11.97
919,19,1,4,3,0,4,30,11.97
920,19,1,2,3,0,4,15,5.61
921,19,1,2,3,0,4,15,5.61
922,6,1,4,2,1,2,103,29.58
923,6,1,4,1,1,1,182,55.63
924,19,1,2,2,0,4,30,13.02
925,19,1,2,2,0,4,30,12.84
926,19,1,4,2,0,1,12,1.77
927,19,1,4,2,0,1,10,1.67
928,19,1,9,2,1,2,36,14.42
929,19,1,9,2,0,2,18,3.55
930,19,1,9,2,0,2,9,1.98
931,19,1,9,2,0,2,10,1.97
932,19,1,2,1,1,1,63,25.51
933,19,1,2,1,0,1,15,2.75
934,19,1,9,2,0,3,25,8.46
935,19,1,9,2,0,3,25,8.47
936,19,1,9,2,0,3,45,9.39
937,19,1,9,2,0,3,45,9.39
938,19,1,3,2,0,2,15,5.11
939,19,1,3,2,0,2,3,3.21
940,19,1,3,2,0,2,13,3.52
941,19,1,3,2,0,2,9,4.39
942,19,1,3,2,0,2,4,1.69
943,19,1,3,2,0,2,2,1.69
944,19,1,3,2,0,2,21,12.89
945,19,1,3,2,0,2,5,1.57
946,19,1,3,2,0,2,4,1.57
947,19,1,3,2,0,2,4,3.47
948,19,2,3,2,0,2,15,3.47
949,19,1,3,2,0,2,9,1.57
950,19,1,3,2,0,2,65,50.71
951,19,1,3,2,0,5,26,23.7
952,19,1,3,2,0,5,30,23.72
953,19,1,2,1,0,1,18,9.15
954,19,1,2,1,0,1,18,8.5
955,19,1,2,1,0,1,11,3.58
956,19,1,2,1,0,1,10,0.95
957,19,1,3,3,0,1,8,1.83
958,19,1,3,3,0,1,9,1.83
959,19,1,3,3,0,1,4,0.9
960,19,1,3,3,0,1,60,17.09
961,19,1,3,3,0,1,50,16.15
962,19,1,3,3,0,1,5,2.99
963,19,1,4,2,0,4,7,1.62
964,19,2,4,2,0,4,25,8.67
965,19,2,4,2,0,4,35,8.72
966,19,1,4,2,0,4,2,1.62
967,19,1,4,2,0,4,5,0.41
968,19,1,4,2,0,4,5,0.41
969,19,1,2,2,0,2,21,15.0
970,19,1,2,2,0,2,26,15.31
971,19,1,2,1,0,1,15,0.0
972,19,1,2,1,0,1,25,0.0
973,23,1,2,2,0,4,10,0.41
974,23,1,2,2,0,4,10,0.41
975,19,1,2,2,0,4,30,11.04
976,19,1,2,2,0,4,38,12.29
977,19,1,2,2,0,4,38,10.02
978,19,1,2,2,0,4,27,6.41
979,19,2,4,2,0,5,15,1.62
980,19,2,4,2,0,5,15,1.62
981,19,2,9,3,0,3,5,3.09
982,19,1,9,3,0,3,39,12.42
983,19,1,9,3,0,3,60,9.27
984,19,1,9,3,0,3,45,7.26
985,19,1,4,3,0,1,50,0.0
986,19,1,4,3,0,1,75,0.0
987,19,1,4,2,0,2,4,0.0
988,19,1,4,2,0,2,29,10.0
989,19,2,4,2,0,2,152,0.0
990,19,1,4,2,0,2,36,0.0
991,19,1,4,2,0,2,25,0.0
992,19,1,4,2,0,2,24,0.0
993,19,1,4,2,0,2,55,33.6
994,19,1,4,2,0,2,5,0.0
995,19,1,4,2,1,5,40,14.94
996,19,1,4,3,0,3,10,1.65
997,19,1,4,3,0,3,10,5.97
998,19,1,4,3,0,3,10,3.81
999,19,1,4,3,0,3,30,10.54
1000,19,1,4,3,0,3,40,10.35
1001,6,1,9,2,1,2,105,37.77
1002,19,1,4,2,1,4,90,26.41
1003,19,1,2,3,0,3,35,18.02
1004,19,1,2,3,0,3,28,11.88
1005,19,1,2,3,0,3,18,5.12
1006,19,1,2,3,0,3,45,10.27
1007,19,1,2,3,0,3,40,10.26
1008,19,1,2,3,0,3,25,7.96
1009,19,1,2,3,0,3,25,7.84
1010,19,1,4,3,1,2,36,14.51
1011,19,1,2,2,0,1,25,2.76
1012,19,1,2,2,0,1,30,2.76
1013,19,1,4,2,0,5,30,15.73
1014,19,1,4,2,0,5,30,5.51
1015,19,1,4,2,0,5,30,19.28
1016,19,1,4,2,0,2,5,1.35
1017,19,1,4,2,0,2,5,1.35
1018,19,1,3,3,1,7,70,29.36
1019,19,1,2,1,0,1,30,25.97
1020,19,1,2,1,0,1,30,26.03
1021,19,1,2,3,0,2,20,10.17
1022,19,1,2,3,0,2,30,9.96
1023,19,1,3,2,0,4,30,6.65
1024,19,1,3,2,0,4,30,6.15
1025,19,1,3,2,0,4,60,13.35
1026,19,1,3,2,0,4,30,13.64
1027,6,2,4,1,1,2,68,35.61
1028,19,1,4,3,0,3,40,26.93
1029,19,1,4,3,0,3,55,26.96
1030,19,1,4,3,0,3,20,8.37
1031,19,1,4,3,0,3,15,4.81
1032,19,1,4,3,0,3,12,3.1
1033,19,1,2,2,0,4,30,2.98
1034,19,1,2,3,0,2,62,51.2
1035,19,1,2,3,0,2,63,43.65
1036,19,1,2,3,0,2,11,6.96
1037,17,2,2,0,1,2,57,16.97
1038,19,1,3,1,0,1,30,16.66
1039,19,1,3,1,0,1,30,16.49
1040,19,1,4,1,0,1,51,24.34
1041,19,1,1,1,0,1,20,7.23
1042,19,1,1,1,0,1,22,7.42
1043,19,1,1,2,0,1,8,1.2
1044,19,1,1,2,0,1,3,0.68
1045,19,1,1,2,0,1,3,2.03
1046,6,1,1,2,1,1,57,28.34
1047,19,1,1,2,0,1,20,6.15
1048,19,1,1,2,0,1,5,0.75
1049,19,1,1,2,0,1,25,5.86
1050,19,1,2,2,0,2,25,5.31
1051,19,1,2,2,0,2,20,11.11
1052,19,1,2,2,0,2,10,7.53
1053,19,1,4,1,0,1,40,12.21
1054,19,1,4,1,0,1,30,12.19
1055,19,1,4,1,0,1,30,8.82
1056,19,1,4,1,0,1,30,8.69
1057,19,1,4,1,0,1,30,13.37
1058,19,1,4,3,0,6,10,3.2
1059,19,1,4,3,0,6,15,3.25
1060,19,3,4,2,0,3,3,1.66
1061,19,1,4,2,0,3,38,17.22
1062,19,1,4,2,0,3,39,17.6
1063,19,2,4,2,0,3,1,0.75
1064,6,1,4,2,1,3,130,55.5
1065,19,1,4,2,1,5,60,29.02
1066,19,1,3,2,0,2,30,11.73
1067,19,1,3,2,0,2,38,11.73
1068,19,1,3,2,0,2,12,6.29
1069,19,1,3,2,0,2,33,6.29
1070,6,1,1,1,1,2,108,17.41
1071,19,1,4,3,0,3,25,13.61
1072,19,1,4,3,0,3,25,12.39
1073,19,1,4,3,0,5,31,15.14
1074,19,1,4,3,0,5,28,15.19
1075,19,1,4,3,0,5,48,16.12
1076,19,1,4,3,0,5,56,15.86
1077,19,1,3,1,0,2,20,9.3
1078,19,1,3,1,0,2,20,7.15
1079,19,1,4,3,0,4,30,13.51
1080,19,1,4,3,0,4,35,13.5
1081,19,1,4,3,1,4,55,21.42
1082,6,1,4,2,1,4,90,0.0
1083,19,1,4,1,0,1,30,12.77
1084,19,1,4,1,0,1,10,4.46
1085,19,1,4,1,0,1,42,15.29
1086,19,1,4,3,1,3,60,15.15
1087,6,1,4,3,1,3,90,24.88
1088,19,1,4,3,0,3,25,4.47
1089,19,1,4,3,0,3,10,4.46
1090,19,1,3,2,0,2,2,0.47
1091,19,1,3,2,0,2,5,1.03
1092,19,1,3,2,0,2,5,1.03
1093,19,1,3,2,0,2,17,10.84
1094,19,1,3,2,0,2,11,3.69
1095,19,1,3,2,0,2,16,7.58
1096,19,1,3,2,0,2,4,0.93
1097,19,1,3,2,0,2,2,0.47
1098,19,1,3,2,0,2,2,0.47
1099,19,1,3,2,0,2,3,0.47
1100,19,1,3,2,0,2,2,0.47
1101,19,1,3,2,0,2,3,0.47
1102,19,1,3,2,0,2,3,0.47
1103,6,1,4,1,1,1,83,26.45
1104,6,1,4,1,1,4,76,35.71
1105,19,1,4,2,0,2,40,19.6
1106,19,1,4,2,0,2,35,12.0
1107,19,1,4,2,0,2,10,1.2
1108,19,1,4,2,0,2,10,1.2
1109,19,1,3,3,0,3,20,6.22
1110,19,1,3,3,0,3,20,6.22
1111,6,1,4,2,1,3,78,30.41
1112,6,1,4,3,0,5,90,34.62
1113,19,1,4,3,0,5,23,9.71
1114,19,1,4,3,0,5,5,0.49
1115,19,1,4,3,0,5,25,9.65
1116,19,1,4,3,0,4,43,0.0
1117,19,1,4,3,0,4,26,0.0
1118,19,1,4,3,0,4,25,4.86
1119,19,1,4,3,0,4,5,1.24
1120,19,1,4,3,0,4,8,0.0
1121,19,1,4,3,0,4,35,0.0
1122,19,1,4,3,0,4,44,0.0
1123,19,1,4,3,0,4,25,0.0
1124,19,1,4,3,0,4,45,18.8
1125,19,1,4,3,0,4,10,3.47
1126,19,1,4,3,0,4,10,3.47
1127,19,1,9,1,0,1,29,21.14
1128,19,1,9,1,0,1,35,21.12
1129,19,1,9,1,0,1,3,1.99
1130,19,1,9,1,0,1,4,1.99
1131,19,1,3,2,0,2,10,4.04
1132,19,2,3,2,0,2,8,0.87
1133,19,2,3,2,0,2,17,0.87
1134,19,1,3,2,0,2,45,7.66
1135,19,1,3,2,0,2,30,6.6
1136,19,1,3,2,0,2,25,9.21
1137,19,1,3,2,0,2,12,4.79
1138,19,1,3,2,0,2,11,4.82
1139,19,1,3,2,0,2,45,15.31
1140,19,1,3,2,0,2,5,1.57
1141,19,1,3,2,0,2,30,8.41
1142,19,1,2,2,0,1,15,2.31
1143,19,1,2,2,0,1,10,2.31
1144,19,1,4,3,0,3,14,3.26
1145,19,1,4,3,0,3,13,3.23
1146,19,1,4,3,0,3,26,14.21
1147,19,1,4,3,0,3,8,0.42
1148,19,1,4,3,0,3,7,0.42
1149,19,1,4,3,0,3,32,14.35
1150,19,1,4,3,0,3,18,8.99
1151,19,1,4,3,0,3,25,8.99
1152,19,1,2,1,0,3,22,3.9
1153,19,1,2,1,0,3,9,4.33
1154,19,1,2,1,0,3,15,8.24
1155,19,1,4,3,0,2,14,7.28
1156,19,1,4,3,0,2,15,9.43
1157,19,1,4,3,0,2,7,1.76
1158,19,1,4,3,0,2,16,2.72
1159,19,1,4,3,0,2,11,2.71
1160,19,2,4,2,0,3,2,0.73
1161,19,1,4,2,0,3,12,6.43
1162,19,1,4,2,0,3,15,6.4
1163,19,1,4,2,0,3,60,30.4
1164,19,1,4,2,0,3,60,30.32
1165,19,1,3,1,0,2,21,17.15
1166,19,1,3,1,0,2,24,18.28
1167,19,2,3,1,0,2,9,2.34
1168,19,1,4,3,0,2,38,7.06
1169,19,1,4,3,0,2,25,7.33
1170,6,2,4,3,1,3,80,36.87
1171,19,1,4,3,0,3,20,4.97
1172,19,1,4,3,0,3,20,4.74
1173,19,1,2,2,0,1,25,7.14
1174,19,1,2,2,0,1,15,6.09
1175,19,1,2,2,0,1,10,1.03
1176,19,2,4,2,1,2,45,20.22
1177,6,1,4,1,1,1,72,0.0
1178,19,1,1,1,0,1,32,12.55
1179,19,1,1,1,0,1,30,12.74
1180,19,1,4,2,0,5,25,6.73
1181,19,1,4,2,0,5,25,6.72
1182,19,1,4,3,1,2,50,26.65
1183,19,3,3,2,0,4,5,1.53
1184,19,1,3,2,0,4,15,14.52
1185,19,1,3,2,0,4,30,16.16
1186,19,3,3,2,0,4,15,1.53
1187,19,1,3,2,0,4,10,4.42
1188,19,1,3,2,0,4,10,4.42
1189,19,1,4,3,1,3,40,29.34
1190,19,1,4,3,0,3,18,6.2
1191,19,1,4,3,0,3,12,6.18
1192,19,1,4,3,0,3,15,4.63
1193,19,1,4,3,0,3,22,2.95
1194,19,1,4,3,0,3,30,1.32
1195,19,1,4,3,0,3,10,1.32
1196,19,1,4,3,0,3,15,5.92
1197,19,1,4,3,0,3,20,5.95
1198,19,1,4,2,0,4,60,46.7
1199,19,1,4,2,0,4,80,46.64
1200,19,2,3,2,0,3,13,4.84
1201,19,2,3,2,0,3,3,0.79
1202,19,2,3,2,0,3,7,2.41
1203,19,2,3,2,0,3,7,3.8
1204,19,1,3,3,1,3,25,16.56
1205,19,1,9,2,1,1,60,28.7
1206,19,1,2,1,0,1,32,27.2
1207,19,1,2,1,0,1,12,2.42
1208,19,1,2,1,0,1,38,16.59
1209,19,1,2,1,0,1,15,6.91
1210,19,1,2,1,0,1,20,14.19
1211,19,1,4,2,0,2,39,8.05
1212,19,1,4,2,0,2,41,8.02
1213,19,1,2,1,0,1,1,0.59
1214,19,1,2,1,0,1,19,0.0
1215,19,1,2,1,0,1,21,0.0
1216,19,1,4,2,0,3,20,15.43
1217,19,1,4,2,0,3,29,16.15
1218,19,2,4,2,0,3,45,30.42
1219,19,1,4,2,0,3,75,30.73
1220,19,1,4,2,0,3,45,49.99
1221,17,2,2,2,0,3,4,3.98
1222,17,3,2,2,0,3,15,4.06
1223,17,3,2,2,0,3,5,0.77
1224,19,1,2,2,0,3,5,3.98
1225,19,1,2,2,0,3,5,4.06
1226,19,1,2,1,0,1,18,8.53
1227,19,1,2,1,0,1,22,0.0
1228,19,1,2,1,0,1,24,0.0
1229,19,1,3,3,0,4,15,10.3
1230,19,1,3,3,0,4,15,2.06
1231,19,1,3,3,0,4,10,7.97
1232,19,1,2,2,0,3,20,5.93
1233,19,1,2,2,0,3,20,5.93
1234,19,1,2,3,0,4,11,16.32
1235,19,1,2,3,0,4,22,19.54
1236,17,2,2,3,0,4,15,0.66
1237,17,2,2,3,0,4,1,0.66
1238,19,1,2,3,0,4,41,31.75
1239,19,1,2,2,0,3,15,11.72
1240,19,1,2,2,0,3,30,12.12
1241,19,1,2,2,0,3,15,2.02
1242,19,1,2,2,0,3,20,11.56
1243,19,1,2,2,0,3,10,9.17
1244,19,1,2,2,0,3,15,5.95
1245,19,1,2,2,0,3,5,1.13
1246,19,1,2,2,0,3,5,2.62
1247,19,1,2,2,0,3,5,0.59
1248,19,1,2,2,0,3,10,2.62
1249,19,1,2,2,0,3,5,2.62
1250,19,1,2,2,0,3,2,0.59
1251,19,1,2,2,0,3,10,0.0
1252,19,1,2,2,0,3,10,0.0
1253,19,1,2,2,0,3,1,0.59
1254,19,1,2,2,0,3,10,1.93
1255,19,1,2,2,0,3,10,2.54
1256,19,1,2,2,0,3,5,2.54
1257,19,1,2,2,0,3,5,0.55
1258,19,1,2,2,0,3,5,0.55
1259,19,1,2,2,0,3,5,2.54
1260,19,1,2,2,0,3,5,1.13
1261,19,1,2,2,0,3,15,1.82
1262,19,1,2,2,0,3,10,0.59
1263,19,1,2,2,0,3,30,21.22
1264,19,1,4,3,0,5,25,7.08
1265,19,1,4,3,0,5,20,7.1
1266,19,1,4,3,0,5,15,7.85
1267,19,1,4,3,0,5,15,7.84
1268,19,1,4,3,0,4,45,20.69
1269,19,1,4,3,1,4,75,38.92
1270,19,1,4,3,1,4,105,38.92
1271,19,1,4,3,1,4,100,38.92
1272,19,1,4,3,0,4,2,0.6
1273,19,1,4,3,0,4,45,19.85
1274,19,1,4,3,0,4,35,8.52
1275,19,1,4,3,0,4,21,8.45
1276,19,1,3,3,0,3,5,1.93
1277,19,1,3,3,0,3,22,17.25
1278,19,1,3,3,0,3,15,4.55
1279,19,1,3,3,0,3,15,14.75
1280,19,1,3,3,0,3,19,1.93
1281,19,1,9,2,0,3,15,6.76
1282,19,1,9,2,0,3,15,3.6
1283,19,1,9,2,0,3,15,6.26
1284,6,1,4,2,1,4,144,0.0
1285,19,1,4,2,0,4,50,15.31
1286,19,1,4,2,0,4,50,15.86
1287,19,1,4,2,0,2,25,12.63
1288,19,1,4,2,0,2,5,3.7
1289,19,1,4,2,0,2,10,3.69
1290,19,1,4,2,0,2,30,13.39
1291,19,1,4,2,0,2,10,7.67
1292,19,1,4,2,0,2,10,6.34
1293,19,1,4,2,0,5,60,36.75
1294,19,1,4,2,1,5,39,17.22
1295,19,1,2,2,0,1,8,4.22
1296,19,1,2,2,0,1,17,2.44
1297,19,1,2,2,0,1,13,2.14
1298,17,1,2,1,1,1,74,13.9
1299,19,1,2,3,1,4,30,23.66
1300,19,1,2,3,0,4,61,17.27
1301,19,1,2,3,0,4,34,17.71
1302,19,1,9,2,0,2,15,5.77
1303,19,1,9,2,0,2,15,5.38
1304,6,1,9,2,1,2,75,0.0
1305,6,1,4,2,1,2,85,18.54
1306,6,1,2,1,1,1,75,17.94
1307,19,1,4,2,0,2,5,0.86
1308,19,1,4,2,0,2,5,0.86
1309,19,1,4,2,0,2,5,0.86
1310,19,1,4,2,0,2,7,0.0
1311,19,1,4,2,0,2,10,0.0
1312,19,1,2,2,0,4,25,6.03
1313,19,1,2,2,0,4,30,5.24
1314,19,1,2,2,0,4,25,6.42
1315,19,2,2,2,0,4,15,0.44
1316,19,1,2,2,0,4,14,6.61
1317,19,1,2,2,0,4,25,6.42
1318,19,1,2,2,1,2,45,24.47
1319,17,1,2,1,0,1,10,4.11
1320,17,1,2,1,0,1,10,4.14
1321,19,1,3,2,0,4,8,3.27
1322,19,1,3,2,0,4,9,3.64
1323,19,1,3,2,0,4,3,0.84
1324,6,1,3,1,1,2,124,20.13
1325,19,1,4,2,0,5,16,0.0
1326,19,1,4,2,0,5,4,2.07
1327,19,1,4,2,1,5,87,30.13
1328,19,1,4,2,0,5,9,2.22
1329,19,1,4,2,0,5,17,17.12
1330,19,2,4,2,0,5,22,0.0
1331,19,1,4,2,0,4,45,12.28
1332,19,1,4,2,0,4,15,3.82
1333,19,1,4,2,0,4,15,3.76
1334,19,1,4,2,0,4,30,12.28
1335,19,1,2,3,1,2,65,31.95
1336,19,1,2,3,0,2,10,6.42
1337,19,1,2,3,0,2,30,6.47
1338,19,1,2,1,0,1,25,12.66
1339,19,1,2,1,0,1,10,10.32
1340,19,1,2,1,0,1,90,19.23
1341,23,1,2,2,0,2,3,0.75
1342,23,1,2,2,0,2,5,0.75
1343,19,1,4,2,0,2,24,11.17
1344,19,1,4,2,0,2,9,1.78
1345,19,1,4,2,0,2,6,0.83
1346,19,2,4,2,0,2,9,2.72
1347,19,1,4,2,0,2,17,4.96
1348,19,1,4,2,0,2,15,7.21
1349,19,1,2,2,0,6,15,6.26
1350,19,1,2,2,0,6,17,2.89
1351,19,1,2,2,0,6,39,6.7
1352,19,1,2,2,0,6,19,10.41
1353,19,1,2,2,0,6,21,6.26
1354,19,1,2,3,0,3,25,10.75
1355,19,1,2,3,0,3,15,6.56
1356,19,1,2,3,0,3,10,2.78
1357,19,1,2,3,0,3,4,3.75
1358,19,1,2,3,0,3,5,3.38
1359,6,1,4,2,0,2,95,20.46
1360,6,1,4,2,0,2,90,20.46
1361,19,1,2,2,0,3,30,23.51
1362,19,1,2,2,0,3,23,23.5
1363,19,1,2,2,0,3,11,3.98
1364,19,1,2,2,0,3,6,4.06
1365,19,1,2,2,0,3,30,14.11
1366,19,1,2,2,0,3,30,13.79
1367,17,1,2,2,0,3,21,6.65
1368,17,1,2,2,0,3,6,8.34
1369,17,1,2,2,0,3,5,8.34
1370,17,1,2,2,0,3,10,6.74
1371,19,1,4,2,0,5,18,9.51
1372,19,1,4,2,0,5,14,9.16
1373,6,1,4,2,1,5,93,45.45
1374,19,1,2,1,0,1,15,11.61
1375,19,1,2,1,0,1,15,2.12
1376,19,1,2,1,0,1,15,9.35
1377,6,1,4,3,1,4,115,0.0
1378,19,1,4,3,0,4,6,2.37
1379,19,1,4,3,0,4,6,2.37
1380,19,1,2,3,0,3,15,0.77
1381,19,1,2,3,0,3,50,0.77
1382,19,1,2,3,0,3,15,3.98
1383,19,1,2,3,0,3,15,4.06
1384,19,1,2,2,0,2,16,3.64
1385,19,1,2,2,0,2,20,3.64
1386,19,1,3,2,0,5,6,1.86
1387,19,1,3,2,0,5,5,1.86
1388,23,1,3,2,0,5,26,1.86
1389,23,1,3,2,0,5,30,1.86
1390,19,1,4,3,0,3,40,21.83
1391,19,1,4,3,0,3,45,21.96
1392,19,1,4,3,0,3,60,12.25
1393,19,1,4,3,0,3,60,12.53
1394,19,1,4,2,0,2,23,11.74
1395,19,1,4,2,0,2,40,15.08
1396,19,1,4,2,0,2,20,9.93
1397,19,1,3,2,0,1,26,12.35
1398,19,1,3,2,0,1,43,11.85
1399,19,1,2,2,0,4,15,0.6
1400,19,1,2,2,0,4,15,0.6
1401,19,1,4,3,0,2,15,7.87
1402,6,1,4,3,1,2,102,27.31
1403,19,1,4,3,0,2,27,4.98
1404,19,1,4,3,0,2,30,5.37
1405,19,1,9,3,0,2,20,3.32
1406,19,1,9,3,0,2,20,3.31
1407,19,1,9,3,0,2,25,6.83
1408,19,1,9,3,0,2,15,6.59
1409,6,1,4,2,1,2,65,18.81
1410,15,1,9,0,0,1,26,3.54
1411,15,1,9,0,0,1,30,3.5
1412,19,1,2,3,0,4,17,6.69
1413,19,1,2,3,0,4,15,5.47
1414,19,1,2,3,0,4,23,6.85
1415,19,1,2,3,0,4,17,5.98
1416,19,1,2,3,0,4,11,3.1
1417,19,1,2,3,0,4,9,3.12
1418,19,1,4,3,0,4,26,3.24
1419,19,1,4,3,0,4,22,3.24
1420,19,1,4,3,1,4,30,13.2
1421,19,1,4,3,0,4,75,31.86
