,Unnamed: 0,PLSAM,SAMPN,PERNO,PLANO,ORIG_HOME,HHSIZE,DEST_HOME,DTPURP,DTPURP2,LTMODE_AGG,TOTTR,TRPDUR,TRPDIST_HN,OZIP,DNYC,GEO_GROUP2_O,GEO_GROUP3_O,PMODE,PMODE1,PAMODE,PMODE_R,PMODE_R2,PMODE_R3,WORKTRIP,TOD_R,TOD_R1,TOTTR_R,TRPDUR_R,TRIPDIST_R1,TRIPDIST_R2,INCOM_R,HHVEH_R
24572,24572,31887790103,3188779,1,3,0,1,0,9,0,1.0,1,5,0.8,11755,0,2,1,19,11,,1,1,1,1,1,1,1,1,1.0,1.0,2,1
24573,24573,31887790104,3188779,1,4,0,1,1,3,0,1.0,1,30,6.24,11755,0,2,1,19,11,,1,1,1,1,3,3,1,3,3.0,4.0,2,1
24596,24596,31889510102,3188951,1,2,1,3,0,9,0,1.0,1,69,33.29,11706,0,2,1,19,11,,1,1,1,1,1,1,1,4,6.0,6.0,4,2
24597,24597,31889510103,3188951,1,3,0,3,0,6,0,1.0,1,55,32.99,11096,0,2,1,19,11,,1,1,1,1,2,2,1,4,6.0,6.0,4,2
24598,24598,31889510104,3188951,1,4,0,3,1,3,0,2.1,2,9,1.4,11706,0,2,1,19,11,,1,1,1,2,3,3,2,1,1.0,1.0,4,2
24599,24599,31889510202,3188951,2,2,1,3,0,5,0,2.1,2,2,1.4,11706,0,2,1,19,11,,1,1,1,2,1,1,2,1,1.0,1.0,4,2
24600,24600,31889510203,3188951,2,3,0,3,0,9,0,1.0,1,40,39.58,11706,1,2,1,19,11,,1,1,1,1,1,1,1,3,6.0,6.0,4,2
24681,24681,31894040204,3189404,2,4,1,2,0,17,0,1.0,1,7,1.11,11757,0,2,1,19,11,,1,1,1,2,1,1,1,1,2.0,3.0,2,2
24682,24682,31894040205,3189404,2,5,0,2,0,9,0,1.0,1,24,0.0,11757,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,2,2
24683,24683,31894040206,3189404,2,6,0,2,1,3,0,1.0,1,23,0.0,11735,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,2,2
24801,24801,31899860102,3189986,1,2,1,1,0,22,0,1.0,1,30,8.09,11704,0,2,1,19,11,,1,1,1,2,1,1,1,3,4.0,5.0,2,1
24802,24802,31899860103,3189986,1,3,0,1,0,9,0,1.0,1,23,13.38,11762,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,2,1
24803,24803,31899860104,3189986,1,4,0,1,0,20,0,1.0,1,24,0.0,11706,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,2,1
24804,24804,31899860105,3189986,1,5,0,1,0,27,0,1.0,1,19,0.0,11747,0,2,1,19,11,,1,1,1,2,3,3,1,2,3.0,4.0,2,1
24805,24805,31899860106,3189986,1,6,0,1,1,3,0,1.0,1,35,14.47,11746,0,2,1,19,11,,1,1,1,2,4,4,1,3,4.0,5.0,2,1
25127,25127,31915850102,3191585,1,2,1,1,0,9,0,2.2,2,20,2.64,11520,0,2,1,17,10,,1,1,1,1,1,1,2,3,2.0,3.0,9,0
25128,25128,31915850103,3191585,1,3,0,1,1,3,0,2.2,2,25,2.55,11570,0,2,1,17,10,,1,1,1,1,2,2,2,3,2.0,3.0,9,0
25164,25164,31916930102,3191693,1,2,1,1,0,9,0,2.1,2,30,22.84,11718,0,2,1,19,11,,1,1,1,1,1,1,2,3,5.0,6.0,2,1
25165,25165,31916930103,3191693,1,3,0,1,1,3,0,2.1,2,30,23.14,11719,0,2,1,19,11,,1,1,1,1,2,2,2,3,5.0,6.0,2,1
25166,25166,31917060102,3191706,1,2,1,5,0,9,0,7.2,2,115,44.24,11717,1,2,1,6,3,3.0,2,2,2,1,1,1,2,5,6.0,6.0,3,1
25170,25170,31917060204,3191706,2,4,1,5,0,9,0,1.0,1,20,4.35,11717,0,2,1,19,11,,1,1,1,1,1,1,1,3,3.0,4.0,3,1
25171,25171,31917060205,3191706,2,5,0,5,0,6,0,1.0,1,19,3.38,11788,0,2,1,19,11,,1,1,1,1,3,3,1,2,2.0,3.0,3,1
25172,25172,31917060206,3191706,2,6,0,5,1,3,0,2.1,2,15,3.03,11717,0,2,1,19,11,,1,1,1,2,3,3,2,2,2.0,3.0,3,1
25183,25183,31918970102,3191897,1,2,1,1,0,14,0,1.0,1,15,3.91,11791,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,9,2
25184,25184,31918970103,3191897,1,3,0,1,0,14,0,1.0,1,20,5.07,11803,0,2,1,19,11,,1,1,1,1,1,1,1,3,2.0,3.0,9,2
25185,25185,31918970104,3191897,1,4,0,1,0,21,0,1.0,1,5,1.41,11747,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,2.0,9,2
25186,25186,31918970105,3191897,1,5,0,1,1,1,3,1.0,1,20,7.36,11747,0,2,1,19,11,,1,1,1,2,2,2,1,3,3.0,4.0,9,2
25284,25284,31923000102,3192300,1,2,1,2,0,14,0,1.0,1,15,3.76,11756,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,4,3
25285,25285,31923000103,3192300,1,3,0,2,0,14,0,1.0,1,20,3.9,11756,0,2,1,19,11,,1,1,1,1,1,1,1,3,2.0,3.0,4,3
25286,25286,31923000104,3192300,1,4,0,2,0,14,0,1.0,1,20,4.49,11554,0,2,1,19,11,,1,1,1,1,2,2,1,3,2.0,3.0,4,3
25287,25287,31923000105,3192300,1,5,0,2,0,14,0,1.0,1,20,4.56,11783,0,2,1,19,11,,1,1,1,1,2,2,1,3,3.0,4.0,4,3
25288,25288,31923000106,3192300,1,6,0,2,0,27,0,1.0,1,15,2.4,11756,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,4,3
25289,25289,31923000107,3192300,1,7,0,2,0,16,0,1.0,1,15,2.5,11554,0,2,1,19,11,,1,1,1,2,2,2,1,2,2.0,3.0,4,3
25290,25290,31923000108,3192300,1,8,0,2,0,19,0,1.0,1,15,2.51,11793,0,2,1,19,11,,1,1,1,2,2,2,1,2,2.0,3.0,4,3
25291,25291,31923000109,3192300,1,9,0,2,1,3,0,1.0,1,15,1.69,11756,0,2,1,19,11,,1,1,1,2,2,2,1,2,2.0,3.0,4,3
25362,25362,31926990102,3192699,1,2,1,1,0,9,0,1.0,1,70,28.71,11701,1,2,1,19,11,,1,1,1,1,1,1,1,4,6.0,6.0,3,1
25441,25441,31929450102,3192945,1,2,1,3,0,5,0,2.1,2,14,2.79,11530,0,2,1,19,11,,1,1,1,2,1,1,2,2,2.0,3.0,4,3
25442,25442,31929450103,3192945,1,3,0,3,0,16,0,1.0,1,11,3.68,11501,0,2,1,19,11,,1,1,1,2,1,1,1,2,2.0,3.0,4,3
25443,25443,31929450104,3192945,1,4,0,3,0,19,0,1.0,1,3,1.14,11530,0,2,1,19,11,,1,1,1,2,1,1,1,1,1.0,1.0,4,3
25444,25444,31929450105,3192945,1,5,0,3,0,9,0,1.0,1,50,3.95,11040,1,2,1,19,11,,1,1,1,1,1,1,1,4,3.0,4.0,4,3
25451,25451,31929450112,3192945,1,12,0,3,1,3,0,1.0,1,5,0.78,11040,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,4,3
25456,25456,31929450202,3192945,2,2,1,3,0,9,0,7.0,1,75,0.0,11530,1,2,1,6,3,4.0,2,2,2,1,1,1,1,4,5.0,6.0,4,3
25546,25546,31934080102,3193408,1,2,1,6,0,9,0,1.0,1,77,32.8,11789,0,2,1,19,11,,1,1,1,1,1,1,1,4,6.0,6.0,3,2
25547,25547,31934080103,3193408,1,3,0,6,1,3,0,1.0,1,57,33.74,11747,0,2,1,19,11,,1,1,1,1,3,3,1,4,6.0,6.0,3,2
25637,25637,31937280202,3193728,2,2,1,3,0,9,0,7.1,1,119,39.96,11704,1,2,1,6,3,2.0,2,2,2,1,5,4,1,5,6.0,6.0,3,2
25641,25641,31937510102,3193751,1,2,1,3,0,9,0,7.1,1,110,28.89,11575,1,2,1,6,3,2.0,2,2,2,1,1,1,1,5,6.0,6.0,4,2
25643,25643,31937510111,3193751,1,11,0,3,1,3,0,1.0,1,15,2.37,11520,0,2,1,19,11,,1,1,1,2,3,3,1,2,2.0,3.0,4,2
25887,25887,31949190102,3194919,1,2,1,2,0,9,0,7.1,1,100,58.62,11772,1,2,1,6,3,2.0,2,2,2,1,1,1,1,5,6.0,6.0,4,2
25918,25918,31950390202,3195039,2,2,1,2,0,9,0,1.0,1,26,15.15,11793,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,3,2
25919,25919,31950390203,3195039,2,3,0,2,1,3,0,1.0,1,51,14.56,11576,0,2,1,19,11,,1,1,1,1,3,3,1,4,5.0,6.0,3,2
26133,26133,31963740102,3196374,1,2,1,2,0,5,0,2.1,2,4,1.32,11559,1,2,1,19,11,,1,1,1,2,1,1,2,1,1.0,2.0,3,1
26465,26465,31992190102,3199219,1,2,1,4,0,9,10,1.0,1,60,32.26,11715,0,2,1,19,11,,1,1,1,1,2,2,1,4,6.0,6.0,4,3
26466,26466,31992190103,3199219,1,3,0,4,1,3,0,1.0,1,60,31.93,11554,0,2,1,19,11,,1,1,1,1,4,4,1,4,6.0,6.0,4,3
26554,26554,32009920102,3200992,1,2,1,5,0,9,10,2.2,3,7,1.63,11021,0,2,1,17,10,,1,1,1,1,1,1,3,1,1.0,2.0,4,1
26555,26555,32009920103,3200992,1,3,0,5,1,3,0,10.0,1,15,1.63,11021,0,2,1,5,2,,4,1,1,1,3,3,1,2,1.0,2.0,4,1
26573,26573,32014010102,3201401,1,2,1,1,0,9,0,1.0,1,24,10.65,11953,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,2,1
26574,26574,32014010104,3201401,1,4,0,1,1,3,0,1.0,1,21,10.78,11792,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,2,1
26585,26585,32015160102,3201516,1,2,1,2,0,9,0,1.0,1,23,9.25,11714,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,4,2
26586,26586,32015160103,3201516,1,3,0,2,1,3,0,1.0,1,18,7.84,11757,0,2,1,19,11,,1,1,1,1,3,3,1,2,4.0,5.0,4,2
26587,26587,32015160202,3201516,2,2,1,2,0,9,0,1.0,1,7,2.08,11714,0,2,1,19,11,,1,1,1,1,1,1,1,1,2.0,3.0,4,2
26588,26588,32015160203,3201516,2,3,0,2,1,3,0,1.0,1,9,2.08,11714,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,4,2
26593,26593,32016860102,3201686,1,2,1,2,0,9,0,1.0,1,5,8.77,11937,0,2,1,19,11,,1,1,1,1,1,1,1,1,1.0,2.0,4,2
26594,26594,32016860103,3201686,1,3,0,2,1,1,2,1.0,1,5,8.77,11963,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,2.0,4,2
26599,26599,32016860202,3201686,2,2,1,2,0,9,10,1.0,1,7,2.72,11937,0,2,1,19,11,,1,1,1,1,1,1,1,1,1.0,2.0,4,2
26600,26600,32016860203,3201686,2,3,0,2,1,3,0,1.0,1,5,2.72,11963,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,2.0,4,2
26601,26601,32016860204,3201686,2,4,1,2,0,9,10,1.0,1,8,2.72,11937,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,2.0,4,2
26602,26602,32016860205,3201686,2,5,0,2,0,19,0,1.0,1,11,8.77,11963,0,2,1,19,11,,1,1,1,1,3,3,1,2,2.0,3.0,4,2
26603,26603,32016860206,3201686,2,6,0,2,1,2,3,1.0,1,15,8.77,11963,0,2,1,19,11,,1,1,1,2,3,3,1,2,2.0,3.0,4,2
27104,27104,32072170103,3207217,1,3,1,1,0,17,0,1.0,1,5,0.0,11768,0,2,1,19,11,,1,1,1,2,2,2,1,1,2.0,3.0,4,1
27105,27105,32072170104,3207217,1,4,0,1,0,19,0,1.0,1,3,0.0,11768,0,2,1,19,11,,1,1,1,2,2,2,1,1,1.0,2.0,4,1
27106,27106,32072170105,3207217,1,5,0,1,0,14,0,1.0,1,36,21.84,11768,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,4,1
27107,27107,32072170106,3207217,1,6,0,1,1,3,0,1.0,1,43,0.0,11772,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,4,1
27142,27142,32082660102,3208266,1,2,1,2,0,9,0,7.1,2,102,44.33,11717,1,2,1,6,3,2.0,2,2,2,1,1,1,2,5,6.0,6.0,3,1
27144,27144,32082660109,3208266,1,9,0,2,1,3,0,2.1,2,12,1.61,11717,0,2,1,19,11,,1,1,1,2,3,3,2,2,2.0,3.0,3,1
27145,27145,32082660202,3208266,2,2,1,2,0,5,0,2.1,2,7,1.61,11717,0,2,1,19,11,,1,1,1,2,1,1,2,1,2.0,3.0,3,1
27146,27146,32082660203,3208266,2,3,0,2,0,9,10,1.0,1,40,23.7,11717,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,3,1
27147,27147,32082660204,3208266,2,4,0,2,1,3,0,1.0,1,70,22.44,11530,0,2,1,19,11,,1,1,1,1,3,3,1,4,5.0,6.0,3,1
27226,27226,32091930102,3209193,1,2,1,2,0,9,0,2.1,2,13,5.53,11793,0,2,1,19,11,,1,1,1,1,1,1,2,2,3.0,4.0,9,2
27227,27227,32091930103,3209193,1,3,0,2,1,3,0,2.1,2,18,5.72,11801,0,2,1,19,11,,1,1,1,1,3,3,2,2,3.0,4.0,9,2
27228,27228,32091930202,3209193,2,2,1,2,0,9,0,2.2,2,13,5.53,11793,0,2,1,17,10,,1,1,1,1,1,1,2,2,3.0,4.0,9,2
27229,27229,32091930203,3209193,2,3,0,2,0,20,0,1.0,1,10,4.36,11801,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,9,2
27230,27230,32091930204,3209193,2,4,0,2,0,9,0,1.0,1,11,4.36,11714,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,9,2
27231,27231,32091930205,3209193,2,5,0,2,1,3,0,2.2,2,18,5.72,11801,0,2,1,17,10,,1,1,1,1,3,3,2,2,3.0,4.0,9,2
27396,27396,32125090102,3212509,1,2,1,1,0,9,0,1.0,1,25,11.22,11542,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,2,1
27397,27397,32125090103,3212509,1,3,0,1,0,21,0,1.0,1,4,0.77,11803,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,2.0,2,1
27398,27398,32125090104,3212509,1,4,0,1,0,9,0,1.0,1,4,0.77,11803,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,2.0,2,1
27399,27399,32125090105,3212509,1,5,0,1,0,16,17,1.0,1,45,12.92,11803,0,2,1,19,11,,1,1,1,1,3,3,1,4,5.0,6.0,2,1
27400,27400,32125090106,3212509,1,6,0,1,1,3,0,1.0,1,11,1.86,11542,0,2,1,19,11,,1,1,1,2,3,3,1,2,2.0,3.0,2,1
27761,27761,32186630102,3218663,1,2,1,1,0,9,0,1.0,1,10,4.5,11727,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,9,1
27762,27762,32186630103,3218663,1,3,0,1,1,3,0,1.0,1,9,4.48,11727,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,9,1
27788,27788,32193220102,3219322,1,2,1,1,0,9,0,1.0,1,21,7.82,11727,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,2,1
27789,27789,32193220103,3219322,1,3,0,1,1,3,0,1.0,1,26,7.83,11733,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,2,1
27843,27843,32208920102,3220892,1,2,1,4,0,9,10,2.1,3,30,23.45,11719,0,2,1,19,11,,1,1,1,1,1,1,3,3,6.0,6.0,4,2
27844,27844,32208920103,3220892,1,3,0,4,1,2,3,2.1,3,30,23.89,11703,0,2,1,19,11,,1,1,1,1,2,2,3,3,6.0,6.0,4,2
27845,27845,32208920202,3220892,2,2,1,4,0,9,10,1.0,1,15,11.79,11719,0,2,1,19,11,,1,1,1,1,2,2,1,2,4.0,5.0,4,2
27846,27846,32208920203,3220892,2,3,0,4,0,22,0,1.0,1,15,16.15,11779,0,2,1,19,11,,1,1,1,1,2,2,1,2,5.0,6.0,4,2
27847,27847,32208920204,3220892,2,4,0,4,0,8,0,1.0,1,5,0.52,11703,0,2,1,19,11,,1,1,1,2,2,2,1,1,1.0,1.0,4,2
27848,27848,32208920205,3220892,2,5,0,4,0,9,10,1.0,1,20,16.73,11703,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,4,2
27849,27849,32208920206,3220892,2,6,0,4,0,14,0,1.0,1,30,20.97,11779,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,4,2
27850,27850,32208920207,3220892,2,7,0,4,1,3,0,1.0,1,20,11.56,11940,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,4,2
27892,27892,32209250202,3220925,2,2,1,4,0,9,0,1.0,1,30,9.31,11510,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,1,3
27893,27893,32209250203,3220925,2,3,0,4,0,16,0,1.0,1,40,8.0,11040,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,1,3
27894,27894,32209250204,3220925,2,4,0,4,1,3,0,1.0,1,10,1.09,11510,0,2,1,19,11,,1,1,1,2,3,3,1,2,2.0,3.0,1,3
27897,27897,32209250402,3220925,4,2,1,4,0,9,0,1.0,1,30,1.95,11510,0,2,1,18,11,,1,1,1,1,1,1,1,3,2.0,3.0,1,3
27898,27898,32209250403,3220925,4,3,0,4,1,3,0,1.0,1,30,1.95,11510,0,2,1,18,11,,1,1,1,1,1,1,1,3,2.0,3.0,1,3
27911,27911,32210310202,3221031,2,2,1,2,0,14,20,1.0,1,45,47.34,11727,0,2,1,19,11,,1,1,1,1,5,4,1,4,6.0,6.0,3,3
27912,27912,32210310203,3221031,2,3,0,2,1,3,1,1.0,1,30,47.72,11010,0,2,1,19,11,,1,1,1,1,2,2,1,3,6.0,6.0,3,3
28142,28142,32219170202,3221917,2,2,1,2,0,9,0,7.1,1,130,37.73,11746,1,2,1,6,3,2.0,2,2,2,1,1,1,1,5,6.0,6.0,2,2
28372,28372,32229240102,3222924,1,2,1,1,0,9,0,1.0,1,12,21.92,11786,0,2,1,19,11,,1,1,1,1,1,1,1,2,5.0,6.0,4,2
28373,28373,32229240103,3222924,1,3,0,1,0,14,0,1.0,1,22,19.66,11738,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,2
28374,28374,32229240104,3222924,1,4,0,1,0,19,0,1.0,1,6,1.41,11747,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,4,2
28375,28375,32229240105,3222924,1,5,0,1,0,14,0,1.0,1,7,1.41,11747,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,4,2
28376,28376,32229240106,3222924,1,6,0,1,0,14,0,1.0,1,52,0.0,11747,0,2,1,19,11,,1,1,1,1,2,2,1,4,6.0,6.0,4,2
28377,28377,32229240107,3222924,1,7,0,1,1,3,0,1.0,1,27,0.0,0,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,4,2
28418,28418,32231900202,3223190,2,2,1,5,0,15,0,1.0,1,10,1.13,11040,0,2,1,19,11,,1,1,1,2,1,1,1,2,1.0,2.0,4,3
28419,28419,32231900203,3223190,2,3,0,5,0,9,0,1.0,1,30,4.76,11040,0,2,1,19,11,,1,1,1,1,1,1,1,3,3.0,4.0,4,3
28420,28420,32231900204,3223190,2,4,0,5,1,3,0,1.0,1,30,6.39,11021,0,2,1,19,11,,1,1,1,1,3,3,1,3,3.0,4.0,4,3
28425,28425,32231900302,3223190,3,2,1,5,0,9,0,7.0,1,81,21.75,11040,1,2,1,6,3,4.0,2,2,2,1,1,1,1,4,6.0,6.0,4,3
28491,28491,32234540102,3223454,1,2,1,1,0,9,0,1.0,1,3,0.88,11787,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,2,1
28492,28492,32234540103,3223454,1,3,0,1,0,9,0,1.0,1,5,0.88,11787,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,2,1
28493,28493,32234540104,3223454,1,4,0,1,0,14,0,1.0,1,7,0.88,11787,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,2,1
28494,28494,32234540105,3223454,1,5,0,1,1,3,0,1.0,1,17,0.88,11787,0,2,1,19,11,,1,1,1,1,2,2,1,2,1.0,1.0,2,1
28582,28582,32240320203,3224032,2,3,1,2,0,9,0,8.1,1,15,0.77,11772,0,2,1,23,13,,5,3,97,1,4,4,1,2,1.0,2.0,1,1
28684,28684,32246640302,3224664,3,2,1,3,0,9,0,2.1,2,29,10.95,11772,0,2,1,19,11,,1,1,1,1,1,1,2,3,5.0,6.0,4,3
28685,28685,32246640303,3224664,3,3,0,3,0,17,0,1.0,1,27,11.75,11788,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,4,3
28686,28686,32246640304,3224664,3,4,0,3,1,3,0,1.0,1,8,0.75,11772,0,2,1,19,11,,1,1,1,2,2,2,1,1,1.0,2.0,4,3
28786,28786,32250070102,3225007,1,2,1,3,0,9,0,1.0,1,34,16.5,11758,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,3
28787,28787,32250070103,3225007,1,3,0,3,1,3,0,1.0,1,56,16.38,11501,0,2,1,19,11,,1,1,1,1,3,3,1,4,5.0,6.0,4,3
28792,28792,32250070304,3225007,3,4,1,3,0,9,0,1.0,1,10,3.18,11758,0,2,1,19,11,,1,1,1,1,3,3,1,2,1.0,2.0,4,3
28793,28793,32250070305,3225007,3,5,0,3,1,3,0,1.0,1,5,3.23,11762,0,2,1,19,11,,1,1,1,1,4,4,1,1,1.0,2.0,4,3
28828,28828,32251150102,3225115,1,2,1,4,0,9,0,7.2,2,90,15.84,11003,1,2,1,6,3,3.0,2,2,2,1,1,1,2,5,5.0,6.0,4,1
28837,28837,32251150404,3225115,4,4,1,4,0,5,0,2.1,3,10,1.4,11003,0,2,1,19,11,,1,1,1,2,1,1,3,2,1.0,2.0,4,1
28838,28838,32251150405,3225115,4,5,0,4,0,5,0,2.1,2,14,3.45,11003,1,2,1,19,11,,1,1,1,2,1,1,2,2,2.0,3.0,4,1
29009,29009,32257060102,3225706,1,2,1,5,0,9,0,1.0,1,5,1.45,11771,0,2,1,19,11,,1,1,1,1,1,1,1,1,1.0,1.0,4,2
29010,29010,32257060103,3225706,1,3,0,5,1,3,0,2.1,2,5,1.45,11771,0,2,1,19,11,,1,1,1,1,2,2,2,1,1.0,1.0,4,2
29013,29013,32257060202,3225706,2,2,1,5,0,5,0,2.1,5,10,1.45,11771,0,2,1,19,11,,1,1,1,2,1,1,4,2,1.0,1.0,4,2
29014,29014,32257060203,3225706,2,3,0,5,0,9,0,1.0,1,14,5.67,11771,0,2,1,19,11,,1,1,1,1,1,1,1,2,4.0,5.0,4,2
29015,29015,32257060204,3225706,2,4,0,5,0,6,0,1.0,1,14,5.67,11560,0,2,1,19,11,,1,1,1,1,2,2,1,2,4.0,5.0,4,2
29016,29016,32257060205,3225706,2,5,0,5,0,23,0,2.1,5,15,3.34,11771,0,2,1,19,11,,1,1,1,2,2,2,4,2,2.0,3.0,4,2
29017,29017,32257060206,3225706,2,6,0,5,1,3,0,2.1,3,10,3.34,11771,0,2,1,19,11,,1,1,1,2,3,3,3,2,2.0,3.0,4,2
29260,29260,32271440202,3227144,2,2,1,2,0,9,0,2.1,2,16,4.47,11040,0,2,1,19,11,,1,1,1,1,1,1,2,2,3.0,4.0,2,2
29261,29261,32271440203,3227144,2,3,0,2,0,17,0,1.0,1,24,4.78,11530,0,2,1,19,11,,1,1,1,1,3,3,1,3,3.0,4.0,2,2
29262,29262,32271440204,3227144,2,4,0,2,1,3,0,1.0,1,4,0.73,11040,0,2,1,19,11,,1,1,1,2,3,3,1,1,1.0,1.0,2,2
29314,29314,32274630102,3227463,1,2,1,2,0,9,0,7.0,2,70,0.0,11514,1,2,1,6,3,4.0,2,2,2,1,1,1,2,4,6.0,6.0,4,1
29318,29318,32274630202,3227463,2,2,1,2,0,9,0,7.0,2,72,0.0,11514,1,2,1,6,3,4.0,2,2,2,1,1,1,2,4,6.0,6.0,4,1
29534,29534,32284980102,3228498,1,2,1,2,0,9,10,1.0,1,10,0.42,11010,0,2,1,19,11,,1,1,1,1,1,1,1,2,1.0,2.0,4,2
29535,29535,32284980103,3228498,1,3,0,2,1,3,0,1.0,1,10,0.42,11552,0,2,1,19,11,,1,1,1,1,3,3,1,2,1.0,2.0,4,2
29536,29536,32284980202,3228498,2,2,1,2,0,9,10,1.0,1,60,15.7,11010,1,2,1,19,11,,1,1,1,1,1,1,1,4,5.0,6.0,4,2
29538,29538,32284980204,3228498,2,4,0,2,1,3,0,1.0,1,35,13.87,11735,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,4,2
29682,29682,32290590102,3229059,1,2,1,3,0,9,10,1.0,1,45,13.77,11783,0,2,1,19,11,,1,1,1,1,1,1,1,4,4.0,5.0,4,3
29683,29683,32290590103,3229059,1,3,0,3,1,3,0,1.0,1,45,12.91,11501,0,2,1,19,11,,1,1,1,1,3,3,1,4,4.0,5.0,4,3
29754,29754,32293350102,3229335,1,2,1,2,0,5,0,2.1,2,25,5.7,11426,0,2,1,19,11,,1,1,1,2,1,1,2,3,4.0,5.0,2,1
29755,29755,32293350103,3229335,1,3,0,2,0,9,0,1.0,1,16,2.52,11501,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,2,1
29756,29756,32293350104,3229335,1,4,0,2,0,6,0,1.0,1,15,3.4,11530,0,2,1,19,11,,1,1,1,1,3,3,1,2,2.0,3.0,2,1
29757,29757,32293350105,3229335,1,5,0,2,0,16,0,2.1,2,15,1.41,11501,0,2,1,19,11,,1,1,1,2,3,3,2,2,2.0,3.0,2,1
29758,29758,32293350106,3229335,1,6,0,2,1,3,0,2.1,2,20,4.61,11040,0,2,1,19,11,,1,1,1,2,3,3,2,3,3.0,4.0,2,1
29759,29759,32293350202,3229335,2,2,1,2,0,9,0,2.2,2,25,5.7,11426,0,2,1,17,10,,1,1,1,1,1,1,2,3,4.0,5.0,2,1
29760,29760,32293350203,3229335,2,3,0,2,0,16,0,2.2,2,15,1.41,11501,0,2,1,17,10,,1,1,1,1,3,3,2,2,2.0,3.0,2,1
29761,29761,32293350204,3229335,2,4,0,2,1,3,0,2.2,2,20,4.61,11040,0,2,1,17,10,,1,1,1,2,3,3,2,3,3.0,4.0,2,1
29790,29790,32296780202,3229678,2,2,1,3,0,8,0,1.0,1,2,0.75,11566,0,2,1,19,11,,1,1,1,2,1,1,1,1,1.0,1.0,9,2
29791,29791,32296780203,3229678,2,3,0,3,0,9,0,2.2,1,59,18.29,11566,0,2,1,16,10,,1,1,1,1,1,1,1,4,5.0,6.0,9,2
29792,29792,32296780205,3229678,2,5,0,3,1,3,0,2.2,2,50,20.57,11024,0,2,1,16,10,,1,1,1,1,3,3,2,4,5.0,6.0,9,2
29797,29797,32296780302,3229678,3,2,1,3,0,9,0,1.0,1,18,7.93,11566,0,2,1,19,11,,1,1,1,1,1,1,1,2,4.0,5.0,9,2
29798,29798,32296780303,3229678,3,3,0,3,0,21,0,1.0,1,7,3.44,11514,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,9,2
29799,29799,32296780304,3229678,3,4,0,3,0,9,0,1.0,1,5,3.66,11590,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,9,2
