,Unnamed: 0,PLSAM,SAMPN,PERNO,PLANO,ORIG_HOME,HHSIZE,DEST_HOME,TOUR_PURP,OTPURP,DTPURP,OTPURP_AGG,DTPURP_AGG,DTPURP2,LTMODE_AGG,MODE_SAMP,TOTTR,TRPDUR,TRPDIST_HN,TRPDUR_HN,OZIP,DZIP,HZIP,DNYC,GEO_GROUP1,GEO_GROUP2_O,GEO_GROUP3_O,PMODE,PMODE1,PAMODE,PMODE_R,PMODE_R2,PMODE_R3,WORK_PURP,WORKTRIP,TOD_R,TOD_R1,TOTTR_R,TRPDUR_R,TRIPDIST_R1,TRIPDIST_R2,INCOM_R,HHVEH_R
5876,5876,30266880104,3026688,1,4,1,2,0,5,3,16,0,5,0,1.0,9.0,1,9,0.42,0.0,11758,11758,11758,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,1.0,1.0,9,2
5877,5877,30266880105,3026688,1,5,0,2,1,5,16,3,5,0,0,1.0,9.0,1,4,0.42,0.0,11758,11758,11758,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,1.0,1.0,9,2
5878,5878,30266880202,3026688,2,2,1,2,0,6,3,19,0,6,0,1.0,9.0,1,5,2.16,4.5,11758,11758,11758,0,3,2,1,19,11,,1,1,1,2,2,1,1,1,1,2.0,3.0,9,2
5879,5879,30266880203,3026688,2,3,0,2,0,6,19,22,6,6,0,1.0,9.0,1,36,0.0,0.0,11758,11768,11758,0,3,2,1,19,11,,1,1,1,2,2,1,1,1,3,5.0,6.0,9,2
5880,5880,30266880204,3026688,2,4,0,2,0,6,22,22,6,6,0,1.0,9.0,1,26,0.0,0.0,11768,11803,11758,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,3,5.0,6.0,9,2
5881,5881,30266880205,3026688,2,5,0,2,1,6,22,3,6,0,0,1.0,9.0,1,25,11.48,24.9,11803,11758,11758,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,3,5.0,6.0,9,2
5882,5882,30266880207,3026688,2,7,1,2,0,6,3,8,0,6,0,1.0,9.0,1,7,1.31,3.12,11758,11758,11758,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,2.0,3.0,9,2
5883,5883,30266880208,3026688,2,8,0,2,1,6,8,3,6,0,0,1.0,9.0,1,4,1.32,3.08,11758,11758,11758,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,2.0,3.0,9,2
5884,5884,30266880209,3026688,2,9,1,2,0,9,3,24,0,9,0,8.1,11.0,1,6,4.1,10.33,11758,11758,11758,0,3,2,1,23,13,,5,3,97,2,2,3,3,1,1,1.0,2.0,9,2
5885,5885,30266880210,3026688,2,10,0,2,1,9,24,3,9,0,0,8.1,11.0,1,4,4.1,10.37,11758,11758,11758,0,3,2,1,23,13,,5,3,97,2,2,3,3,1,1,1.0,2.0,9,2
5992,5992,30284290102,3028429,1,2,1,1,0,5,3,17,0,5,18,1.0,9.0,1,31,32.15,48.59,11561,11746,6371,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,3,6.0,6.0,1,1
5993,5993,30284290103,3028429,1,3,0,1,0,5,17,18,5,5,0,1.0,9.0,1,38,5.75,15.19,11746,11743,6371,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,3,3.0,4.0,1,1
5994,5994,30284290104,3028429,1,4,0,1,0,5,18,23,5,9,0,1.0,9.0,1,33,28.46,48.77,11743,0,6371,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,3,6.0,6.0,1,1
5995,5995,30284290105,3028429,1,5,0,1,1,5,23,3,9,0,0,1.0,9.0,1,6,6.54,14.58,0,11561,6371,0,3,2,1,19,11,,1,1,1,2,2,4,4,1,1,2.0,3.0,1,1
6230,6230,30318800102,3031880,1,2,1,1,0,1,3,9,0,1,0,1.0,9.0,1,40,26.31,40.82,11950,11788,11950,0,3,2,1,19,11,,1,1,1,1,1,1,1,1,3,6.0,6.0,2,1
6231,6231,30318800103,3031880,1,3,0,1,1,1,9,3,1,0,0,1.0,9.0,1,35,25.85,39.46,11788,11950,11950,0,3,2,1,19,11,,1,1,1,1,1,2,2,1,3,6.0,6.0,2,1
6255,6255,30323550102,3032355,1,2,1,2,0,1,3,9,0,1,0,1.0,9.0,1,24,9.03,23.32,11542,11050,11542,0,3,2,1,19,11,,1,1,1,1,1,1,1,1,3,3.0,4.0,4,2
6256,6256,30323550103,3032355,1,3,0,2,1,1,9,3,1,0,0,1.0,9.0,1,30,9.07,23.12,11050,11542,11542,0,3,2,1,19,11,,1,1,1,1,1,3,3,1,3,3.0,4.0,4,2
6257,6257,30323550202,3032355,2,2,1,2,0,6,3,20,0,6,0,7.0,1.0,2,120,26.96,58.47,11542,10017,11542,1,3,2,1,6,3,4.0,2,2,2,2,2,1,1,2,5,6.0,6.0,4,2
6258,6258,30323550207,3032355,2,7,0,2,1,6,20,3,6,0,0,7.0,1.0,1,110,27.5,57.16,10017,11542,11542,0,3,1,1,6,3,4.0,2,2,2,2,2,3,3,1,5,6.0,6.0,4,2
6285,6285,30327940102,3032794,1,2,1,4,0,4,3,5,0,4,0,2.1,9.0,2,1,0.73,0.0,11772,11772,11772,0,3,2,1,19,11,,1,1,1,2,2,1,1,2,1,1.0,1.0,4,3
6286,6286,30327940103,3032794,1,3,0,4,1,4,5,3,4,0,0,1.0,9.0,1,1,0.73,0.0,11772,11772,11772,0,3,2,1,19,11,,1,1,1,2,2,1,1,1,1,1.0,1.0,4,3
6287,6287,30327940104,3032794,1,4,1,4,0,5,3,16,0,5,0,1.0,9.0,1,12,1.93,5.04,11772,11763,11772,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,2,2.0,3.0,4,3
6288,6288,30327940106,3032794,1,6,0,4,1,5,16,3,5,0,0,1.0,9.0,1,6,1.93,5.03,11763,11772,11772,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,2.0,3.0,4,3
6289,6289,30327940107,3032794,1,7,1,4,0,4,3,6,0,4,0,1.0,9.0,1,1,0.73,0.0,11772,11772,11772,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,1.0,1.0,4,3
6290,6290,30327940108,3032794,1,8,0,4,1,4,6,3,4,0,0,2.1,9.0,2,2,0.73,0.0,11772,11772,11772,0,3,2,1,19,11,,1,1,1,2,2,2,2,2,1,1.0,1.0,4,3
6291,6291,30327940109,3032794,1,9,1,4,0,6,3,22,0,6,0,1.0,9.0,1,8,3.41,8.18,11772,11772,11772,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,1,2.0,3.0,4,3
6292,6292,30327940110,3032794,1,10,0,4,1,6,22,3,6,0,0,1.0,9.0,1,6,3.41,8.13,11772,11772,11772,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,1,2.0,3.0,4,3
6293,6293,30327940111,3032794,1,11,1,4,0,9,3,25,0,9,0,2.1,9.0,2,2,0.73,0.0,11772,11742,11772,0,3,2,1,19,11,,1,1,1,2,2,3,3,2,1,1.0,2.0,4,3
6294,6294,30327940112,3032794,1,12,0,4,1,9,25,3,9,0,0,2.1,9.0,2,3,0.73,0.0,11742,11772,11772,0,3,2,1,19,11,,1,1,1,2,2,4,4,2,1,1.0,2.0,4,3
6295,6295,30327940202,3032794,2,2,1,4,0,3,3,12,0,3,0,2.2,9.0,2,1,0.73,0.0,11772,11772,11772,0,3,2,1,17,10,,1,1,1,2,2,1,1,2,1,1.0,1.0,4,3
6296,6296,30327940203,3032794,2,3,0,4,1,3,12,3,3,0,0,2.2,9.0,2,1,0.73,0.0,11772,11772,11772,0,3,2,1,17,10,,1,1,1,2,2,2,2,2,1,1.0,1.0,4,3
6297,6297,30327940204,3032794,2,4,1,4,0,9,3,25,0,9,0,2.2,9.0,2,4,0.73,0.0,11772,11742,11772,0,3,2,1,17,10,,1,1,1,2,2,3,3,2,1,1.0,2.0,4,3
6298,6298,30327940205,3032794,2,5,0,4,1,9,25,3,9,0,0,2.2,9.0,2,3,0.73,0.0,11742,11772,11772,0,3,2,1,17,10,,1,1,1,2,2,4,4,2,1,1.0,2.0,4,3
6299,6299,30327940302,3032794,3,2,1,4,0,2,3,12,0,2,0,1.0,9.0,1,52,35.75,56.86,11772,11550,11772,0,3,2,1,19,11,,1,1,1,2,2,1,1,1,4,6.0,6.0,4,3
6300,6300,30327940303,3032794,3,3,0,4,1,2,12,3,2,0,0,1.0,9.0,1,67,36.49,55.83,11550,11772,11772,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,4,6.0,6.0,4,3
6301,6301,30327940304,3032794,3,4,1,4,0,9,3,21,0,7,0,1.0,9.0,1,3,0.73,0.0,11772,11772,11772,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,1,1.0,1.0,4,3
6302,6302,30327940305,3032794,3,5,0,4,0,9,21,11,7,9,0,1.0,9.0,1,6,3.41,8.18,11772,11772,11772,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,1,2.0,3.0,4,3
6303,6303,30327940306,3032794,3,6,0,4,0,9,11,27,9,8,0,1.0,9.0,1,4,1.59,3.95,11772,11772,11772,0,3,2,1,19,11,,1,1,1,2,2,5,4,1,1,1.0,2.0,4,3
6304,6304,30327940402,3032794,4,2,1,4,0,1,3,21,0,7,0,1.0,9.0,1,18,0.0,0.0,11772,11727,11772,0,3,2,1,19,11,,1,1,1,1,2,1,1,1,2,4.0,5.0,4,3
6305,6305,30327940403,3032794,4,3,0,4,0,1,21,9,7,1,10,1.0,9.0,1,5,0.0,0.0,11727,11776,11772,0,3,2,1,19,11,,1,1,1,1,1,1,1,1,1,2.0,3.0,4,3
6306,6306,30327940404,3032794,4,4,0,4,1,1,9,3,1,0,0,1.0,9.0,1,21,9.64,20.08,11776,11772,11772,0,3,2,1,19,11,,1,1,1,1,1,3,3,1,3,4.0,5.0,4,3
6470,6470,30347520102,3034752,1,2,1,2,0,1,3,9,0,1,0,1.0,9.0,1,40,2.16,0.0,11978,11978,11978,0,3,2,1,19,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,2,2
6471,6471,30347520104,3034752,1,4,0,2,1,1,9,3,1,0,0,1.0,9.0,1,5,2.16,0.0,11978,11978,11978,0,3,2,1,19,11,,1,1,1,1,1,2,2,1,1,2.0,3.0,2,2
6472,6472,30347520105,3034752,1,5,1,2,0,1,3,9,0,1,0,1.0,9.0,1,5,2.16,0.0,11978,11978,11978,0,3,2,1,19,11,,1,1,1,1,1,2,2,1,1,2.0,3.0,2,2
6473,6473,30347520106,3034752,1,6,0,2,1,1,9,3,1,0,0,1.0,9.0,1,5,2.16,0.0,11978,11978,11978,0,3,2,1,19,11,,1,1,1,1,1,2,2,1,1,2.0,3.0,2,2
6474,6474,30347520202,3034752,2,2,1,2,0,5,3,16,0,5,0,1.0,9.0,1,5,2.16,0.0,11978,11978,11978,0,3,2,1,19,11,,1,1,1,2,2,1,1,1,1,1.0,2.0,2,2
6475,6475,30347520203,3034752,2,3,0,2,1,5,16,3,5,0,0,1.0,9.0,1,5,2.16,0.0,11978,11978,11978,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,1.0,2.0,2,2
6476,6476,30347520204,3034752,2,4,1,2,0,1,3,9,0,1,0,1.0,9.0,1,15,14.84,27.76,11978,11901,11978,0,3,2,1,19,11,,1,1,1,1,1,3,3,1,2,4.0,5.0,2,2
6477,6477,30347520205,3034752,2,5,0,2,1,1,9,3,1,0,0,1.0,9.0,1,15,14.31,26.67,11901,11978,11978,0,3,2,1,19,11,,1,1,1,1,1,4,4,1,2,4.0,5.0,2,2
6548,6548,30355950102,3035595,1,2,1,1,0,1,3,9,0,1,10,1.0,9.0,1,60,40.88,57.91,11772,11042,11772,1,3,2,1,19,11,,1,1,1,1,1,1,1,1,4,6.0,6.0,2,1
6549,6549,30355950103,3035595,1,3,0,1,1,1,9,3,1,0,0,1.0,9.0,1,81,40.68,56.7,11042,11772,11772,0,3,1,1,19,11,,1,1,1,1,1,3,3,1,4,6.0,6.0,2,1
6679,6679,30369090102,3036909,1,2,1,2,0,1,3,9,0,1,0,1.0,9.0,1,18,8.71,14.67,11735,11756,11735,0,3,2,1,19,11,,1,1,1,1,1,2,2,1,2,4.0,5.0,4,2
6680,6680,30369090103,3036909,1,3,0,2,0,1,9,19,1,6,0,1.0,9.0,1,17,6.61,13.16,11756,11735,11735,0,3,2,1,19,11,,1,1,1,1,1,3,3,1,2,3.0,4.0,4,2
6681,6681,30369090104,3036909,1,4,0,2,0,1,19,8,6,6,0,1.0,9.0,1,3,0.0,0.0,11735,11735,11735,0,3,2,1,19,11,,1,1,1,1,2,3,3,1,1,1.0,2.0,4,2
6682,6682,30369090105,3036909,1,5,0,2,1,1,8,3,6,0,0,1.0,9.0,1,40,0.0,0.0,11735,11735,11735,0,3,2,1,19,11,,1,1,1,1,2,3,3,1,3,2.0,3.0,4,2
6683,6683,30369090107,3036909,1,7,1,2,0,7,3,21,0,7,0,2.2,9.0,2,6,2.16,6.16,11735,11735,11735,0,3,2,1,17,10,,1,1,1,2,2,3,3,2,1,1.0,2.0,4,2
6684,6684,30369090108,3036909,1,8,0,2,0,7,21,18,7,5,0,2.2,9.0,2,1,0.36,0.0,11735,11735,11735,0,3,2,1,17,10,,1,1,1,2,2,4,4,2,1,1.0,1.0,4,2
6685,6685,30369090109,3036909,1,9,0,2,0,7,18,17,5,5,0,2.2,9.0,2,4,0.0,0.0,11735,11735,11735,0,3,2,1,17,10,,1,1,1,2,2,4,4,2,1,2.0,3.0,4,2
6686,6686,30369090110,3036909,1,10,0,2,1,7,17,3,5,0,0,2.2,9.0,2,11,0.0,0.0,11735,11735,11735,0,3,2,1,17,10,,1,1,1,2,2,4,4,2,2,2.0,3.0,4,2
6687,6687,30369090202,3036909,2,2,1,2,0,1,3,16,0,5,0,1.0,9.0,1,6,2.16,6.16,11735,11735,11735,0,3,2,1,19,11,,1,1,1,1,2,1,1,1,1,1.0,2.0,4,2
6688,6688,30369090203,3036909,2,3,0,2,0,1,16,21,5,7,0,1.0,9.0,1,2,0.36,0.0,11735,11735,11735,0,3,2,1,19,11,,1,1,1,1,2,1,1,1,1,1.0,1.0,4,2
6689,6689,30369090204,3036909,2,4,0,2,0,1,21,9,7,1,0,1.0,9.0,1,20,15.02,23.04,11735,11788,11735,0,3,2,1,19,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,4,2
6690,6690,30369090205,3036909,2,5,0,2,0,1,9,21,1,7,0,1.0,9.0,1,6,3.0,8.08,11788,11788,11735,0,3,2,1,19,11,,1,1,1,1,1,2,2,1,1,2.0,3.0,4,2
6691,6691,30369090206,3036909,2,6,0,2,0,1,21,9,7,1,0,1.0,9.0,1,9,3.02,7.89,11788,11788,11735,0,3,2,1,19,11,,1,1,1,1,1,2,2,1,1,2.0,3.0,4,2
6692,6692,30369090207,3036909,2,7,0,2,0,1,9,19,1,6,0,1.0,9.0,1,22,15.61,23.95,11788,11735,11735,0,3,2,1,19,11,,1,1,1,1,1,3,3,1,3,5.0,6.0,4,2
6693,6693,30369090208,3036909,2,8,0,2,0,1,19,17,6,5,0,1.0,9.0,1,1,0.36,0.0,11735,11735,11735,0,3,2,1,19,11,,1,1,1,1,2,3,3,1,1,1.0,1.0,4,2
6694,6694,30369090209,3036909,2,9,0,2,0,1,17,18,5,5,0,1.0,9.0,1,2,0.36,0.0,11735,11735,11735,0,3,2,1,19,11,,1,1,1,1,2,3,3,1,1,1.0,1.0,4,2
6695,6695,30369090210,3036909,2,10,0,2,1,1,18,3,5,0,0,1.0,9.0,1,10,2.16,6.04,11735,11735,11735,0,3,2,1,19,11,,1,1,1,1,2,3,3,1,2,1.0,2.0,4,2
6696,6696,30369090211,3036909,2,11,1,2,0,7,3,21,0,7,0,2.1,9.0,2,6,2.16,6.16,11735,11735,11735,0,3,2,1,19,11,,1,1,1,2,2,3,3,2,1,1.0,2.0,4,2
6697,6697,30369090212,3036909,2,12,0,2,0,7,21,20,7,6,0,2.1,9.0,2,1,0.36,0.0,11735,11735,11735,0,3,2,1,19,11,,1,1,1,2,2,4,4,2,1,1.0,1.0,4,2
6698,6698,30369090213,3036909,2,13,0,2,0,7,20,17,6,5,0,2.1,9.0,2,4,0.0,0.0,11735,11735,11735,0,3,2,1,19,11,,1,1,1,2,2,4,4,2,1,2.0,3.0,4,2
6699,6699,30369090214,3036909,2,14,0,2,1,7,17,3,5,0,0,2.1,9.0,2,11,0.0,0.0,11735,11735,11735,0,3,2,1,19,11,,1,1,1,2,2,4,4,2,2,2.0,3.0,4,2
6853,6853,30381610102,3038161,1,2,1,4,0,1,3,9,0,1,0,1.0,9.0,1,4,2.08,4.93,11793,11783,11793,0,3,2,1,19,11,,1,1,1,1,1,1,1,1,1,1.0,2.0,4,2
6854,6854,30381610103,3038161,1,3,0,4,1,1,9,3,1,0,0,1.0,9.0,1,3,2.37,5.8,11783,11793,11793,0,3,2,1,19,11,,1,1,1,1,1,3,3,1,1,1.0,2.0,4,2
6855,6855,30381610104,3038161,1,4,1,4,0,7,3,21,0,7,0,1.0,9.0,1,5,2.08,4.93,11793,11783,11793,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,1,1.0,2.0,4,2
6856,6856,30381610105,3038161,1,5,0,4,1,7,21,3,7,0,0,1.0,9.0,1,4,2.37,5.8,11783,11793,11793,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,1,1.0,2.0,4,2
6857,6857,30381610106,3038161,1,6,1,4,0,4,3,5,0,4,0,2.1,9.0,2,4,0.5,0.0,11793,11793,11793,0,3,2,1,19,11,,1,1,1,2,2,3,3,2,1,1.0,1.0,4,2
6858,6858,30381610107,3038161,1,7,0,4,1,4,5,3,4,0,0,1.0,9.0,1,8,0.5,0.0,11793,11793,11793,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,1,1.0,1.0,4,2
6859,6859,30381610108,3038161,1,8,1,4,0,4,3,6,0,4,0,1.0,9.0,1,6,0.5,0.0,11793,11793,11793,0,3,2,1,19,11,,1,1,1,2,2,4,4,1,1,1.0,1.0,4,2
6860,6860,30381610109,3038161,1,9,0,4,1,4,6,3,4,0,0,2.1,9.0,2,4,0.5,0.0,11793,11793,11793,0,3,2,1,19,11,,1,1,1,2,2,4,4,2,1,1.0,1.0,4,2
6861,6861,30381610110,3038161,1,10,1,4,0,4,3,6,0,4,0,2.1,9.0,2,4,0.5,0.0,11793,11793,11793,0,3,2,1,19,11,,1,1,1,2,2,4,4,2,1,1.0,1.0,4,2
6862,6862,30381610111,3038161,1,11,0,4,1,4,6,3,4,0,0,2.1,9.0,4,2,0.5,0.0,11793,11793,11793,0,3,2,1,19,11,,1,1,1,2,2,4,4,4,1,1.0,1.0,4,2
6863,6863,30381610202,3038161,2,2,1,4,1,0,3,3,0,0,96,8.1,11.0,1,35,0.5,0.0,11793,11793,11793,0,3,2,1,23,13,,5,3,97,2,2,1,1,1,3,1.0,1.0,4,2
6864,6864,30381610203,3038161,2,3,1,4,0,6,3,19,0,6,0,1.0,9.0,1,5,2.08,4.93,11793,11783,11793,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,1.0,1.0,4,2
6865,6865,30381610204,3038161,2,4,0,4,1,6,19,3,6,0,0,1.0,9.0,1,4,2.37,5.8,11783,11793,11793,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,1.0,1.0,4,2
6866,6866,30381610205,3038161,2,5,1,4,0,8,3,20,0,6,0,1.0,9.0,1,13,5.49,13.78,11793,11520,11793,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,2,4.0,5.0,4,2
6867,6867,30381610206,3038161,2,6,0,4,0,8,20,20,6,6,0,1.0,9.0,1,4,2.02,6.7,11520,11510,11793,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,2.0,3.0,4,2
6868,6868,30381610207,3038161,2,7,0,4,0,8,20,27,6,8,0,1.0,9.0,1,7,3.19,9.22,11510,11570,11793,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,2.0,3.0,4,2
6869,6869,30381610208,3038161,2,8,0,4,1,8,27,3,8,0,0,1.0,9.0,1,20,7.93,20.05,11570,11793,11793,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,3,4.0,5.0,4,2
6870,6870,30381610302,3038161,3,2,1,4,0,3,3,12,0,3,0,9.0,7.0,1,25,1.43,3.7,11793,11793,11793,0,3,2,1,1,1,,3,2,2,2,2,1,1,1,3,2.0,3.0,4,2
6871,6871,30381610304,3038161,3,4,0,4,1,3,12,3,3,0,0,9.0,7.0,1,28,1.43,3.74,11793,11793,11793,0,3,2,1,1,1,,3,2,2,2,2,2,2,1,3,2.0,3.0,4,2
6872,6872,30381610402,3038161,4,2,1,4,0,3,3,12,0,3,0,9.0,7.0,1,35,0.5,0.0,11793,11793,11793,0,3,2,1,1,1,,3,2,2,2,2,1,1,1,3,1.0,2.0,4,2
6873,6873,30381610404,3038161,4,4,0,4,1,3,12,3,3,0,0,9.0,7.0,1,22,0.5,0.0,11793,11793,11793,0,3,2,1,1,1,,3,2,2,2,2,2,2,1,3,1.0,2.0,4,2
6874,6874,30381610406,3038161,4,6,1,4,0,9,3,13,0,9,0,2.2,9.0,2,3,0.5,0.0,11793,11793,11793,0,3,2,1,17,10,,1,1,1,2,2,3,3,2,1,1.0,1.0,4,2
6875,6875,30381610407,3038161,4,7,0,4,1,9,13,3,9,0,0,2.2,9.0,2,5,0.5,0.0,11793,11793,11793,0,3,2,1,17,10,,1,1,1,2,2,4,4,2,1,1.0,1.0,4,2
6876,6876,30381610408,3038161,4,8,1,4,0,4,3,6,0,4,0,2.2,9.0,2,2,0.5,0.0,11793,11793,11793,0,3,2,1,17,10,,1,1,1,2,2,4,4,2,1,1.0,1.0,4,2
6877,6877,30381610409,3038161,4,9,0,4,1,4,6,3,4,0,0,2.2,9.0,4,2,0.5,0.0,11793,11793,11793,0,3,2,1,17,10,,1,1,1,2,2,4,4,4,1,1.0,1.0,4,2
6881,6881,30382910102,3038291,1,2,1,2,0,7,3,27,0,8,0,1.0,9.0,1,25,12.31,22.51,11757,11710,11757,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,3,4.0,5.0,2,2
6882,6882,30382910103,3038291,1,3,0,2,0,7,27,27,8,8,6,1.0,9.0,1,40,12.58,24.38,11710,11747,11757,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,3,4.0,5.0,2,2
6883,6883,30382910104,3038291,1,4,0,2,0,7,27,21,8,7,0,2.1,9.0,4,33,18.24,27.91,11747,11751,11757,0,3,2,1,19,11,,1,1,1,2,2,3,3,4,3,5.0,6.0,2,2
6884,6884,30382910105,3038291,1,5,0,2,0,7,21,5,7,4,0,2.1,9.0,4,25,15.95,29.27,11751,11747,11757,0,3,2,1,19,11,,1,1,1,2,2,4,4,4,3,5.0,6.0,2,2
6885,6885,30382910106,3038291,1,6,0,2,0,7,5,27,4,8,0,2.1,9.0,2,34,12.44,24.68,11747,11710,11757,0,3,2,1,19,11,,1,1,1,2,2,4,4,2,3,4.0,5.0,2,2
6886,6886,30382910107,3038291,1,7,0,2,0,7,27,16,8,5,0,1.0,9.0,1,25,11.87,20.43,11710,11757,11757,0,3,2,1,19,11,,1,1,1,2,2,5,4,1,3,4.0,5.0,2,2
6887,6887,30382910108,3038291,1,8,0,2,1,7,16,3,5,0,0,1.0,9.0,1,1,0.71,0.0,11757,11757,11757,0,3,2,1,19,11,,1,1,1,2,2,5,4,1,1,1.0,1.0,2,2
6888,6888,30382910202,3038291,2,2,1,2,0,1,3,6,0,4,0,1.0,9.0,1,15,2.47,7.1,11757,11757,11757,0,3,2,1,19,11,,1,1,1,1,2,1,1,1,2,2.0,3.0,2,2
6889,6889,30382910203,3038291,2,3,0,2,0,1,6,9,4,1,0,2.1,9.0,2,9,0.0,0.0,11757,11735,11757,0,3,2,1,19,11,,1,1,1,1,1,1,1,2,1,2.0,3.0,2,2
6890,6890,30382910204,3038291,2,4,0,2,0,1,9,19,1,6,0,2.1,9.0,2,3,0.0,0.0,11735,11735,11757,0,3,2,1,19,11,,1,1,1,1,1,2,2,2,1,1.0,1.0,2,2
6891,6891,30382910205,3038291,2,5,0,2,0,1,19,9,6,1,0,2.1,9.0,2,5,0.0,0.0,11735,11735,11757,0,3,2,1,19,11,,1,1,1,1,1,2,2,2,1,1.0,1.0,2,2
6892,6892,30382910206,3038291,2,6,0,2,0,1,9,5,1,4,0,2.1,9.0,2,15,0.0,0.0,11735,11757,11757,0,3,2,1,19,11,,1,1,1,1,1,3,3,2,2,2.0,3.0,2,2
6893,6893,30382910207,3038291,2,7,0,2,1,1,5,3,4,0,0,1.0,9.0,1,9,2.54,7.16,11757,11757,11757,0,3,2,1,19,11,,1,1,1,1,2,3,3,1,1,2.0,3.0,2,2
6894,6894,30382910208,3038291,2,8,1,2,0,5,3,17,0,5,0,2.1,9.0,2,28,9.59,16.56,11757,11706,11757,0,3,2,1,19,11,,1,1,1,2,2,3,3,2,3,4.0,5.0,2,2
6895,6895,30382910210,3038291,2,10,0,2,1,5,17,3,5,0,0,2.1,9.0,2,30,9.56,16.36,11706,11757,11757,0,3,2,1,19,11,,1,1,1,2,2,3,3,2,3,5.0,6.0,2,2
7229,7229,31009200102,3100920,1,2,0,2,1,0,9,3,1,0,0,1.0,9.0,1,15,3.47,8.35,11772,11719,11719,0,3,2,1,19,11,,1,1,1,2,1,5,4,1,2,3.0,4.0,4,2
7230,7230,31009200202,3100920,2,2,1,2,0,1,3,9,0,1,0,1.0,9.0,1,15,3.47,8.33,11719,11772,11719,0,3,2,1,19,11,,1,1,1,1,1,1,1,1,2,3.0,4.0,4,2
7231,7231,31009200203,3100920,2,3,0,2,1,1,9,3,1,0,0,1.0,9.0,1,15,3.47,8.35,11772,11719,11719,0,3,2,1,19,11,,1,1,1,1,1,3,3,1,2,3.0,4.0,4,2
7268,7268,31010940102,3101094,1,2,1,4,0,1,3,9,0,1,0,1.0,9.0,1,15,4.2,11.88,11581,11096,11581,0,3,2,1,19,11,,1,1,1,1,1,1,1,1,2,3.0,4.0,2,3
7269,7269,31010940103,3101094,1,3,0,4,1,1,9,3,1,0,0,1.0,9.0,1,16,4.34,12.1,11096,11581,11581,0,3,2,1,19,11,,1,1,1,1,1,2,2,1,2,3.0,4.0,2,3
7270,7270,31010940402,3101094,4,2,1,4,0,1,3,9,0,1,0,1.0,9.0,1,17,4.47,11.41,11581,11570,11581,0,3,2,1,19,11,,1,1,1,1,1,1,1,1,2,3.0,4.0,2,3
7271,7271,31010940403,3101094,4,3,0,4,1,1,9,3,1,0,0,1.0,9.0,1,15,4.47,11.63,11570,11581,11581,0,3,2,1,19,11,,1,1,1,1,1,1,1,1,2,3.0,4.0,2,3
7272,7272,31010940404,3101094,4,4,1,4,0,1,3,9,0,1,0,1.0,9.0,1,15,4.47,11.41,11581,11570,11581,0,3,2,1,19,11,,1,1,1,1,1,2,2,1,2,3.0,4.0,2,3
7273,7273,31010940405,3101094,4,5,0,4,1,1,9,3,1,0,0,1.0,9.0,1,18,4.47,11.63,11570,11581,11581,0,3,2,1,19,11,,1,1,1,1,1,3,3,1,2,3.0,4.0,2,3
7389,7389,31016040202,3101604,2,2,1,2,0,5,3,17,0,5,0,1.0,9.0,1,21,7.95,14.01,11772,11967,11772,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,3,4.0,5.0,4,2
7390,7390,31016040203,3101604,2,3,0,2,1,5,17,3,5,0,0,1.0,9.0,1,23,7.33,14.63,11967,11772,11772,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,3,4.0,5.0,4,2
7416,7416,31016190102,3101619,1,2,1,2,0,5,3,16,0,5,0,1.0,9.0,1,10,3.18,9.03,11746,11747,11746,0,3,2,1,19,11,,1,1,1,2,2,1,1,1,2,2.0,3.0,2,2
