,Unnamed: 0,PLSAM,SAMPN,PERNO,PLANO,ORIG_HOME,HHSIZE,DEST_HOME,TOUR_PURP,OTPURP,DTPURP,OTPURP_AGG,DTPURP_AGG,DTPURP2,LTMODE_AGG,MODE_SAMP,TOTTR,TRPDUR,TRPDIST_HN,TRPDUR_HN,OZIP,DZIP,HZIP,DNYC,GEO_GROUP1,GEO_GROUP2_O,GEO_GROUP3_O,PMODE,PMODE1,PAMODE,PMODE_R,PMODE_R2,PMODE_R3,WORK_PURP,WORKTRIP,TOD_R,TOD_R1,TOTTR_R,TRPDUR_R,TRIPDIST_R1,TRIPDIST_R2,INCOM_R,HHVEH_R
41,41,30002500102,3000250,1,2,1,1,0,5,3,16,0,5,17,1.0,9.0,1,3,0.46,0.0,11561,11561,11561,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,1.0,1.0,2,1
42,42,30002500103,3000250,1,3,0,1,1,5,16,3,5,0,0,1.0,9.0,1,2,0.46,0.0,11561,11561,11561,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,1.0,1.0,2,1
43,43,30002500104,3000250,1,4,1,1,0,9,3,27,0,8,0,1.0,9.0,1,5,1.2,5.54,11561,11561,11561,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,1.0,2.0,2,1
44,44,30002500105,3000250,1,5,0,1,0,9,27,26,8,9,0,8.1,11.0,3,5,0.32,0.0,11561,11561,11561,0,3,2,1,23,13,,5,3,97,2,2,3,3,3,1,1.0,1.0,2,1
45,45,30002500106,3000250,1,6,0,1,0,9,26,27,9,8,0,8.1,11.0,1,5,0.32,0.0,11561,11561,11561,0,3,2,1,23,13,,5,3,97,2,2,4,4,1,1,1.0,1.0,2,1
46,46,30002500107,3000250,1,7,0,1,1,9,27,3,8,0,0,1.0,9.0,1,5,1.2,5.54,11561,11561,11561,0,3,2,1,19,11,,1,1,1,2,2,4,4,1,1,1.0,2.0,2,1
47,47,30002750102,3000275,1,2,1,2,0,5,3,17,0,5,0,2.2,9.0,2,15,1.96,7.68,11580,11581,11580,0,3,2,1,17,10,,1,1,1,2,2,2,2,2,2,2.0,3.0,2,1
48,48,30002750103,3000275,1,3,0,2,1,5,17,3,5,0,0,2.2,9.0,2,15,1.96,7.66,11581,11580,11580,0,3,2,1,17,10,,1,1,1,2,2,2,2,2,2,2.0,3.0,2,1
49,49,30002750202,3000275,2,2,1,2,0,5,3,17,0,5,0,2.1,9.0,2,15,1.96,7.68,11580,11581,11580,0,3,2,1,19,11,,1,1,1,2,2,2,2,2,2,2.0,3.0,2,1
50,50,30002750203,3000275,2,3,0,2,1,5,17,3,5,0,0,2.1,9.0,2,15,1.96,7.66,11581,11580,11580,0,3,2,1,19,11,,1,1,1,2,2,2,2,2,2,2.0,3.0,2,1
67,67,30004510102,3000451,1,2,1,4,0,6,3,5,0,4,0,2.1,9.0,3,5,0.76,0.0,11782,11705,11782,0,3,2,1,19,11,,1,1,1,2,2,1,1,3,1,2.0,3.0,2,1
68,68,30004510103,3000451,1,3,0,4,0,6,5,20,4,6,0,1.0,9.0,1,10,1.86,4.82,11705,11782,11782,0,3,2,1,19,11,,1,1,1,2,2,1,1,1,2,2.0,3.0,2,1
69,69,30004510104,3000451,1,4,0,4,0,6,20,19,6,6,0,1.0,9.0,1,33,14.97,28.43,11782,11733,11782,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,3,4.0,5.0,2,1
70,70,30004510105,3000451,1,5,0,4,0,6,19,19,6,6,0,1.0,9.0,1,27,3.81,11.31,11733,11776,11782,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,3,2.0,3.0,2,1
71,71,30004510106,3000451,1,6,0,4,1,6,19,3,6,0,0,1.0,9.0,1,33,12.67,23.19,11776,11782,11782,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,3,5.0,6.0,2,1
72,72,30004510107,3000451,1,7,1,4,0,5,3,18,0,5,0,1.0,9.0,1,18,4.38,9.46,11782,11772,11782,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,2,3.0,4.0,2,1
73,73,30004510108,3000451,1,8,0,4,0,5,18,6,5,4,0,2.1,9.0,3,6,4.49,9.44,11772,11705,11782,0,3,2,1,19,11,,1,1,1,2,2,2,2,3,1,2.0,3.0,2,1
74,74,30004510109,3000451,1,9,0,4,0,5,6,18,4,5,0,2.1,9.0,3,11,4.38,9.46,11705,11772,11782,0,3,2,1,19,11,,1,1,1,2,2,2,2,3,2,2.0,3.0,2,1
75,75,30004510110,3000451,1,10,0,4,1,5,18,6,5,4,0,2.1,9.0,3,12,4.49,9.44,11772,11782,11782,0,3,2,1,19,11,,1,1,1,2,2,3,3,3,2,3.0,4.0,2,1
76,76,30004510111,3000451,1,11,1,4,0,4,6,97,4,13,0,2.1,9.0,3,1,2.53,6.23,11782,11782,11782,0,3,2,1,19,11,,1,1,1,2,2,3,3,3,1,1.0,1.0,2,1
77,77,30004510112,3000451,1,12,0,4,0,4,97,19,13,6,0,2.1,9.0,3,7,0.58,0.0,11782,11782,11782,0,3,2,1,19,11,,1,1,1,2,2,3,3,3,1,1.0,1.0,2,1
78,78,30004510113,3000451,1,13,0,4,0,4,19,16,6,5,0,2.1,9.0,3,1,0.58,0.0,11782,11782,11782,0,3,2,1,19,11,,1,1,1,2,2,3,3,3,1,1.0,1.0,2,1
79,79,30004510114,3000451,1,14,0,4,1,4,16,6,5,4,0,2.1,9.0,3,2,2.51,6.15,11782,11782,11782,0,3,2,1,19,11,,1,1,1,2,2,3,3,3,1,1.0,1.0,2,1
80,80,30004510115,3000451,1,15,1,4,0,9,6,24,4,9,0,2.1,9.0,3,4,2.53,6.23,11782,11782,11782,0,3,2,1,19,11,,1,1,1,2,2,3,3,3,1,1.0,2.0,2,1
81,81,30004510116,3000451,1,16,0,4,1,9,24,5,9,4,0,2.1,9.0,2,1,2.51,6.15,11782,11782,11782,0,3,2,1,19,11,,1,1,1,2,2,3,3,2,1,1.0,2.0,2,1
82,82,30004510117,3000451,1,17,1,4,0,9,5,23,4,9,0,1.0,9.0,1,8,3.58,8.77,11782,11796,11782,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,1,2.0,3.0,2,1
83,83,30004510118,3000451,1,18,0,4,1,9,23,3,9,0,0,1.0,9.0,1,5,3.56,8.69,11796,11782,11782,0,3,2,1,19,11,,1,1,1,2,2,4,4,1,1,2.0,3.0,2,1
84,84,30004510202,3000451,2,2,1,4,0,3,4,12,10,3,0,9.0,7.0,1,25,1.86,4.82,11782,11782,11782,0,3,2,1,1,1,,3,2,2,2,2,1,1,1,3,2.0,3.0,2,1
85,85,30004510204,3000451,2,4,0,4,1,3,12,3,3,0,0,9.0,7.0,1,25,1.86,4.79,11782,11782,11782,0,3,2,1,1,1,,3,2,2,2,2,2,2,1,3,2.0,3.0,2,1
86,86,30004510205,3000451,2,5,1,4,0,0,3,3,0,0,24,2.2,9.0,2,4,2.53,6.23,11782,11782,11782,0,3,2,1,17,10,,1,1,1,2,2,3,3,2,1,1.0,2.0,2,1
87,87,30004510206,3000451,2,6,0,4,1,0,3,3,0,0,0,2.2,9.0,2,1,2.51,6.15,11782,11782,11782,0,3,2,1,17,10,,1,1,1,2,2,3,3,2,1,1.0,2.0,2,1
88,88,30004510302,3000451,3,2,1,4,0,3,3,12,0,3,0,9.0,7.0,2,20,1.86,4.82,11782,11782,11782,0,3,2,1,1,1,,3,2,2,2,2,1,1,2,3,2.0,3.0,2,1
89,89,30004510304,3000451,3,4,0,4,1,3,12,3,3,0,0,9.0,7.0,2,15,1.86,4.79,11782,11782,11782,0,3,2,1,1,1,,3,2,2,2,2,2,2,2,2,2.0,3.0,2,1
90,90,30004510402,3000451,4,2,1,4,0,3,3,12,0,3,0,9.0,7.0,2,23,1.86,4.82,11782,11782,11782,0,3,2,1,1,1,,3,2,2,2,2,1,1,2,3,2.0,3.0,2,1
91,91,30004510404,3000451,4,4,0,4,1,3,12,3,3,0,0,9.0,7.0,2,15,1.86,4.79,11782,11782,11782,0,3,2,1,1,1,,3,2,2,2,2,2,2,2,2,2.0,3.0,2,1
92,92,30004510405,3000451,4,5,1,4,0,5,3,97,0,13,0,2.2,9.0,3,1,2.53,6.23,11782,11782,11782,0,3,2,1,17,10,,1,1,1,2,2,3,3,3,1,1.0,1.0,2,1
93,93,30004510406,3000451,4,6,0,4,0,5,97,8,13,6,0,2.2,9.0,3,7,0.58,0.0,11782,11782,11782,0,3,2,1,17,10,,1,1,1,2,2,3,3,3,1,1.0,1.0,2,1
94,94,30004510407,3000451,4,7,0,4,0,5,8,16,6,5,0,2.2,9.0,3,1,0.58,0.0,11782,11782,11782,0,3,2,1,17,10,,1,1,1,2,2,3,3,3,1,1.0,1.0,2,1
95,95,30004510408,3000451,4,8,0,4,1,5,16,3,5,0,0,2.2,9.0,3,2,2.51,6.15,11782,11782,11782,0,3,2,1,17,10,,1,1,1,2,2,3,3,3,1,1.0,1.0,2,1
177,177,30007510102,3000751,1,2,1,3,0,4,3,5,0,4,0,2.1,9.0,2,15,5.33,14.05,11706,11706,11706,0,3,2,1,19,11,,1,1,1,2,2,1,1,2,2,1.0,2.0,2,3
178,178,30007510103,3000751,1,3,0,3,1,4,5,3,4,0,2,1.0,9.0,1,5,5.12,13.57,11706,11706,11706,0,3,2,1,19,11,,1,1,1,2,2,1,1,1,1,1.0,2.0,2,3
179,179,30007510104,3000751,1,4,1,3,0,1,3,9,0,1,0,1.0,9.0,1,60,45.19,62.99,11706,0,11706,1,3,2,1,19,11,,1,1,1,1,1,2,2,1,4,6.0,6.0,2,3
180,180,30007510105,3000751,1,5,0,3,1,1,9,2,1,0,3,1.0,9.0,1,50,42.73,64.09,0,11706,11706,0,3,1,1,19,11,,1,1,1,1,1,5,4,1,4,6.0,6.0,2,3
181,181,30007510202,3000751,2,2,1,3,0,1,3,9,0,1,10,1.0,9.0,1,20,16.39,33.88,11706,11746,11706,0,3,2,1,19,11,,1,1,1,1,1,1,1,1,3,4.0,5.0,2,3
182,182,30007510203,3000751,2,3,0,3,1,1,9,3,1,0,0,1.0,9.0,1,20,18.59,33.49,11746,11706,11706,0,3,2,1,19,11,,1,1,1,1,1,3,3,1,3,4.0,5.0,2,3
183,183,30007510302,3000751,3,2,1,3,0,3,3,12,0,3,0,2.2,9.0,2,15,5.33,14.05,11706,11706,11706,0,3,2,1,17,10,,1,1,1,2,2,1,1,2,2,1.0,2.0,2,3
184,184,30007510303,3000751,3,3,0,3,1,3,12,2,3,0,3,9.0,7.0,13,15,5.12,13.57,11706,11706,11706,0,3,2,1,1,1,,3,2,2,2,2,2,2,4,2,1.0,2.0,2,3
241,241,30008150102,3000815,1,2,1,1,0,5,3,17,0,5,0,1.0,9.0,1,8,0.42,0.0,11510,11510,11510,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,1.0,1.0,1,1
242,242,30008150103,3000815,1,3,0,1,1,5,17,3,5,0,0,1.0,9.0,1,10,0.42,0.0,11510,11510,11510,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,2,1.0,1.0,1,1
523,523,30021830102,3002183,1,2,1,2,0,1,1,9,0,1,0,2.1,9.0,2,70,42.97,69.9,11727,11040,11727,0,3,2,1,19,11,,1,1,1,1,1,1,1,2,4,6.0,6.0,4,2
524,524,30021830103,3002183,1,3,0,2,0,1,9,97,1,13,0,1.0,9.0,1,52,9.85,26.43,11040,11375,11727,1,3,2,1,19,11,,1,1,1,1,1,3,3,1,4,4.0,5.0,4,2
525,525,30021830104,3002183,1,4,0,2,1,1,97,1,13,0,0,2.1,9.0,2,74,52.61,80.0,11375,11727,11727,0,3,1,1,19,11,,1,1,1,1,2,3,3,2,4,6.0,6.0,4,2
526,526,30021830202,3002183,2,2,1,2,0,1,1,9,0,1,0,6.2,4.1,2,173,59.8,101.84,11727,10036,11727,1,3,2,1,12,7,,2,2,2,1,1,1,1,2,5,6.0,6.0,4,2
527,527,30021830206,3002183,2,6,0,2,1,1,9,3,1,0,0,6.2,4.1,1,132,60.04,98.65,10036,11727,11727,0,3,1,1,12,7,,2,2,2,1,1,3,3,1,5,6.0,6.0,4,2
622,622,30027890102,3002789,1,2,1,2,0,9,3,24,0,9,0,1.0,9.0,1,10,0.52,0.0,11758,11758,11758,0,3,2,1,19,11,,1,1,1,2,2,1,1,1,2,1.0,2.0,4,2
623,623,30027890103,3002789,1,3,0,2,1,9,24,3,9,0,0,1.0,9.0,1,5,0.52,0.0,11758,11758,11758,0,3,2,1,19,11,,1,1,1,2,2,1,1,1,1,1.0,2.0,4,2
624,624,30027890104,3002789,1,4,1,2,0,9,3,21,0,7,0,1.0,9.0,1,50,0.0,0.0,11758,10019,11758,1,3,2,1,19,11,,1,1,1,2,2,3,3,1,4,6.0,6.0,4,2
625,625,30027890106,3002789,1,6,0,2,0,9,21,26,7,9,0,8.1,11.0,2,10,0.0,0.0,10019,10036,11758,1,3,1,1,23,13,,5,3,97,2,2,3,3,2,2,1.0,1.0,4,2
626,626,30027890107,3002789,1,7,0,2,1,9,26,3,9,0,0,2.2,9.0,2,90,0.0,0.0,10036,11758,11758,0,3,1,1,17,10,,1,1,1,2,2,4,4,2,5,6.0,6.0,4,2
627,627,30027890202,3002789,2,2,1,2,0,1,3,9,0,1,0,7.0,1.0,1,135,0.0,0.0,11758,0,11758,1,3,2,1,6,3,4.0,2,2,2,1,1,1,1,1,5,6.0,6.0,4,2
628,628,30027890206,3002789,2,6,0,2,0,1,9,21,1,7,0,6.0,4.0,1,35,0.0,0.0,0,10019,11758,1,3,1,1,12,7,,2,2,2,1,1,3,3,1,3,3.0,4.0,4,2
629,629,30027890209,3002789,2,9,0,2,0,1,21,26,7,9,0,8.1,11.0,2,10,0.0,0.0,10019,10036,11758,1,3,1,1,23,13,,5,3,97,1,2,3,3,2,2,1.0,1.0,4,2
630,630,30027890210,3002789,2,10,0,2,1,1,26,3,9,0,0,2.1,9.0,2,90,0.0,0.0,10036,11758,11758,0,3,1,1,19,11,,1,1,1,1,2,4,4,2,5,6.0,6.0,4,2
657,657,30030040102,3003004,1,2,1,4,0,1,3,9,0,1,0,2.2,9.0,2,17,2.85,6.93,11795,11702,11795,0,3,2,1,17,10,,1,1,1,1,1,5,4,2,2,2.0,3.0,4,2
658,658,30030040104,3003004,1,4,0,4,0,1,9,21,1,7,0,7.0,1.0,1,56,29.36,55.55,11702,11435,11795,1,3,2,1,6,3,,2,2,2,1,1,2,2,1,4,6.0,6.0,4,2
659,659,30030040106,3003004,1,6,0,4,1,1,21,3,7,0,0,7.2,1.1,1,356,31.62,55.89,11435,11795,11795,0,3,1,1,6,3,4.0,2,2,2,1,2,2,2,1,5,6.0,6.0,4,2
660,660,30030040202,3003004,2,2,1,4,0,4,3,5,0,4,0,2.1,9.0,2,5,2.85,6.93,11795,11702,11795,0,3,2,1,19,11,,1,1,1,2,2,5,4,2,1,2.0,3.0,4,2
661,661,30030040203,3003004,2,3,0,4,1,4,5,3,4,0,0,1.0,9.0,1,5,2.07,4.91,11702,11795,11795,0,3,2,1,19,11,,1,1,1,2,2,1,1,1,1,2.0,3.0,4,2
662,662,30030040204,3003004,2,4,1,4,0,1,3,9,0,1,0,1.0,9.0,1,5,0.96,2.4,11795,11795,11795,0,3,2,1,19,11,,1,1,1,1,1,1,1,1,1,1.0,2.0,4,2
663,663,30030040205,3003004,2,5,0,4,1,1,9,3,1,0,0,1.0,9.0,1,5,0.95,2.36,11795,11795,11795,0,3,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,2.0,4,2
664,664,30030040206,3003004,2,6,1,4,0,1,3,9,0,1,0,1.0,9.0,1,5,0.96,2.4,11795,11795,11795,0,3,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,2.0,4,2
665,665,30030040207,3003004,2,7,0,4,1,1,9,3,1,0,0,1.0,9.0,1,6,0.95,2.36,11795,11795,11795,0,3,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,2.0,4,2
666,666,30030040208,3003004,2,8,1,4,0,6,3,22,0,6,0,1.0,9.0,1,13,6.24,15.42,11795,11706,11795,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,2,2.0,3.0,4,2
667,667,30030040209,3003004,2,9,0,4,1,6,22,3,6,0,0,1.0,9.0,1,12,6.23,15.39,11706,11795,11795,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,2,2.0,3.0,4,2
668,668,30030040210,3003004,2,10,1,4,0,4,3,6,0,4,0,1.0,9.0,1,6,2.85,6.93,11795,11702,11795,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,1,2.0,3.0,4,2
669,669,30030040211,3003004,2,11,0,4,1,4,6,3,4,0,0,2.1,9.0,2,5,2.07,4.91,11702,11795,11795,0,3,2,1,19,11,,1,1,1,2,2,3,3,2,1,2.0,3.0,4,2
670,670,30030040302,3003004,3,2,1,4,0,3,3,12,0,3,0,2.1,9.0,2,8,1.44,3.76,11795,11795,11795,0,3,2,1,19,11,,1,1,1,2,2,1,1,2,1,2.0,3.0,4,2
671,671,30030040303,3003004,3,3,0,4,0,3,12,97,3,13,21,2.2,9.0,3,5,1.44,3.75,11795,11795,11795,0,3,2,1,17,10,,1,1,1,2,2,2,2,3,1,1.0,2.0,4,2
672,672,30030040304,3003004,3,4,0,4,0,3,97,21,13,7,0,2.2,9.0,3,2,0.54,0.0,11795,11795,11795,0,3,2,1,17,10,,1,1,1,2,2,2,2,3,1,1.0,2.0,4,2
673,673,30030040305,3003004,3,5,0,4,0,3,21,12,7,3,0,2.2,9.0,3,7,1.44,3.76,11795,11795,11795,0,3,2,1,17,10,,1,1,1,2,2,2,2,3,1,1.0,2.0,4,2
674,674,30030040306,3003004,3,6,0,4,1,3,12,3,3,0,0,1.0,9.0,1,7,1.44,3.75,11795,11795,11795,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,2.0,3.0,4,2
675,675,30030040307,3003004,3,7,1,4,0,1,3,9,0,1,0,1.0,9.0,1,12,1.44,3.76,11795,11795,11795,0,3,2,1,19,11,,1,1,1,1,1,2,2,1,2,2.0,3.0,4,2
676,676,30030040308,3003004,3,8,0,4,0,1,9,10,1,1,25,9.0,7.0,1,17,4.38,11.12,11795,11704,11795,0,3,2,1,1,1,,3,2,2,1,1,3,3,1,2,3.0,4.0,4,2
677,677,30030040309,3003004,3,9,0,4,1,1,10,3,1,0,0,9.0,7.0,1,23,3.84,9.45,11704,11795,11795,0,3,2,1,1,1,,3,2,2,1,1,3,3,1,3,4.0,5.0,4,2
678,678,30030040402,3003004,4,2,1,4,0,3,3,12,0,3,13,2.2,9.0,2,8,1.44,3.76,11795,11795,11795,0,3,2,1,17,10,,1,1,1,2,2,1,1,2,1,2.0,3.0,4,2
679,679,30030040403,3003004,4,3,0,4,0,3,12,19,3,6,0,8.1,11.0,2,15,1.44,3.75,11795,11795,11795,0,3,2,1,23,13,,5,3,97,2,2,2,2,2,2,1.0,1.0,4,2
680,680,30030040404,3003004,4,4,0,4,1,3,19,3,6,0,0,8.1,11.0,2,35,0.54,0.0,11795,11795,11795,0,3,2,1,23,13,,5,3,97,2,2,2,2,2,3,1.0,2.0,4,2
681,681,30030340102,3003034,1,2,1,1,0,1,3,9,0,1,0,7.1,1.1,1,75,26.83,54.33,11510,10017,11510,1,3,2,1,6,3,2.0,2,2,2,1,1,1,1,1,4,6.0,6.0,3,1
682,682,30030340105,3003034,1,5,0,1,1,1,9,3,1,0,0,7.1,1.1,1,90,25.59,52.54,10017,11510,11510,0,3,1,1,6,3,4.0,2,2,2,1,1,3,3,1,5,6.0,6.0,3,1
751,751,30032270102,3003227,1,2,1,2,0,6,3,22,0,6,0,2.1,9.0,2,20,24.52,41.32,11746,11023,11743,0,3,2,1,19,11,,1,1,1,2,2,1,1,2,3,5.0,6.0,2,3
752,752,30032270103,3003227,1,3,0,2,1,6,22,3,6,0,0,2.1,9.0,2,20,24.51,42.39,11023,11746,11743,0,3,2,1,19,11,,1,1,1,2,2,1,1,2,3,5.0,6.0,2,3
753,753,30032270104,3003227,1,4,1,2,0,6,3,20,0,6,0,2.1,9.0,2,40,24.01,37.73,11746,11713,11743,0,3,2,1,19,11,,1,1,1,2,2,2,2,2,3,6.0,6.0,2,3
754,754,30032270105,3003227,1,5,0,2,1,6,20,3,6,0,0,2.1,9.0,2,45,25.91,38.68,11713,11746,11743,0,3,2,1,19,11,,1,1,1,2,2,2,2,2,4,6.0,6.0,2,3
755,755,30032270106,3003227,1,6,1,2,0,5,3,17,0,5,0,2.1,9.0,2,17,4.08,6.87,11746,11725,11743,0,3,2,1,19,11,,1,1,1,2,2,3,3,2,2,3.0,4.0,2,3
756,756,30032270107,3003227,1,7,0,2,0,5,17,20,5,6,0,2.1,9.0,2,16,4.69,8.71,11725,11743,11743,0,3,2,1,19,11,,1,1,1,2,2,3,3,2,2,2.0,3.0,2,3
757,757,30032270109,3003227,1,9,0,2,0,5,20,27,6,8,0,2.1,9.0,2,1,2.67,8.25,11743,11743,11743,0,3,2,1,19,11,,1,1,1,2,2,3,3,2,1,1.0,2.0,2,3
758,758,30032270110,3003227,1,10,0,2,1,5,27,3,8,0,0,2.1,9.0,2,2,2.67,7.79,11743,11746,11743,0,3,2,1,19,11,,1,1,1,2,2,3,3,2,1,1.0,2.0,2,3
759,759,30032270202,3003227,2,2,1,2,0,8,3,27,0,8,0,2.1,9.0,2,16,0.0,0.0,11746,11747,11743,0,3,2,1,19,11,,1,1,1,2,2,2,2,2,2,3.0,4.0,2,3
760,760,30032270203,3003227,2,3,0,2,1,8,27,3,8,0,0,2.1,9.0,2,10,0.0,0.0,11747,11746,11743,0,3,2,1,19,11,,1,1,1,2,2,2,2,2,2,3.0,4.0,2,3
761,761,30032270204,3003227,2,4,1,2,0,5,3,17,0,5,0,2.2,9.0,2,17,4.08,6.87,11746,11725,11743,0,3,2,1,17,10,,1,1,1,2,2,3,3,2,2,3.0,4.0,2,3
762,762,30032270205,3003227,2,5,0,2,0,5,17,20,5,6,0,2.2,9.0,2,16,4.69,8.71,11725,11743,11743,0,3,2,1,17,10,,1,1,1,2,2,3,3,2,2,2.0,3.0,2,3
763,763,30032270207,3003227,2,7,0,2,0,5,20,27,6,8,0,2.2,9.0,2,1,2.67,8.25,11743,11743,11743,0,3,2,1,17,10,,1,1,1,2,2,3,3,2,1,1.0,2.0,2,3
764,764,30032270208,3003227,2,8,0,2,1,5,27,3,8,0,0,2.2,9.0,2,2,2.67,7.79,11743,11746,11743,0,3,2,1,17,10,,1,1,1,2,2,3,3,2,1,1.0,2.0,2,3
834,834,30034210102,3003421,1,2,1,3,0,1,3,9,0,1,0,1.0,9.0,1,20,12.01,19.34,11803,11725,11803,0,3,2,1,19,11,,1,1,1,1,1,1,1,1,3,4.0,5.0,4,3
835,835,30034210103,3003421,1,3,0,3,1,1,9,3,1,0,0,1.0,9.0,1,20,11.96,19.45,11725,11803,11803,0,3,2,1,19,11,,1,1,1,1,1,2,2,1,3,4.0,5.0,4,3
836,836,30034210202,3003421,2,2,1,3,0,5,3,17,0,5,0,1.0,9.0,1,10,0.46,0.0,11803,11803,11803,0,3,2,1,19,11,,1,1,1,2,2,1,1,1,2,1.0,1.0,4,3
837,837,30034210203,3003421,2,3,0,3,1,5,17,3,5,0,0,1.0,9.0,1,52,0.46,0.0,11803,11803,11803,0,3,2,1,19,11,,1,1,1,2,2,1,1,1,4,1.0,1.0,4,3
838,838,30034210205,3003421,2,5,1,3,0,1,3,9,0,1,0,1.0,9.0,1,22,6.21,16.19,11803,11746,11803,0,3,2,1,19,11,,1,1,1,1,1,2,2,1,3,3.0,4.0,4,3
839,839,30034210206,3003421,2,6,0,3,1,1,9,3,1,0,0,1.0,9.0,1,34,6.21,15.96,11746,11803,11803,0,3,2,1,19,11,,1,1,1,1,1,4,4,1,3,3.0,4.0,4,3
982,982,30039400102,3003940,1,2,1,2,0,1,3,9,0,1,0,1.0,9.0,1,35,13.76,25.65,11710,11040,11566,0,3,2,1,19,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,2,2
983,983,30039400103,3003940,1,3,0,2,1,1,9,3,1,0,0,1.0,9.0,1,32,13.88,25.73,11040,11710,11566,0,3,2,1,19,11,,1,1,1,1,1,2,2,1,3,5.0,6.0,2,2
984,984,30039400104,3003940,1,4,1,2,0,6,3,22,0,6,0,1.0,9.0,1,9,2.47,6.15,11710,11710,11566,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,1,2.0,3.0,2,2
985,985,30039400105,3003940,1,5,0,2,0,6,22,26,6,9,0,1.0,9.0,1,5,2.02,5.13,11710,11566,11566,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,1,2.0,3.0,2,2
986,986,30039400106,3003940,1,6,0,2,1,6,26,3,9,0,0,1.0,9.0,1,14,1.99,5.25,11566,11710,11566,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,2,2.0,3.0,2,2
1157,1157,30047690102,3004769,1,2,1,1,0,7,1,21,0,7,0,1.0,9.0,1,5,0.75,2.05,11710,11566,11566,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,1.0,1.0,4,1
1158,1158,30047690103,3004769,1,3,0,1,1,7,21,1,7,0,0,1.0,9.0,1,5,0.75,2.05,11566,11710,11566,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,1,1.0,1.0,4,1
1159,1159,30047690104,3004769,1,4,1,1,0,8,1,27,0,8,21,1.0,9.0,1,25,9.71,19.87,11710,11590,11566,0,3,2,1,19,11,,1,1,1,2,2,3,3,1,3,4.0,5.0,4,1
1160,1160,30047690105,3004769,1,5,0,1,1,8,27,3,8,0,0,1.0,9.0,1,15,9.98,17.87,11590,11710,11566,0,3,2,1,19,11,,1,1,1,2,2,4,4,1,2,4.0,5.0,4,1
1163,1163,30048290202,3004829,2,2,1,2,0,1,3,9,0,1,0,1.0,9.0,1,30,0.0,0.0,11566,11735,11566,0,3,2,1,19,11,,1,1,1,1,1,1,1,1,3,4.0,5.0,4,3
1164,1164,30048290203,3004829,2,3,0,2,1,1,9,3,1,0,0,1.0,9.0,1,30,0.0,0.0,11735,11566,11566,0,3,2,1,19,11,,1,1,1,1,1,2,2,1,3,4.0,5.0,4,3
1165,1165,30048340102,3004834,1,2,1,2,0,5,1,19,0,6,0,1.0,9.0,1,6,1.53,3.99,11769,11769,11769,0,3,2,1,19,11,,1,1,1,2,2,1,1,1,1,2.0,3.0,4,2
1166,1166,30048340103,3004834,1,3,0,2,0,5,19,19,6,6,0,1.0,9.0,1,2,0.75,0.0,11769,11769,11769,0,3,2,1,19,11,,1,1,1,2,2,1,1,1,1,1.0,1.0,4,2
1167,1167,30048340104,3004834,1,4,0,2,0,5,19,16,6,5,0,1.0,9.0,1,3,0.75,0.0,11769,11769,11769,0,3,2,1,19,11,,1,1,1,2,2,1,1,1,1,1.0,1.0,4,2
1168,1168,30048340105,3004834,1,5,0,2,1,5,16,1,5,0,0,1.0,9.0,1,9,1.53,3.99,11769,11769,11769,0,3,2,1,19,11,,1,1,1,2,2,1,1,1,1,2.0,3.0,4,2
1169,1169,30048340106,3004834,1,6,1,2,0,4,1,6,0,4,0,1.0,9.0,1,50,30.79,54.06,11769,11771,11769,0,3,2,1,19,11,,1,1,1,2,2,2,2,1,4,6.0,6.0,4,2
1170,1170,30048340107,3004834,1,7,0,2,1,4,6,3,4,0,0,2.1,9.0,2,50,30.49,49.23,11771,11769,11769,0,3,2,1,19,11,,1,1,1,2,2,2,2,2,4,6.0,6.0,4,2
1171,1171,30048340108,3004834,1,8,1,2,0,6,3,19,0,6,0,2.1,9.0,2,7,4.85,11.89,11769,11716,11769,0,3,2,1,19,11,,1,1,1,2,2,2,2,2,1,2.0,3.0,4,2
