,PMODE,TOTTR_R,INCOM_R,HHVEH_R,DNYC,HHSIZE,TRPDUR,TRPDIST_HN
684,19,1,2,1,0,1,5,0.8
685,19,1,2,1,0,1,30,6.24
686,19,1,4,2,0,3,69,33.29
687,19,1,4,2,0,3,55,32.99
688,19,2,4,2,0,3,9,1.4
689,19,2,4,2,0,3,2,1.4
690,19,1,4,2,1,3,40,39.58
691,19,1,2,2,0,2,7,1.11
692,19,1,2,2,0,2,24,0.0
693,19,1,2,2,0,2,23,0.0
694,19,1,2,1,0,1,30,8.09
695,19,1,2,1,0,1,23,13.38
696,19,1,2,1,0,1,24,0.0
697,19,1,2,1,0,1,19,0.0
698,19,1,2,1,0,1,35,14.47
699,17,2,9,0,0,1,20,2.64
700,17,2,9,0,0,1,25,2.55
701,19,2,2,1,0,1,30,22.84
702,19,2,2,1,0,1,30,23.14
703,6,2,3,1,1,5,115,44.24
704,19,1,3,1,0,5,20,4.35
705,19,1,3,1,0,5,19,3.38
706,19,2,3,1,0,5,15,3.03
707,19,1,9,2,0,1,15,3.91
708,19,1,9,2,0,1,20,5.07
709,19,1,9,2,0,1,5,1.41
710,19,1,9,2,0,1,20,7.36
711,19,1,4,3,0,2,15,3.76
712,19,1,4,3,0,2,20,3.9
713,19,1,4,3,0,2,20,4.49
714,19,1,4,3,0,2,20,4.56
715,19,1,4,3,0,2,15,2.4
716,19,1,4,3,0,2,15,2.5
717,19,1,4,3,0,2,15,2.51
718,19,1,4,3,0,2,15,1.69
719,19,1,3,1,1,1,70,28.71
720,19,2,4,3,0,3,14,2.79
721,19,1,4,3,0,3,11,3.68
722,19,1,4,3,0,3,3,1.14
723,19,1,4,3,1,3,50,3.95
724,19,1,4,3,0,3,5,0.78
725,6,1,4,3,1,3,75,0.0
726,19,1,3,2,0,6,77,32.8
727,19,1,3,2,0,6,57,33.74
728,6,1,3,2,1,3,119,39.96
729,6,1,4,2,1,3,110,28.89
730,19,1,4,2,0,3,15,2.37
731,6,1,4,2,1,2,100,58.62
732,19,1,3,2,0,2,26,15.15
733,19,1,3,2,0,2,51,14.56
734,19,2,3,1,1,2,4,1.32
735,19,1,4,3,0,4,60,32.26
736,19,1,4,3,0,4,60,31.93
737,17,3,4,1,0,5,7,1.63
738,5,1,4,1,0,5,15,1.63
739,19,1,2,1,0,1,24,10.65
740,19,1,2,1,0,1,21,10.78
741,19,1,4,2,0,2,23,9.25
742,19,1,4,2,0,2,18,7.84
743,19,1,4,2,0,2,7,2.08
744,19,1,4,2,0,2,9,2.08
745,19,1,4,2,0,2,5,8.77
746,19,1,4,2,0,2,5,8.77
747,19,1,4,2,0,2,7,2.72
748,19,1,4,2,0,2,5,2.72
749,19,1,4,2,0,2,8,2.72
750,19,1,4,2,0,2,11,8.77
751,19,1,4,2,0,2,15,8.77
752,19,1,4,1,0,1,5,0.0
753,19,1,4,1,0,1,3,0.0
754,19,1,4,1,0,1,36,21.84
755,19,1,4,1,0,1,43,0.0
756,6,2,3,1,1,2,102,44.33
757,19,2,3,1,0,2,12,1.61
758,19,2,3,1,0,2,7,1.61
759,19,1,3,1,0,2,40,23.7
760,19,1,3,1,0,2,70,22.44
761,19,2,9,2,0,2,13,5.53
762,19,2,9,2,0,2,18,5.72
763,17,2,9,2,0,2,13,5.53
764,19,1,9,2,0,2,10,4.36
765,19,1,9,2,0,2,11,4.36
766,17,2,9,2,0,2,18,5.72
767,19,1,2,1,0,1,25,11.22
768,19,1,2,1,0,1,4,0.77
769,19,1,2,1,0,1,4,0.77
770,19,1,2,1,0,1,45,12.92
771,19,1,2,1,0,1,11,1.86
772,19,1,9,1,0,1,10,4.5
773,19,1,9,1,0,1,9,4.48
774,19,1,2,1,0,1,21,7.82
775,19,1,2,1,0,1,26,7.83
776,19,3,4,2,0,4,30,23.45
777,19,3,4,2,0,4,30,23.89
778,19,1,4,2,0,4,15,11.79
779,19,1,4,2,0,4,15,16.15
780,19,1,4,2,0,4,5,0.52
781,19,1,4,2,0,4,20,16.73
782,19,1,4,2,0,4,30,20.97
783,19,1,4,2,0,4,20,11.56
784,19,1,1,3,0,4,30,9.31
785,19,1,1,3,0,4,40,8.0
786,19,1,1,3,0,4,10,1.09
787,18,1,1,3,0,4,30,1.95
788,18,1,1,3,0,4,30,1.95
789,19,1,3,3,0,2,45,47.34
790,19,1,3,3,0,2,30,47.72
791,6,1,2,2,1,2,130,37.73
792,19,1,4,2,0,1,12,21.92
793,19,1,4,2,0,1,22,19.66
794,19,1,4,2,0,1,6,1.41
795,19,1,4,2,0,1,7,1.41
796,19,1,4,2,0,1,52,0.0
797,19,1,4,2,0,1,27,0.0
798,19,1,4,3,0,5,10,1.13
799,19,1,4,3,0,5,30,4.76
800,19,1,4,3,0,5,30,6.39
801,6,1,4,3,1,5,81,21.75
802,19,1,2,1,0,1,3,0.88
803,19,1,2,1,0,1,5,0.88
804,19,1,2,1,0,1,7,0.88
805,19,1,2,1,0,1,17,0.88
806,23,1,1,1,0,2,15,0.77
807,19,2,4,3,0,3,29,10.95
808,19,1,4,3,0,3,27,11.75
809,19,1,4,3,0,3,8,0.75
810,19,1,4,3,0,3,34,16.5
811,19,1,4,3,0,3,56,16.38
812,19,1,4,3,0,3,10,3.18
813,19,1,4,3,0,3,5,3.23
814,6,2,4,1,1,4,90,15.84
815,19,3,4,1,0,4,10,1.4
816,19,2,4,1,1,4,14,3.45
817,19,1,4,2,0,5,5,1.45
818,19,2,4,2,0,5,5,1.45
819,19,4,4,2,0,5,10,1.45
820,19,1,4,2,0,5,14,5.67
821,19,1,4,2,0,5,14,5.67
822,19,4,4,2,0,5,15,3.34
823,19,3,4,2,0,5,10,3.34
824,19,2,2,2,0,2,16,4.47
825,19,1,2,2,0,2,24,4.78
826,19,1,2,2,0,2,4,0.73
827,6,2,4,1,1,2,70,0.0
828,6,2,4,1,1,2,72,0.0
829,19,1,4,2,0,2,10,0.42
830,19,1,4,2,0,2,10,0.42
831,19,1,4,2,1,2,60,15.7
832,19,1,4,2,0,2,35,13.87
833,19,1,4,3,0,3,45,13.77
834,19,1,4,3,0,3,45,12.91
835,19,2,2,1,0,2,25,5.7
836,19,1,2,1,0,2,16,2.52
837,19,1,2,1,0,2,15,3.4
838,19,2,2,1,0,2,15,1.41
839,19,2,2,1,0,2,20,4.61
840,17,2,2,1,0,2,25,5.7
841,17,2,2,1,0,2,15,1.41
842,17,2,2,1,0,2,20,4.61
843,19,1,9,2,0,3,2,0.75
844,16,1,9,2,0,3,59,18.29
845,16,2,9,2,0,3,50,20.57
846,19,1,9,2,0,3,18,7.93
847,19,1,9,2,0,3,7,3.44
848,19,1,9,2,0,3,5,3.66
849,19,1,9,2,0,3,27,7.69
850,19,1,4,2,1,3,50,25.58
851,19,1,1,2,1,2,30,15.82
852,19,1,4,2,0,1,30,16.49
853,15,1,2,0,0,1,80,1.81
854,15,1,2,0,0,1,66,1.81
855,19,2,2,2,0,3,15,6.44
856,19,2,2,2,0,3,10,2.25
857,19,2,2,2,0,3,15,6.44
858,19,1,2,2,0,3,15,6.44
859,19,1,2,2,0,3,15,6.44
860,19,1,4,1,0,1,150,87.68
861,19,1,4,2,0,2,45,27.19
862,19,1,4,2,0,2,28,7.37
863,19,1,4,2,0,2,19,6.98
864,19,1,4,2,0,2,40,28.69
865,6,1,4,2,1,2,56,26.91
866,19,1,4,2,0,2,40,7.44
867,19,1,4,2,0,2,30,8.01
868,19,1,4,2,0,2,10,2.69
869,19,1,4,2,0,2,60,8.94
870,19,1,4,2,0,2,45,8.47
871,19,1,4,2,0,2,45,3.49
872,19,1,4,2,0,3,45,18.43
873,19,1,4,2,0,3,45,18.26
874,19,2,4,2,0,3,5,0.62
875,19,1,9,2,0,4,13,4.37
876,19,1,9,2,0,4,13,5.59
877,19,1,9,2,0,4,15,5.59
878,23,1,9,2,0,4,2,0.88
879,19,1,9,2,0,4,5,0.88
880,19,1,9,2,0,4,25,0.0
881,19,1,9,2,0,4,25,0.0
882,19,2,4,2,0,4,7,1.45
883,23,1,4,2,0,4,13,1.45
884,19,1,4,2,0,4,10,3.67
885,19,1,4,2,1,4,32,10.11
886,19,2,4,2,0,4,10,2.48
887,19,2,4,2,0,4,4,0.8
888,19,1,4,2,0,4,4,0.8
889,6,1,4,2,1,4,62,0.0
890,19,1,4,3,0,4,5,1.62
891,19,1,4,3,0,4,16,7.85
892,19,1,4,3,0,4,20,9.78
893,19,1,4,3,0,4,30,9.05
894,19,1,4,3,0,4,30,9.17
895,19,1,4,3,0,4,10,1.62
896,19,1,4,3,0,4,20,8.08
897,19,1,4,3,0,4,30,0.0
898,19,1,4,3,0,4,30,0.0
899,19,1,4,3,0,4,30,2.92
900,19,1,4,3,0,4,45,3.39
901,19,1,4,3,0,4,15,2.65
902,19,1,4,1,1,1,15,3.72
903,19,1,4,3,0,3,40,13.29
904,19,1,4,3,0,3,50,15.85
905,19,1,4,3,0,3,15,4.68
906,19,2,4,3,0,3,5,1.72
907,19,2,4,3,0,3,10,1.72
908,19,1,4,3,0,3,10,1.72
909,19,1,4,3,0,3,24,7.25
910,19,1,4,3,0,3,20,7.17
911,6,1,4,3,1,3,91,23.12
912,19,1,4,1,0,2,22,3.61
913,19,1,4,1,0,2,27,4.04
914,19,1,2,3,0,3,10,6.37
915,19,1,2,3,0,3,15,6.67
916,19,1,4,3,0,4,30,14.28
917,19,1,4,3,0,4,40,14.82
918,19,1,4,3,0,4,10,2.69
919,6,2,4,3,1,4,130,30.9
920,19,1,4,3,0,4,30,11.97
921,19,1,4,3,0,4,30,11.97
922,19,1,2,3,0,4,15,5.61
923,19,1,2,3,0,4,15,5.61
924,6,1,4,2,1,2,103,29.58
925,6,1,4,1,1,1,182,55.63
926,19,1,2,2,0,4,30,13.02
927,19,1,2,2,0,4,30,12.84
928,19,1,4,2,0,1,12,1.77
929,19,1,4,2,0,1,10,1.67
930,19,1,9,2,1,2,36,14.42
931,19,1,9,2,0,2,18,3.55
932,19,1,9,2,0,2,9,1.98
933,19,1,9,2,0,2,10,1.97
934,19,1,2,1,1,1,63,25.51
935,19,1,2,1,0,1,15,2.75
936,19,1,9,2,0,3,25,8.46
937,19,1,9,2,0,3,25,8.47
938,19,1,9,2,0,3,45,9.39
939,19,1,9,2,0,3,45,9.39
940,19,1,3,2,0,2,15,5.11
941,19,1,3,2,0,2,3,3.21
942,19,1,3,2,0,2,13,3.52
943,19,1,3,2,0,2,9,4.39
944,19,1,3,2,0,2,4,1.69
945,19,1,3,2,0,2,2,1.69
946,19,1,3,2,0,2,21,12.89
947,19,1,3,2,0,2,5,1.57
948,19,1,3,2,0,2,4,1.57
949,19,1,3,2,0,2,4,3.47
950,19,2,3,2,0,2,15,3.47
951,19,1,3,2,0,2,9,1.57
952,19,1,3,2,0,2,65,50.71
953,19,1,3,2,0,5,26,23.7
954,19,1,3,2,0,5,30,23.72
955,19,1,2,1,0,1,18,9.15
956,19,1,2,1,0,1,18,8.5
957,19,1,2,1,0,1,11,3.58
958,19,1,2,1,0,1,10,0.95
959,19,1,3,3,0,1,8,1.83
960,19,1,3,3,0,1,9,1.83
961,19,1,3,3,0,1,4,0.9
962,19,1,3,3,0,1,60,17.09
963,19,1,3,3,0,1,50,16.15
964,19,1,3,3,0,1,5,2.99
965,19,1,4,2,0,4,7,1.62
966,19,2,4,2,0,4,25,8.67
967,19,2,4,2,0,4,35,8.72
968,19,1,4,2,0,4,2,1.62
969,19,1,4,2,0,4,5,0.41
970,19,1,4,2,0,4,5,0.41
971,19,1,2,2,0,2,21,15.0
972,19,1,2,2,0,2,26,15.31
973,19,1,2,1,0,1,15,0.0
974,19,1,2,1,0,1,25,0.0
975,23,1,2,2,0,4,10,0.41
976,23,1,2,2,0,4,10,0.41
977,19,1,2,2,0,4,30,11.04
978,19,1,2,2,0,4,38,12.29
979,19,1,2,2,0,4,38,10.02
980,19,1,2,2,0,4,27,6.41
981,19,2,4,2,0,5,15,1.62
982,19,2,4,2,0,5,15,1.62
983,19,2,9,3,0,3,5,3.09
984,19,1,9,3,0,3,39,12.42
985,19,1,9,3,0,3,60,9.27
986,19,1,9,3,0,3,45,7.26
987,19,1,4,3,0,1,50,0.0
988,19,1,4,3,0,1,75,0.0
989,19,1,4,2,0,2,4,0.0
990,19,1,4,2,0,2,29,10.0
991,19,2,4,2,0,2,152,0.0
992,19,1,4,2,0,2,36,0.0
993,19,1,4,2,0,2,25,0.0
994,19,1,4,2,0,2,24,0.0
995,19,1,4,2,0,2,55,33.6
996,19,1,4,2,0,2,5,0.0
997,19,1,4,2,1,5,40,14.94
998,19,1,4,3,0,3,10,1.65
999,19,1,4,3,0,3,10,5.97
1000,19,1,4,3,0,3,10,3.81
1001,19,1,4,3,0,3,30,10.54
1002,19,1,4,3,0,3,40,10.35
1003,6,1,9,2,1,2,105,37.77
1004,19,1,4,2,1,4,90,26.41
1005,19,1,2,3,0,3,35,18.02
1006,19,1,2,3,0,3,28,11.88
1007,19,1,2,3,0,3,18,5.12
1008,19,1,2,3,0,3,45,10.27
1009,19,1,2,3,0,3,40,10.26
1010,19,1,2,3,0,3,25,7.96
1011,19,1,2,3,0,3,25,7.84
1012,19,1,4,3,1,2,36,14.51
1013,19,1,2,2,0,1,25,2.76
1014,19,1,2,2,0,1,30,2.76
1015,19,1,4,2,0,5,30,15.73
1016,19,1,4,2,0,5,30,5.51
1017,19,1,4,2,0,5,30,19.28
1018,19,1,4,2,0,2,5,1.35
1019,19,1,4,2,0,2,5,1.35
1020,19,1,3,3,1,7,70,29.36
1021,19,1,2,1,0,1,30,25.97
1022,19,1,2,1,0,1,30,26.03
1023,19,1,2,3,0,2,20,10.17
1024,19,1,2,3,0,2,30,9.96
1025,19,1,3,2,0,4,30,6.65
1026,19,1,3,2,0,4,30,6.15
1027,19,1,3,2,0,4,60,13.35
1028,19,1,3,2,0,4,30,13.64
1029,6,2,4,1,1,2,68,35.61
1030,19,1,4,3,0,3,40,26.93
1031,19,1,4,3,0,3,55,26.96
1032,19,1,4,3,0,3,20,8.37
1033,19,1,4,3,0,3,15,4.81
1034,19,1,4,3,0,3,12,3.1
1035,19,1,2,2,0,4,30,2.98
1036,19,1,2,3,0,2,62,51.2
1037,19,1,2,3,0,2,63,43.65
1038,19,1,2,3,0,2,11,6.96
1039,17,2,2,0,1,2,57,16.97
1040,19,1,3,1,0,1,30,16.66
1041,19,1,3,1,0,1,30,16.49
1042,19,1,4,1,0,1,51,24.34
1043,19,1,1,1,0,1,20,7.23
1044,19,1,1,1,0,1,22,7.42
1045,19,1,1,2,0,1,8,1.2
1046,19,1,1,2,0,1,3,0.68
1047,19,1,1,2,0,1,3,2.03
1048,6,1,1,2,1,1,57,28.34
1049,19,1,1,2,0,1,20,6.15
1050,19,1,1,2,0,1,5,0.75
1051,19,1,1,2,0,1,25,5.86
1052,19,1,2,2,0,2,25,5.31
1053,19,1,2,2,0,2,20,11.11
1054,19,1,2,2,0,2,10,7.53
1055,19,1,4,1,0,1,40,12.21
1056,19,1,4,1,0,1,30,12.19
1057,19,1,4,1,0,1,30,8.82
1058,19,1,4,1,0,1,30,8.69
1059,19,1,4,1,0,1,30,13.37
1060,19,1,4,3,0,6,10,3.2
1061,19,1,4,3,0,6,15,3.25
1062,19,3,4,2,0,3,3,1.66
1063,19,1,4,2,0,3,38,17.22
1064,19,1,4,2,0,3,39,17.6
1065,19,2,4,2,0,3,1,0.75
1066,6,1,4,2,1,3,130,55.5
1067,19,1,4,2,1,5,60,29.02
1068,19,1,3,2,0,2,30,11.73
1069,19,1,3,2,0,2,38,11.73
1070,19,1,3,2,0,2,12,6.29
1071,19,1,3,2,0,2,33,6.29
1072,6,1,1,1,1,2,108,17.41
1073,19,1,4,3,0,3,25,13.61
1074,19,1,4,3,0,3,25,12.39
1075,19,1,4,3,0,5,31,15.14
1076,19,1,4,3,0,5,28,15.19
1077,19,1,4,3,0,5,48,16.12
1078,19,1,4,3,0,5,56,15.86
1079,19,1,3,1,0,2,20,9.3
1080,19,1,3,1,0,2,20,7.15
1081,19,1,4,3,0,4,30,13.51
1082,19,1,4,3,0,4,35,13.5
1083,19,1,4,3,1,4,55,21.42
1084,6,1,4,2,1,4,90,0.0
1085,19,1,4,1,0,1,30,12.77
1086,19,1,4,1,0,1,10,4.46
1087,19,1,4,1,0,1,42,15.29
1088,19,1,4,3,1,3,60,15.15
1089,12,1,4,3,1,3,90,24.88
1090,19,1,4,3,0,3,25,4.47
1091,19,1,4,3,0,3,10,4.46
1092,19,1,3,2,0,2,2,0.47
1093,19,1,3,2,0,2,5,1.03
1094,19,1,3,2,0,2,5,1.03
1095,19,1,3,2,0,2,17,10.84
1096,19,1,3,2,0,2,11,3.69
1097,19,1,3,2,0,2,16,7.58
1098,19,1,3,2,0,2,4,0.93
1099,19,1,3,2,0,2,2,0.47
1100,19,1,3,2,0,2,2,0.47
1101,19,1,3,2,0,2,3,0.47
1102,19,1,3,2,0,2,2,0.47
1103,19,1,3,2,0,2,3,0.47
1104,19,1,3,2,0,2,3,0.47
1105,6,1,4,1,1,1,83,26.45
1106,6,1,4,1,1,4,76,35.71
1107,19,1,4,2,0,2,40,19.6
1108,19,1,4,2,0,2,35,12.0
1109,19,1,4,2,0,2,10,1.2
1110,19,1,4,2,0,2,10,1.2
1111,19,1,3,3,0,3,20,6.22
1112,19,1,3,3,0,3,20,6.22
1113,6,1,4,2,1,3,78,30.41
1114,6,1,4,3,0,5,90,34.62
1115,19,1,4,3,0,5,23,9.71
1116,19,1,4,3,0,5,5,0.49
1117,19,1,4,3,0,5,25,9.65
1118,19,1,4,3,0,4,43,0.0
1119,19,1,4,3,0,4,26,0.0
1120,19,1,4,3,0,4,25,4.86
1121,19,1,4,3,0,4,5,1.24
1122,19,1,4,3,0,4,8,0.0
1123,19,1,4,3,0,4,35,0.0
1124,19,1,4,3,0,4,44,0.0
1125,19,1,4,3,0,4,25,0.0
1126,19,1,4,3,0,4,45,18.8
1127,19,1,4,3,0,4,10,3.47
1128,19,1,4,3,0,4,10,3.47
1129,19,1,9,1,0,1,29,21.14
1130,19,1,9,1,0,1,35,21.12
1131,19,1,9,1,0,1,3,1.99
1132,19,1,9,1,0,1,4,1.99
1133,19,1,3,2,0,2,10,4.04
1134,19,2,3,2,0,2,8,0.87
1135,19,2,3,2,0,2,17,0.87
1136,19,1,3,2,0,2,45,7.66
1137,19,1,3,2,0,2,30,6.6
1138,19,1,3,2,0,2,25,9.21
1139,19,1,3,2,0,2,12,4.79
1140,19,1,3,2,0,2,11,4.82
1141,19,1,3,2,0,2,45,15.31
1142,19,1,3,2,0,2,5,1.57
1143,19,1,3,2,0,2,30,8.41
1144,19,1,2,2,0,1,15,2.31
1145,19,1,2,2,0,1,10,2.31
1146,19,1,4,3,0,3,14,3.26
1147,19,1,4,3,0,3,13,3.23
1148,19,1,4,3,0,3,26,14.21
1149,19,1,4,3,0,3,8,0.42
1150,19,1,4,3,0,3,7,0.42
1151,19,1,4,3,0,3,32,14.35
1152,19,1,4,3,0,3,18,8.99
1153,19,1,4,3,0,3,25,8.99
1154,19,1,2,1,0,3,22,3.9
1155,19,1,2,1,0,3,9,4.33
1156,19,1,2,1,0,3,15,8.24
1157,19,1,4,3,0,2,14,7.28
1158,19,1,4,3,0,2,15,9.43
1159,19,1,4,3,0,2,7,1.76
1160,19,1,4,3,0,2,16,2.72
1161,19,1,4,3,0,2,11,2.71
1162,19,2,4,2,0,3,2,0.73
1163,19,1,4,2,0,3,12,6.43
1164,19,1,4,2,0,3,15,6.4
1165,19,1,4,2,0,3,60,30.4
1166,19,1,4,2,0,3,60,30.32
1167,19,1,3,1,0,2,21,17.15
1168,19,1,3,1,0,2,24,18.28
1169,19,2,3,1,0,2,9,2.34
1170,19,1,4,3,0,2,38,7.06
1171,19,1,4,3,0,2,25,7.33
1172,6,2,4,3,1,3,80,36.87
1173,19,1,4,3,0,3,20,4.97
1174,19,1,4,3,0,3,20,4.74
1175,19,1,2,2,0,1,25,7.14
1176,19,1,2,2,0,1,15,6.09
1177,19,1,2,2,0,1,10,1.03
1180,19,2,4,2,1,2,45,20.22
1181,6,1,4,1,1,1,72,0.0
1182,19,1,1,1,0,1,32,12.55
1183,19,1,1,1,0,1,30,12.74
1184,19,1,4,2,0,5,25,6.73
1185,19,1,4,2,0,5,25,6.72
1186,19,1,4,3,1,2,50,26.65
1187,19,3,3,2,0,4,5,1.53
1188,19,1,3,2,0,4,15,14.52
1189,19,1,3,2,0,4,30,16.16
1190,19,3,3,2,0,4,15,1.53
1191,19,1,3,2,0,4,10,4.42
1192,19,1,3,2,0,4,10,4.42
1193,19,1,4,3,1,3,40,29.34
1194,19,1,4,3,0,3,18,6.2
1195,19,1,4,3,0,3,12,6.18
1196,19,1,4,3,0,3,15,4.63
1197,19,1,4,3,0,3,22,2.95
1198,19,1,4,3,0,3,30,1.32
1199,19,1,4,3,0,3,10,1.32
1200,19,1,4,3,0,3,15,5.92
1201,19,1,4,3,0,3,20,5.95
1202,19,1,4,2,0,4,60,46.7
1203,19,1,4,2,0,4,80,46.64
1204,19,2,3,2,0,3,13,4.84
1205,19,2,3,2,0,3,3,0.79
1206,19,2,3,2,0,3,7,2.41
1207,19,2,3,2,0,3,7,3.8
1208,18,1,3,3,1,3,25,16.56
1209,19,1,9,2,1,1,60,28.7
1210,19,1,2,1,0,1,32,27.2
1211,19,1,2,1,0,1,12,2.42
1212,19,1,2,1,0,1,38,16.59
1213,19,1,2,1,0,1,15,6.91
1214,19,1,2,1,0,1,20,14.19
1216,19,1,4,2,0,2,39,8.05
1217,19,1,4,2,0,2,41,8.02
1218,19,1,2,1,0,1,1,0.59
1219,19,1,2,1,0,1,19,0.0
1220,19,1,2,1,0,1,21,0.0
1221,19,1,4,2,0,3,20,15.43
1222,19,1,4,2,0,3,29,16.15
1223,19,2,4,2,0,3,45,30.42
1224,19,1,4,2,0,3,75,30.73
1225,19,1,4,2,0,3,45,49.99
1226,17,2,2,2,0,3,4,3.98
1227,17,3,2,2,0,3,15,4.06
1228,17,3,2,2,0,3,5,0.77
1229,19,1,2,2,0,3,5,3.98
1230,19,1,2,2,0,3,5,4.06
1231,19,1,2,1,0,1,18,8.53
1232,19,1,2,1,0,1,22,0.0
1233,19,1,2,1,0,1,24,0.0
1234,19,1,3,3,0,4,15,10.3
1235,19,1,3,3,0,4,15,2.06
1236,19,1,3,3,0,4,10,7.97
1237,19,1,2,2,0,3,20,5.93
1238,19,1,2,2,0,3,20,5.93
1239,19,1,2,3,0,4,11,16.32
1240,19,1,2,3,0,4,22,19.54
1241,17,2,2,3,0,4,15,0.66
1242,17,2,2,3,0,4,1,0.66
1243,19,1,2,3,0,4,41,31.75
1244,19,1,2,2,0,3,15,11.72
1245,19,1,2,2,0,3,30,12.12
1246,19,1,2,2,0,3,15,2.02
1247,19,1,2,2,0,3,20,11.56
1248,19,1,2,2,0,3,10,9.17
1249,19,1,2,2,0,3,15,5.95
1250,19,1,2,2,0,3,5,1.13
1251,19,1,2,2,0,3,5,2.62
1252,19,1,2,2,0,3,5,0.59
1253,19,1,2,2,0,3,10,2.62
1254,19,1,2,2,0,3,5,2.62
1255,19,1,2,2,0,3,2,0.59
1256,19,1,2,2,0,3,10,0.0
1257,19,1,2,2,0,3,10,0.0
1258,19,1,2,2,0,3,1,0.59
1259,19,1,2,2,0,3,10,1.93
1260,19,1,2,2,0,3,10,2.54
1261,19,1,2,2,0,3,5,2.54
1262,19,1,2,2,0,3,5,0.55
1263,19,1,2,2,0,3,5,0.55
1264,19,1,2,2,0,3,5,2.54
1265,19,1,2,2,0,3,5,1.13
1266,19,1,2,2,0,3,15,1.82
1267,19,1,2,2,0,3,10,0.59
1268,19,1,2,2,0,3,30,21.22
1269,19,1,4,3,0,5,25,7.08
1270,19,1,4,3,0,5,20,7.1
1271,19,1,4,3,0,5,15,7.85
1272,19,1,4,3,0,5,15,7.84
1273,19,1,4,3,0,4,45,20.69
1274,19,1,4,3,1,4,75,38.92
1275,19,1,4,3,1,4,105,38.92
1276,19,1,4,3,1,4,100,38.92
1277,19,1,4,3,0,4,2,0.6
1278,19,1,4,3,0,4,45,19.85
1279,19,1,4,3,0,4,35,8.52
1280,19,1,4,3,0,4,21,8.45
1281,19,1,3,3,0,3,5,1.93
1282,19,1,3,3,0,3,22,17.25
1283,19,1,3,3,0,3,15,4.55
1284,19,1,3,3,0,3,15,14.75
1285,19,1,3,3,0,3,19,1.93
1288,19,1,9,2,0,3,15,6.76
1289,19,1,9,2,0,3,15,3.6
1290,19,1,9,2,0,3,15,6.26
1291,6,1,4,2,1,4,144,0.0
1292,19,1,4,2,0,4,50,15.31
1293,19,1,4,2,0,4,50,15.86
1294,19,1,4,2,0,2,25,12.63
1295,19,1,4,2,0,2,5,3.7
1296,19,1,4,2,0,2,10,3.69
1297,19,1,4,2,0,2,30,13.39
1298,19,1,4,2,0,2,10,7.67
1299,19,1,4,2,0,2,10,6.34
1300,19,1,4,2,0,5,60,36.75
1301,19,1,4,2,1,5,39,17.22
1302,19,1,2,2,0,1,8,4.22
1303,19,1,2,2,0,1,17,2.44
1304,19,1,2,2,0,1,13,2.14
1305,17,1,2,1,1,1,74,13.9
1306,19,1,2,3,1,4,30,23.66
1307,19,1,2,3,0,4,61,17.27
1308,19,1,2,3,0,4,34,17.71
1309,19,1,9,2,0,2,15,5.77
1310,19,1,9,2,0,2,15,5.38
1311,6,1,9,2,1,2,75,0.0
1312,6,1,4,2,1,2,85,18.54
1313,6,1,2,1,1,1,75,17.94
1314,19,1,4,2,0,2,5,0.86
1315,19,1,4,2,0,2,5,0.86
1316,19,1,4,2,0,2,5,0.86
1317,19,1,4,2,0,2,7,0.0
1318,19,1,4,2,0,2,10,0.0
1319,19,1,2,2,0,4,25,6.03
1320,19,1,2,2,0,4,30,5.24
1321,19,1,2,2,0,4,25,6.42
1322,19,2,2,2,0,4,15,0.44
1323,19,1,2,2,0,4,14,6.61
1324,19,1,2,2,0,4,25,6.42
1325,19,1,2,2,1,2,45,24.47
1326,5,1,2,1,0,1,10,4.11
1327,5,1,2,1,0,1,10,4.14
1328,19,1,3,2,0,4,8,3.27
1331,19,1,3,2,0,4,9,3.64
1332,19,1,3,2,0,4,3,0.84
1333,12,1,3,1,1,2,124,20.13
1334,19,1,4,2,0,5,16,0.0
1335,19,1,4,2,0,5,4,2.07
1336,19,1,4,2,1,5,87,30.13
1337,19,1,4,2,0,5,9,2.22
1338,19,1,4,2,0,5,17,17.12
1339,19,2,4,2,0,5,22,0.0
1340,19,1,4,2,0,4,45,12.28
1341,19,1,4,2,0,4,15,3.82
1342,19,1,4,2,0,4,15,3.76
1343,19,1,4,2,0,4,30,12.28
1344,19,1,2,3,1,2,65,31.95
1345,19,1,2,3,0,2,10,6.42
1346,19,1,2,3,0,2,30,6.47
1347,19,1,2,1,0,1,25,12.66
1348,19,1,2,1,0,1,10,10.32
1349,19,1,2,1,0,1,90,19.23
1350,23,1,2,2,0,2,3,0.75
1351,23,1,2,2,0,2,5,0.75
1352,19,1,4,2,0,2,24,11.17
1353,19,1,4,2,0,2,9,1.78
1354,19,1,4,2,0,2,6,0.83
1355,19,2,4,2,0,2,9,2.72
1356,19,1,4,2,0,2,17,4.96
1357,19,1,4,2,0,2,15,7.21
1358,19,1,2,2,0,6,15,6.26
1359,19,1,2,2,0,6,17,2.89
1360,19,1,2,2,0,6,39,6.7
1361,19,1,2,2,0,6,19,10.41
1362,19,1,2,2,0,6,21,6.26
1363,19,1,2,3,0,3,25,10.75
1364,19,1,2,3,0,3,15,6.56
1365,19,1,2,3,0,3,10,2.78
1366,19,1,2,3,0,3,4,3.75
1367,19,1,2,3,0,3,5,3.38
1368,6,1,4,2,0,2,95,20.46
