,Unnamed: 0,PLSAM,SAMPN,PERNO,PLANO,ORIG_HOME,HHSIZE,DEST_HOME,OTPURP,DTPURP,OTPURP_AGG,DTPURP_AGG,DTPURP2,LTMODE_AGG,MODE_SAMP,TOTTR,TRPDUR,TRPDIST_HN,TRPDUR_HN,OZIP,DZIP,HZIP,DNYC,GEO_GROUP2_O,GEO_GROUP3_O,PMODE,PMODE1,PAMODE,PMODE_R,PMODE_R2,PMODE_R3,WORK_PURP,WORKTRIP,TOD_R,TOD_R1,TOTTR_R,TRPDUR_R,TRIPDIST_R1,TRIPDIST_R2,INCOM_R,HHVEH_R
122983,122983,38700340203,3870034,2,3,0,3,1,9,9,1,1,3,1.0,9.0,1,30,8.2,19.39,11746,11729,11729,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,4.0,5.0,2,3
122984,122984,38700340302,3870034,3,2,1,3,0,3,9,0,1,0,1.0,9.0,1,10,1.59,4.15,11729,11703,11729,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,2.0,3.0,2,3
122985,122985,38700340303,3870034,3,3,0,3,1,9,3,1,0,0,1.0,9.0,1,15,1.59,4.15,11703,11729,11729,0,2,1,19,11,,1,1,1,1,1,3,3,1,2,2.0,3.0,2,3
123012,123012,38704540302,3870454,3,2,1,4,0,3,9,0,1,0,2.1,9.0,2,30,3.55,9.28,11704,11703,11704,0,2,1,19,11,,1,1,1,1,1,2,2,2,3,2.0,3.0,2,2
123013,123013,38704540303,3870454,3,3,0,4,1,9,3,1,0,0,2.2,9.0,2,30,3.55,9.32,11703,11704,11704,0,2,1,17,10,,1,1,1,1,1,4,4,2,3,2.0,3.0,2,2
123020,123020,38704580202,3870458,2,2,1,3,0,3,9,0,1,0,8.1,11.0,1,5,0.93,0.0,11740,11740,11740,0,2,1,23,13,,5,3,97,1,1,1,1,1,1,1.0,1.0,4,2
123021,123021,38704580203,3870458,2,3,0,3,1,9,4,1,10,0,8.1,11.0,1,5,0.93,0.0,11740,11740,11740,0,2,1,23,13,,5,3,97,1,1,3,3,1,1,1.0,1.0,4,2
123024,123024,38705950104,3870595,1,4,1,2,0,3,10,0,1,0,1.0,9.0,1,7,2.88,8.19,11746,11746,11746,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,2.0,3.0,2,2
123025,123025,38705950105,3870595,1,5,0,2,1,10,3,1,0,0,1.0,9.0,1,13,2.88,8.21,11746,11746,11746,0,2,1,19,11,,1,1,1,1,1,3,3,1,2,2.0,3.0,2,2
123086,123086,38714430102,3871443,1,2,1,4,0,3,9,0,1,0,2.1,9.0,2,30,18.37,31.1,11764,11722,11764,0,2,1,19,11,,1,1,1,1,1,1,1,2,3,5.0,6.0,9,2
123087,123087,38714430103,3871443,1,3,0,4,1,9,3,1,0,0,2.1,9.0,2,40,18.31,31.45,11722,11764,11764,0,2,1,19,11,,1,1,1,1,1,3,3,2,3,5.0,6.0,9,2
123104,123104,38718640102,3871864,1,2,1,1,0,3,9,0,1,0,1.0,9.0,1,10,2.41,6.19,11754,11754,11754,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,2.0,3.0,2,1
123105,123105,38718640103,3871864,1,3,0,1,1,9,3,1,0,0,1.0,9.0,1,10,2.41,6.08,11754,11754,11754,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,2.0,3.0,2,1
123131,123131,38723630106,3872363,1,6,1,4,0,3,6,0,4,0,1.0,9.0,1,23,14.12,24.99,11716,11725,11716,0,2,1,19,11,,1,1,1,1,2,3,3,1,3,4.0,5.0,4,2
123132,123132,38723630107,3872363,1,7,0,4,0,6,14,4,1,0,2.1,9.0,2,48,21.35,43.62,11725,11764,11716,0,2,1,19,11,,1,1,1,1,1,3,3,2,4,5.0,6.0,4,2
123133,123133,38723630108,3872363,1,8,0,4,0,14,27,1,8,0,2.1,9.0,2,39,21.86,42.14,11764,11725,11716,0,2,1,19,11,,1,1,1,1,1,4,4,2,3,5.0,6.0,4,2
123134,123134,38723630109,3872363,1,9,0,4,1,27,3,8,0,0,1.0,9.0,1,21,13.75,26.42,11725,11716,11716,0,2,1,19,11,,1,1,1,1,2,4,4,1,3,4.0,5.0,4,2
123135,123135,38723630202,3872363,2,2,1,4,0,3,6,0,4,0,1.0,9.0,1,26,16.84,28.67,11716,11746,11716,0,2,1,19,11,,1,1,1,1,2,1,1,1,3,5.0,6.0,4,2
123136,123136,38723630204,3872363,2,4,0,4,0,6,9,4,1,0,2.1,9.0,2,36,25.82,47.4,11746,11050,11716,0,2,1,19,11,,1,1,1,1,1,1,1,2,3,6.0,6.0,4,2
123137,123137,38723630205,3872363,2,5,0,4,0,9,5,1,4,0,2.1,9.0,2,44,26.27,45.01,11050,11746,11716,0,2,1,19,11,,1,1,1,1,1,3,3,2,3,6.0,6.0,4,2
123138,123138,38723630206,3872363,2,6,0,4,1,5,3,4,0,0,1.0,9.0,1,14,14.48,29.83,11746,11716,11716,0,2,1,19,11,,1,1,1,1,2,3,3,1,2,4.0,5.0,4,2
123147,123147,38724350102,3872435,1,2,1,3,0,3,9,0,1,0,1.0,9.0,1,17,9.27,20.27,11706,11729,11706,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,3.0,4.0,2,3
123148,123148,38724350103,3872435,1,3,0,3,0,9,19,1,6,0,1.0,9.0,1,5,1.62,5.27,11729,11729,11706,0,2,1,19,11,,1,1,1,1,1,3,3,1,1,2.0,3.0,2,3
123149,123149,38724350104,3872435,1,4,0,3,1,19,3,6,0,0,1.0,9.0,1,17,7.53,20.71,11729,11706,11706,0,2,1,19,11,,1,1,1,1,2,3,3,1,2,3.0,4.0,2,3
123150,123150,38724350202,3872435,2,2,1,3,0,3,8,0,6,0,1.0,9.0,1,10,3.09,8.31,11706,11706,11706,0,2,1,19,11,,1,1,1,1,2,1,1,1,2,2.0,3.0,2,3
123151,123151,38724350203,3872435,2,3,0,3,0,8,9,6,1,0,1.0,9.0,1,14,0.95,3.64,11706,11706,11706,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,1.0,2.0,2,3
123152,123152,38724350204,3872435,2,4,0,3,1,9,3,1,0,0,1.0,9.0,1,9,4.03,12.01,11706,11706,11706,0,2,1,19,11,,1,1,1,1,1,3,3,1,1,2.0,3.0,2,3
123376,123376,38746630202,3874663,2,2,1,2,0,3,9,0,1,0,1.0,9.0,1,7,19.87,32.9,11757,11757,11757,0,2,1,19,11,,1,1,1,1,1,1,1,1,1,2.0,3.0,3,2
123377,123377,38746630203,3874663,2,3,0,2,1,9,3,1,0,0,1.0,9.0,1,10,19.94,33.55,11757,11757,11757,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,2.0,3.0,3,2
123378,123378,38746630204,3874663,2,4,1,2,0,3,9,0,1,0,1.0,9.0,1,10,19.87,32.9,11757,11757,11757,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,2.0,3.0,3,2
123379,123379,38746630205,3874663,2,5,0,2,1,9,3,1,0,0,1.0,9.0,1,15,19.94,33.55,11757,11757,11757,0,2,1,19,11,,1,1,1,1,1,3,3,1,2,2.0,3.0,3,2
123380,123380,38747550102,3874755,1,2,1,3,0,3,9,0,1,0,1.0,9.0,1,10,3.3,8.07,11740,11740,11746,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,2.0,3.0,9,2
123381,123381,38747550103,3874755,1,3,0,3,1,9,3,1,0,0,1.0,9.0,1,10,3.3,7.91,11740,11740,11746,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,2.0,3.0,9,2
123382,123382,38747550202,3874755,2,2,1,3,0,3,9,0,1,0,1.0,9.0,1,15,3.94,10.69,11740,11743,11746,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,2.0,3.0,9,2
123383,123383,38747550203,3874755,2,3,0,3,1,9,3,1,0,0,1.0,9.0,1,15,3.94,10.67,11743,11740,11746,0,2,1,19,11,,1,1,1,1,1,4,4,1,2,2.0,3.0,9,2
123393,123393,38748830102,3874883,1,2,1,3,0,3,9,0,1,0,7.1,1.1,1,110,39.04,71.27,11746,10016,11746,1,2,1,6,3,2.0,2,2,2,1,1,1,1,1,5,6.0,6.0,4,2
123394,123394,38748830105,3874883,1,5,0,3,0,9,6,1,4,0,7.1,1.1,1,100,33.59,67.81,10016,11724,11746,0,1,1,6,3,4.0,2,2,2,1,1,2,2,1,5,6.0,6.0,4,2
123395,123395,38748830108,3874883,1,8,0,3,0,6,22,4,6,0,2.1,9.0,2,10,1.91,4.85,11724,11746,11746,0,2,1,19,11,,1,1,1,1,2,3,3,2,2,1.0,2.0,4,2
123396,123396,38748830109,3874883,1,9,0,3,1,22,3,6,0,0,2.1,9.0,2,18,6.13,16.88,11746,11746,11746,0,2,1,19,11,,1,1,1,1,2,3,3,2,2,3.0,4.0,4,2
123433,123433,38749940102,3874994,1,2,1,2,0,3,9,0,1,0,1.0,9.0,1,18,6.54,17.71,11733,11787,11733,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,4.0,5.0,4,3
123434,123434,38749940103,3874994,1,3,0,2,0,9,14,1,1,0,1.0,9.0,1,50,15.19,32.3,11787,11778,11733,0,2,1,19,11,,1,1,1,1,1,2,2,1,4,5.0,6.0,4,3
123435,123435,38749940104,3874994,1,4,0,2,0,14,6,1,4,0,1.0,9.0,1,80,46.01,70.43,11778,11710,11733,0,2,1,19,11,,1,1,1,1,1,3,3,1,4,6.0,6.0,4,3
123436,123436,38749940105,3874994,1,5,0,2,1,6,3,4,0,0,2.1,9.0,3,80,34.87,56.87,11710,11733,11733,0,2,1,19,11,,1,1,1,1,2,3,3,3,4,6.0,6.0,4,3
123437,123437,38749940202,3874994,2,2,1,2,0,3,5,0,4,0,2.1,9.0,3,55,35.31,57.98,11733,11710,11733,0,2,1,19,11,,1,1,1,1,2,2,2,3,4,6.0,6.0,4,3
123438,123438,38749940203,3874994,2,3,0,2,0,5,14,4,1,0,1.0,9.0,1,12,6.44,14.32,11710,11514,11733,0,2,1,19,11,,1,1,1,1,1,3,3,1,2,4.0,5.0,4,3
123439,123439,38749940204,3874994,2,4,0,2,1,14,14,1,1,3,1.0,9.0,1,44,35.9,61.02,11514,11733,11733,0,2,1,19,11,,1,1,1,1,1,4,4,1,3,6.0,6.0,4,3
123458,123458,38752700104,3875270,1,4,1,2,0,3,9,0,1,0,1.0,9.0,1,30,7.79,19.01,11784,11742,11784,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,4.0,5.0,3,2
123459,123459,38752700105,3875270,1,5,0,2,1,9,3,1,0,0,1.0,9.0,1,20,7.79,18.91,11742,11784,11784,0,2,1,19,11,,1,1,1,1,1,5,4,1,3,4.0,5.0,3,2
123460,123460,38752700202,3875270,2,2,1,2,0,3,14,0,1,0,6.1,4.1,1,120,0.0,0.0,11784,10019,11784,1,2,1,12,7,,2,2,2,1,1,1,1,1,5,6.0,6.0,3,2
123461,123461,38752700205,3875270,2,5,0,2,0,14,9,1,1,0,6.1,4.1,1,150,0.0,0.0,10019,11951,11784,0,1,1,12,7,,2,2,2,1,1,3,3,1,5,6.0,6.0,3,2
123462,123462,38752700208,3875270,2,8,0,2,1,9,3,1,0,0,1.0,9.0,1,30,25.0,42.67,11951,11784,11784,0,2,1,19,11,,1,1,1,1,1,4,4,1,3,5.0,6.0,3,2
123596,123596,38763610102,3876361,1,2,1,4,0,3,9,0,1,0,1.0,9.0,1,30,13.45,25.33,11762,11530,11762,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,4.0,5.0,4,2
123597,123597,38763610103,3876361,1,3,0,4,1,9,3,1,0,0,1.0,9.0,1,25,13.19,25.88,11530,11762,11762,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,4.0,5.0,4,2
123642,123642,38765500102,3876550,1,2,1,4,0,3,9,0,1,0,1.0,9.0,1,10,8.76,19.98,11793,11758,11793,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,3.0,4.0,4,3
123643,123643,38765500103,3876550,1,3,0,4,0,9,14,1,1,0,1.0,9.0,1,15,5.96,14.25,11758,11758,11793,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,2.0,3.0,4,3
123644,123644,38765500104,3876550,1,4,0,4,0,14,9,1,1,0,1.0,9.0,1,10,5.92,14.14,11758,11758,11793,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,2.0,3.0,4,3
123645,123645,38765500105,3876550,1,5,0,4,0,9,25,1,9,0,1.0,9.0,1,15,5.2,12.92,11758,11758,11793,0,2,1,19,11,,1,1,1,1,1,3,3,1,2,2.0,3.0,4,3
123646,123646,38765500106,3876550,1,6,0,4,1,25,3,9,0,0,1.0,9.0,1,15,2.76,7.1,11758,11793,11793,0,2,1,19,11,,1,1,1,1,2,4,4,1,2,2.0,3.0,4,3
123647,123647,38765500202,3876550,2,2,1,4,0,3,9,0,1,0,1.0,9.0,1,25,13.59,26.14,11793,11795,11793,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,4,3
123648,123648,38765500203,3876550,2,3,0,4,1,9,3,1,0,0,1.0,9.0,1,40,13.79,26.84,11795,11793,11793,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,5.0,6.0,4,3
123649,123649,38765500302,3876550,3,2,1,4,0,3,25,0,9,0,1.0,9.0,1,15,7.61,14.07,11793,11701,11793,0,2,1,19,11,,1,1,1,1,2,2,2,1,2,4.0,5.0,4,3
123650,123650,38765500303,3876550,3,3,0,4,0,25,9,9,1,0,1.0,9.0,1,15,1.86,4.88,11701,11758,11793,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,2.0,3.0,4,3
123651,123651,38765500304,3876550,3,4,0,4,0,9,27,1,8,0,1.0,9.0,1,30,7.8,15.92,11758,11566,11793,0,2,1,19,11,,1,1,1,1,1,4,4,1,3,4.0,5.0,4,3
123652,123652,38765500305,3876550,3,5,0,4,1,27,3,8,0,0,1.0,9.0,1,30,3.74,9.17,11566,11793,11793,0,2,1,19,11,,1,1,1,1,2,4,4,1,3,2.0,3.0,4,3
123734,123734,38768620202,3876862,2,2,1,2,0,3,9,0,1,10,1.0,9.0,1,20,5.99,13.53,11566,11530,11566,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,3.0,4.0,2,2
123735,123735,38768620203,3876862,2,3,0,2,0,9,21,1,7,0,2.1,9.0,3,10,0.87,0.0,11530,11530,11566,0,2,1,19,11,,1,1,1,1,1,2,2,3,2,2.0,3.0,2,2
123736,123736,38768620204,3876862,2,4,0,2,0,21,9,7,1,10,2.1,9.0,3,10,0.87,0.0,11530,11530,11566,0,2,1,19,11,,1,1,1,1,1,2,2,3,2,2.0,3.0,2,2
123737,123737,38768620205,3876862,2,5,0,2,0,9,16,1,5,0,1.0,9.0,1,25,4.63,12.98,11530,11710,11566,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,3.0,4.0,2,2
123738,123738,38768620206,3876862,2,6,0,2,1,16,3,5,0,0,1.0,9.0,1,15,3.34,7.74,11710,11566,11566,0,2,1,19,11,,1,1,1,1,2,3,3,1,2,2.0,3.0,2,2
123747,123747,38768880202,3876888,2,2,1,4,0,3,9,0,1,10,1.0,9.0,1,30,16.74,33.78,11030,11237,11507,1,2,1,19,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,2,2
123748,123748,38768880203,3876888,2,3,0,4,1,9,1,1,0,3,1.0,9.0,1,30,16.84,34.58,11237,11030,11507,0,1,1,19,11,,1,1,1,1,1,2,2,1,3,5.0,6.0,2,2
123749,123749,38768880204,3876888,2,4,1,4,0,1,14,0,1,0,1.0,9.0,1,5,0.63,0.0,11030,11576,11507,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,2.0,2,2
123750,123750,38768880205,3876888,2,5,0,4,0,14,14,1,1,0,1.0,9.0,1,15,3.95,12.15,11576,11021,11507,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,2.0,3.0,2,2
123751,123751,38768880206,3876888,2,6,0,4,0,14,20,1,6,0,1.0,9.0,1,10,4.09,12.96,11021,11576,11507,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,2.0,3.0,2,2
123752,123752,38768880207,3876888,2,7,0,4,1,20,3,6,0,0,1.0,9.0,1,5,0.63,0.0,11576,11030,11507,0,2,1,19,11,,1,1,1,1,2,3,3,1,1,1.0,2.0,2,2
123792,123792,38773750102,3877375,1,2,1,2,0,3,14,0,1,0,1.0,9.0,1,25,7.77,13.07,11758,11757,11758,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,3.0,4.0,2,3
123793,123793,38773750103,3877375,1,3,0,2,1,14,3,1,0,0,1.0,9.0,1,40,7.27,13.96,11757,11758,11758,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,3.0,4.0,2,3
123794,123794,38773750202,3877375,2,2,1,2,0,3,14,0,1,0,1.0,9.0,2,20,6.61,16.13,11758,11801,11758,0,2,1,18,11,,1,1,1,1,1,1,1,2,3,4.0,5.0,2,3
123795,123795,38773750203,3877375,2,3,0,2,1,14,3,1,0,0,1.0,9.0,1,30,7.23,15.26,11801,11758,11758,0,2,1,18,11,,1,1,1,1,1,4,4,1,3,4.0,5.0,2,3
123842,123842,38775650102,3877565,1,2,1,6,0,3,9,0,1,0,7.0,1.0,1,95,0.0,0.0,11516,10019,11559,1,2,1,6,3,4.0,2,2,2,1,1,1,1,1,5,5.0,6.0,4,3
123843,123843,38775650107,3877565,1,7,0,6,1,9,3,1,0,0,7.0,1.0,1,90,0.0,0.0,10019,11516,11559,0,1,1,6,3,4.0,2,2,2,1,1,3,3,1,5,5.0,6.0,4,3
124011,124011,38786070102,3878607,1,2,1,2,0,3,9,0,1,10,1.0,9.0,1,6,1.75,4.71,11545,11545,11545,0,2,1,19,11,,1,1,1,1,1,1,1,1,1,1.0,1.0,2,2
124012,124012,38786070103,3878607,1,3,0,2,1,9,3,1,0,0,1.0,9.0,1,6,1.75,4.73,11545,11545,11545,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,1.0,2,2
124013,124013,38786070104,3878607,1,4,1,2,0,3,9,0,1,10,1.0,9.0,1,5,1.75,4.71,11545,11545,11545,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,1.0,2,2
124014,124014,38786070105,3878607,1,5,0,2,1,9,3,1,0,0,1.0,9.0,1,6,1.75,4.73,11545,11545,11545,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,1.0,2,2
124034,124034,38787590102,3878759,1,2,1,3,0,3,9,0,1,0,1.0,9.0,1,58,36.32,60.18,11545,11733,11545,0,2,1,19,11,,1,1,1,1,1,1,1,1,4,6.0,6.0,4,3
124035,124035,38787590103,3878759,1,3,0,3,0,9,21,1,7,0,1.0,9.0,1,4,3.45,9.1,11733,11755,11545,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,2.0,3.0,4,3
124036,124036,38787590104,3878759,1,4,0,3,0,21,9,7,1,0,1.0,9.0,1,2,3.45,8.61,11755,11733,11545,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,2.0,3.0,4,3
124037,124037,38787590105,3878759,1,5,0,3,1,9,3,1,0,0,1.0,9.0,1,65,36.33,59.86,11733,11545,11545,0,2,1,19,11,,1,1,1,1,1,3,3,1,4,6.0,6.0,4,3
124038,124038,38787590202,3878759,2,2,1,3,0,3,9,0,1,0,1.0,9.0,1,30,13.8,28.03,11545,11756,11545,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,4,3
124039,124039,38787590203,3878759,2,3,0,3,0,9,19,1,6,0,1.0,9.0,1,35,12.69,25.71,11756,11576,11545,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,4.0,5.0,4,3
124040,124040,38787590204,3878759,2,4,0,3,0,19,16,6,5,0,1.0,9.0,1,10,0.6,0.0,11576,11545,11545,0,2,1,19,11,,1,1,1,1,2,3,3,1,2,1.0,1.0,4,3
124041,124041,38787590205,3878759,2,5,0,3,0,16,19,5,6,0,1.0,9.0,1,10,3.82,10.24,11545,11579,11545,0,2,1,19,11,,1,1,1,1,2,3,3,1,2,2.0,3.0,4,3
124042,124042,38787590206,3878759,2,6,0,3,1,19,3,6,0,0,1.0,9.0,1,10,2.2,5.48,11579,11545,11545,0,2,1,19,11,,1,1,1,1,2,3,3,1,2,2.0,3.0,4,3
124111,124111,38793620102,3879362,1,2,1,2,0,3,9,0,1,0,1.0,9.0,1,30,15.59,29.44,11793,11576,11793,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,4,3
124112,124112,38793620103,3879362,1,3,0,2,0,9,17,1,5,0,1.0,9.0,1,30,11.08,23.94,11576,11801,11793,0,2,1,19,11,,1,1,1,1,1,4,4,1,3,4.0,5.0,4,3
124113,124113,38793620104,3879362,1,4,0,2,1,17,3,5,0,0,1.0,9.0,1,15,6.27,14.64,11801,11793,11793,0,2,1,19,11,,1,1,1,1,2,4,4,1,2,3.0,4.0,4,3
124114,124114,38793620202,3879362,2,2,1,2,0,3,9,0,1,10,1.0,9.0,1,30,10.37,20.14,11793,11747,11793,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,4.0,5.0,4,3
124115,124115,38793620203,3879362,2,3,0,2,1,9,3,1,0,0,1.0,9.0,1,15,10.32,20.79,11747,11793,11793,0,2,1,19,11,,1,1,1,1,1,3,3,1,2,4.0,5.0,4,3
124141,124141,38796070102,3879607,1,2,1,5,0,3,14,0,1,0,7.0,1.0,1,210,0.0,0.0,11577,0,11577,0,2,1,6,3,4.0,2,2,2,1,1,1,1,1,5,6.0,6.0,4,2
124142,124142,38796070202,3879607,2,2,1,5,0,3,9,0,1,0,7.0,1.0,1,60,11.94,25.4,11577,11432,11577,1,2,1,6,3,4.0,2,2,2,1,1,1,1,1,4,5.0,6.0,4,2
124143,124143,38796070205,3879607,2,5,0,5,1,9,3,1,0,0,7.0,1.0,1,60,12.05,26.06,11432,11577,11577,0,1,1,6,3,4.0,2,2,2,1,1,3,3,1,4,5.0,6.0,4,2
124156,124156,38797500202,3879750,2,2,1,3,0,3,14,0,1,0,1.0,9.0,1,19,9.96,20.67,11783,11530,11783,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,4.0,5.0,4,2
124157,124157,38797500203,3879750,2,3,0,3,1,14,3,1,0,0,1.0,9.0,1,20,9.94,20.09,11530,11783,11783,0,2,1,19,11,,1,1,1,1,1,4,4,1,3,4.0,5.0,4,2
124158,124158,38797500302,3879750,3,2,1,3,0,3,9,0,1,0,1.0,9.0,1,20,7.18,11.9,11783,11590,11783,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,4.0,5.0,4,2
124159,124159,38797500303,3879750,3,3,0,3,0,9,25,1,9,0,1.0,9.0,1,9,2.91,7.09,11590,11756,11783,0,2,1,19,11,,1,1,1,1,1,3,3,1,1,2.0,3.0,4,2
124160,124160,38797500304,3879750,3,4,0,3,1,25,3,9,0,0,1.0,9.0,1,26,5.75,10.5,11756,11783,11783,0,2,1,19,11,,1,1,1,1,2,3,3,1,3,3.0,4.0,4,2
124206,124206,38805870102,3880587,1,2,1,1,0,3,9,0,1,0,1.0,9.0,1,45,16.73,38.93,11561,11208,11561,1,2,1,19,11,,1,1,1,1,1,1,1,1,4,5.0,6.0,3,1
124207,124207,38805870103,3880587,1,3,0,1,1,9,3,1,0,0,1.0,9.0,1,45,16.76,38.17,11208,11561,11561,0,1,1,19,11,,1,1,1,1,1,3,3,1,4,5.0,6.0,3,1
124234,124234,38809720302,3880972,3,2,1,4,0,3,12,0,2,0,1.0,9.0,1,20,6.6,21.97,11581,11530,11581,0,2,1,19,11,,1,1,1,1,2,2,2,1,3,4.0,5.0,2,3
124235,124235,38809720303,3880972,3,3,0,4,0,12,13,2,9,0,1.0,9.0,1,25,2.49,8.89,11530,11550,11581,0,2,1,19,11,,1,1,1,1,2,2,2,1,3,2.0,3.0,2,3
124236,124236,38809720304,3880972,3,4,0,4,0,13,9,9,1,0,1.0,9.0,1,27,5.92,17.65,11550,11581,11581,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,4.0,5.0,2,3
124237,124237,38809720305,3880972,3,5,0,4,1,9,3,1,0,0,1.0,9.0,1,6,0.37,0.0,11581,11581,11581,0,2,1,19,11,,1,1,1,1,1,4,4,1,1,1.0,1.0,2,3
124238,124238,38809720402,3880972,4,2,1,4,0,3,9,0,1,10,1.0,9.0,1,30,11.69,27.78,11581,11793,11581,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,2,3
124239,124239,38809720403,3880972,4,3,0,4,1,9,3,1,0,0,1.0,9.0,1,35,11.06,27.6,11793,11581,11581,0,2,1,19,11,,1,1,1,1,1,4,4,1,3,5.0,6.0,2,3
124302,124302,38814240102,3881424,1,2,1,2,0,3,16,0,5,0,1.0,9.0,1,5,0.77,0.0,11803,11803,11803,0,2,1,19,11,,1,1,1,1,2,1,1,1,1,1.0,1.0,2,2
124303,124303,38814240103,3881424,1,3,0,2,0,16,9,5,1,0,1.0,9.0,1,4,0.77,0.0,11803,11803,11803,0,2,1,19,11,,1,1,1,1,1,1,1,1,1,1.0,2.0,2,2
124304,124304,38814240104,3881424,1,4,0,2,0,9,21,1,7,0,1.0,9.0,1,7,1.54,6.08,11803,11803,11803,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,2.0,3.0,2,2
124305,124305,38814240105,3881424,1,5,0,2,0,21,9,7,1,0,1.0,9.0,1,7,1.54,6.07,11803,11803,11803,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,2.0,3.0,2,2
124306,124306,38814240106,3881424,1,6,0,2,1,9,3,1,0,0,1.0,9.0,1,6,0.77,0.0,11803,11803,11803,0,2,1,19,11,,1,1,1,1,1,3,3,1,1,1.0,2.0,2,2
125215,125215,38934050102,3893405,1,2,1,3,0,3,14,0,1,0,1.0,9.0,1,90,45.65,70.75,11725,10040,11787,1,2,1,19,11,,1,1,1,1,1,1,1,1,5,6.0,6.0,3,3
125216,125216,38934050103,3893405,1,3,0,3,0,14,19,1,6,0,1.0,9.0,1,111,43.88,66.7,10040,11725,11787,0,1,1,19,11,,1,1,1,1,1,2,2,1,5,6.0,6.0,3,3
125217,125217,38934050104,3893405,1,4,0,3,1,19,1,6,0,0,1.0,9.0,1,11,2.01,5.24,11725,11725,11787,0,2,1,19,11,,1,1,1,1,2,2,2,1,2,2.0,3.0,3,3
125222,125222,38934050202,3893405,2,2,1,3,0,3,16,0,5,0,1.0,9.0,1,15,4.55,10.7,11725,11725,11787,0,2,1,19,11,,1,1,1,1,2,1,1,1,2,3.0,4.0,3,3
125223,125223,38934050203,3893405,2,3,0,3,0,16,9,5,1,0,1.0,9.0,1,15,2.48,6.75,11725,11725,11787,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,1.0,2.0,3,3
125224,125224,38934050204,3893405,2,4,0,3,1,9,3,1,0,0,1.0,9.0,1,15,4.49,10.62,11725,11725,11787,0,2,1,19,11,,1,1,1,1,1,3,3,1,2,3.0,4.0,3,3
125227,125227,38934050302,3893405,3,2,1,3,0,3,9,0,1,0,1.0,9.0,1,75,45.45,69.68,11725,11105,11787,1,2,1,19,11,,1,1,1,1,1,1,1,1,4,6.0,6.0,3,3
125228,125228,38934050303,3893405,3,3,0,3,0,9,14,1,1,0,1.0,9.0,1,30,6.9,18.23,11105,11356,11787,1,1,1,19,11,,1,1,1,1,1,2,2,1,3,3.0,4.0,3,3
125229,125229,38934050304,3893405,3,4,0,3,0,14,21,1,7,0,1.0,9.0,1,5,0.45,0.0,11356,11356,11787,1,1,1,19,11,,1,1,1,1,1,3,3,1,1,1.0,1.0,3,3
125230,125230,38934050305,3893405,3,5,0,3,1,21,3,7,0,0,1.0,9.0,1,65,39.15,61.09,11356,11725,11787,0,1,1,19,11,,1,1,1,1,2,3,3,1,4,6.0,6.0,3,3
