,Unnamed: 0,Unnamed: 0.1,PLSAM,SAMPN,PERNO,PLANO,ORIG_HOME,HHSIZE,DEST_HOME,DTPURP,DTPURP2,LTMODE_AGG,TOTTR,TRPDUR,TRPDIST_HN,OZIP,DNYC,PMODE,TOTTR_R,INCOM_R,HHVEH_R
583,21620,21620,31763260102,3176326,1,2,1,1,0,9,0,1.0,1,20,10.01,11725,0,19,1,9,2
584,21621,21621,31763260103,3176326,1,3,0,1,0,21,0,2.1,2,30,15.21,11747,0,19,2,9,2
585,21622,21622,31763260104,3176326,1,4,0,1,0,9,0,1.0,1,30,14.94,11040,0,19,1,9,2
586,21623,21623,31763260105,3176326,1,5,0,1,1,3,0,1.0,1,20,10.11,11747,0,19,1,9,2
587,21697,21697,31765620102,3176562,1,2,1,3,0,27,0,1.0,1,61,0.5,11722,0,19,1,2,3
588,21698,21698,31765620103,3176562,1,3,0,3,0,9,0,1.0,1,7,2.64,11788,0,19,1,2,3
589,21699,21699,31765620104,3176562,1,4,0,3,0,21,0,1.0,1,8,4.04,11788,0,19,1,2,3
590,21700,21700,31765620105,3176562,1,5,0,3,0,9,0,1.0,1,11,4.04,11788,0,19,1,2,3
591,21701,21701,31765620106,3176562,1,6,0,3,1,3,0,1.0,1,7,2.63,11788,0,19,1,2,3
592,21702,21702,31765620202,3176562,2,2,1,3,0,9,0,1.0,1,20,10.54,11722,0,19,1,2,3
593,21703,21703,31765620203,3176562,2,3,0,3,0,19,0,1.0,1,24,9.16,11731,0,19,1,2,3
594,21704,21704,31765620204,3176562,2,4,0,3,1,3,0,1.0,1,28,5.3,11787,0,19,1,2,3
595,21826,21826,31769900202,3176990,2,2,1,3,0,9,0,1.0,1,30,12.99,11746,0,19,1,4,3
596,21827,21827,31769900203,3176990,2,3,0,3,1,3,0,1.0,1,30,11.93,11722,0,19,1,4,3
597,21830,21830,31770710102,3177071,1,2,1,2,0,9,0,1.0,1,8,1.2,11801,0,19,1,2,1
598,21831,21831,31770710103,3177071,1,3,0,2,0,9,0,1.0,1,24,4.12,11801,0,19,1,2,1
599,21832,21832,31770710104,3177071,1,4,0,2,1,3,0,1.0,1,16,4.79,11803,0,19,1,2,1
600,21833,21833,31770710202,3177071,2,2,1,2,0,10,0,7.0,1,135,26.44,11801,1,6,1,2,1
601,21873,21873,31771760102,3177176,1,2,1,2,0,14,0,1.0,1,45,9.12,11756,0,19,1,4,3
602,21874,21874,31771760103,3177176,1,3,0,2,1,3,0,1.0,1,65,9.35,11040,0,19,1,4,3
603,22512,22512,31799390202,3179939,2,2,1,2,0,9,0,1.0,1,38,18.92,11510,0,19,1,4,2
604,22513,22513,31799390203,3179939,2,3,0,2,1,3,0,1.0,1,33,18.68,11050,0,19,1,4,2
605,22585,22585,31801870102,3180187,1,2,1,1,0,9,0,1.0,1,3,1.18,11796,0,19,1,3,2
606,22586,22586,31801870103,3180187,1,3,0,1,0,23,0,1.0,1,7,0.58,11782,0,19,1,3,2
607,22587,22587,31801870104,3180187,1,4,0,1,0,16,19,1.0,1,4,0.58,11782,0,19,1,3,2
608,22588,22588,31801870105,3180187,1,5,0,1,1,3,19,1.0,1,11,1.18,11782,0,19,1,3,2
609,22976,22976,31817970106,3181797,1,6,1,5,0,14,0,1.0,1,60,35.24,11705,0,19,1,4,3
610,22977,22977,31817970107,3181797,1,7,0,5,1,3,0,1.0,1,60,35.99,11530,0,19,1,4,3
611,22978,22978,31817970202,3181797,2,2,1,5,0,9,0,2.2,2,60,28.6,11705,0,17,2,4,3
612,22979,22979,31817970203,3181797,2,3,0,5,1,3,0,2.2,2,70,27.71,11791,0,17,2,4,3
613,22980,22980,31817970302,3181797,3,2,1,5,0,9,0,1.0,1,32,21.35,11705,0,19,1,4,3
614,22981,22981,31817970303,3181797,3,3,0,5,1,3,0,1.0,1,39,21.31,11757,0,19,1,4,3
615,22982,22982,31817970402,3181797,4,2,1,5,0,5,0,2.1,2,7,1.7,11705,0,19,2,4,3
616,22983,22983,31817970403,3181797,4,3,0,5,0,9,0,1.0,1,12,4.0,11705,0,19,1,4,3
617,22984,22984,31817970404,3181797,4,4,0,5,1,3,0,1.0,1,13,3.2,11741,0,19,1,4,3
618,23211,23211,31827600102,3182760,1,2,1,6,0,9,0,7.1,1,74,40.88,11757,1,6,1,3,3
619,23213,23213,31827600202,3182760,2,2,1,6,0,9,10,1.0,1,10,5.2,11757,0,19,1,3,3
620,23214,23214,31827600203,3182760,2,3,0,6,0,5,0,1.0,1,8,3.49,11735,0,19,1,3,3
621,23215,23215,31827600204,3182760,2,4,0,6,1,3,0,1.0,1,10,1.88,11701,0,19,1,3,3
622,23226,23226,31827600402,3182760,4,2,1,6,0,9,10,2.2,2,13,2.34,11757,0,17,2,3,3
623,23227,23227,31827600403,3182760,4,3,0,6,1,3,0,2.2,2,10,2.34,11758,0,17,2,3,3
624,23360,23360,31833510102,3183351,1,2,1,1,0,9,0,1.0,1,30,14.19,11754,0,19,1,2,1
625,23361,23361,31833510103,3183351,1,3,0,1,0,16,0,1.0,1,25,14.73,11777,0,19,1,2,1
626,23362,23362,31833510104,3183351,1,4,0,1,1,3,0,1.0,1,7,0.58,11787,0,19,1,2,1
627,23461,23461,31836780102,3183678,1,2,1,1,0,9,0,1.0,1,85,66.46,11968,0,19,1,3,2
628,23462,23462,31836780103,3183678,1,3,0,1,0,16,0,1.0,1,20,5.88,11568,0,19,1,3,2
629,23463,23463,31836780104,3183678,1,4,0,1,1,3,0,1.0,1,70,62.67,11803,0,19,1,3,2
630,23508,23508,31839790104,3183979,1,4,1,3,0,9,0,1.0,1,20,0.0,11747,0,19,1,4,3
631,23509,23509,31839790105,3183979,1,5,0,3,1,3,0,1.0,1,25,0.0,11545,0,19,1,4,3
632,23519,23519,31839830109,3183983,1,9,1,2,0,9,0,1.0,1,11,4.68,11580,1,19,1,4,2
633,23682,23682,31848050102,3184805,1,2,1,3,0,9,0,1.0,1,16,15.77,11743,0,19,1,2,2
634,23683,23683,31848050103,3184805,1,3,0,3,0,14,0,2.2,2,91,17.39,11576,0,17,2,2,2
635,23684,23684,31848050104,3184805,1,4,0,3,0,14,0,2.2,2,12,2.49,11557,0,17,2,2,2
636,23685,23685,31848050105,3184805,1,5,0,3,0,14,0,2.2,2,93,18.64,11580,0,17,2,2,2
637,23686,23686,31848050106,3184805,1,6,0,3,0,9,0,2.2,2,52,3.79,11545,0,17,2,2,2
638,23687,23687,31848050107,3184805,1,7,0,3,1,3,0,1.0,1,22,19.11,11576,0,19,1,2,2
639,23799,23799,31852490302,3185249,3,2,1,3,0,14,0,1.0,1,30,10.09,11801,0,19,1,1,1
640,23800,23800,31852490303,3185249,3,3,0,3,0,25,0,1.0,1,30,5.01,11530,0,19,1,1,1
641,23801,23801,31852490304,3185249,3,4,0,3,0,17,0,1.0,1,30,6.96,11756,0,19,1,1,1
642,23802,23802,31852490305,3185249,3,5,0,3,1,3,0,1.0,1,15,0.83,11803,0,19,1,1,1
643,23912,23912,31855510202,3185551,2,2,1,2,0,9,0,1.0,1,11,5.61,11727,0,19,1,2,2
644,23913,23913,31855510203,3185551,2,3,0,2,0,96,0,1.0,1,376,0.94,11776,0,19,1,2,2
645,23914,23914,31855510204,3185551,2,4,0,2,1,3,0,1.0,1,15,5.61,11776,0,19,1,2,2
646,23915,23915,31855630102,3185563,1,2,1,3,0,9,10,1.0,1,26,8.15,11776,0,19,1,4,3
647,23916,23916,31855630103,3185563,1,3,0,3,0,16,17,1.0,1,18,6.29,11780,0,19,1,4,3
648,23917,23917,31855630104,3185563,1,4,0,3,1,3,0,1.0,1,13,3.67,11720,0,19,1,4,3
649,23934,23934,31856330102,3185633,1,2,1,4,0,9,0,1.0,1,45,11.81,11575,1,19,1,3,2
650,23942,23942,31856470102,3185647,1,2,1,1,0,19,0,1.0,1,3,0.38,11803,0,19,1,2,1
651,23943,23943,31856470103,3185647,1,3,0,1,0,14,0,1.0,1,20,7.95,11803,0,19,1,2,1
652,23944,23944,31856470104,3185647,1,4,0,1,0,9,0,1.0,1,4,2.28,11746,0,19,1,2,1
653,23945,23945,31856470105,3185647,1,5,0,1,1,3,0,1.0,1,20,7.35,11743,0,19,1,2,1
654,24031,24031,31859180202,3185918,2,2,1,2,0,6,0,1.0,1,8,2.91,11756,0,19,1,9,3
655,24032,24032,31859180203,3185918,2,3,0,2,0,21,0,2.1,2,5,1.6,11756,0,19,2,9,3
656,24033,24033,31859180204,3185918,2,4,0,2,0,5,0,2.1,2,15,2.91,11801,0,19,2,9,3
657,24034,24034,31859180205,3185918,2,5,0,2,0,9,0,1.0,1,29,5.75,11756,0,19,1,9,3
658,24035,24035,31859180206,3185918,2,6,0,2,1,3,0,1.0,1,30,6.55,11590,0,19,1,9,3
659,24045,24045,31861290102,3186129,1,2,1,4,0,9,0,2.2,2,10,2.42,11590,0,17,2,2,3
660,24046,24046,31861290103,3186129,1,3,0,4,0,10,14,1.0,1,18,12.55,11801,0,19,1,2,3
661,24047,24047,31861290104,3186129,1,4,0,4,0,9,0,1.0,1,30,12.06,11758,0,19,1,2,3
662,24048,24048,31861290105,3186129,1,5,0,4,0,10,14,2.2,2,90,28.42,11801,1,17,2,2,3
663,24050,24050,31861290107,3186129,1,7,0,4,1,3,0,2.2,2,5,2.42,11801,0,17,2,2,3
664,24051,24051,31861290202,3186129,2,2,1,4,0,9,0,2.1,2,10,2.42,11590,0,19,2,2,3
665,24052,24052,31861290203,3186129,2,3,0,4,0,10,14,2.1,2,90,28.42,11801,1,19,2,2,3
666,24054,24054,31861290205,3186129,2,5,0,4,1,3,0,2.1,2,5,2.42,11801,0,19,2,2,3
667,24122,24122,31864250102,3186425,1,2,1,4,0,9,0,1.0,1,7,2.01,11740,0,19,1,4,2
668,24123,24123,31864250103,3186425,1,3,0,4,1,3,0,1.0,1,10,2.01,11743,0,19,1,4,2
669,24131,24131,31864250402,3186425,4,2,1,4,0,5,0,2.1,2,5,2.01,11740,0,19,2,4,2
670,24132,24132,31864250403,3186425,4,3,0,4,0,9,0,1.0,1,54,25.94,11740,0,19,1,4,2
671,24133,24133,31864250404,3186425,4,4,0,4,1,3,0,1.0,1,60,22.17,11030,0,19,1,4,2
672,24145,24145,31865270102,3186527,1,2,1,4,0,9,10,1.0,1,17,0.0,11727,0,19,1,4,2
673,24146,24146,31865270103,3186527,1,3,0,4,0,8,0,1.0,1,5,0.77,11776,0,19,1,4,2
674,24147,24147,31865270104,3186527,1,4,0,4,1,3,0,1.0,1,18,0.0,11776,0,19,1,4,2
675,24388,24388,31877850202,3187785,2,2,1,3,0,9,0,7.1,1,120,0.0,11733,1,6,1,4,2
676,24396,24396,31878060102,3187806,1,2,1,4,0,5,0,2.1,2,30,5.69,11563,0,19,2,4,2
677,24397,24397,31878060103,3187806,1,3,0,4,0,9,0,1.0,1,5,2.1,11096,1,19,1,4,2
678,24399,24399,31878060105,3187806,1,5,0,4,1,3,0,2.1,2,35,5.82,11096,0,19,2,4,2
679,24402,24402,31878060202,3187806,2,2,1,4,0,5,0,2.1,2,10,2.23,11563,0,19,2,4,2
680,24403,24403,31878060203,3187806,2,3,0,4,0,9,0,1.0,1,25,8.81,11518,0,19,1,4,2
681,24404,24404,31878060204,3187806,2,4,0,4,1,3,0,1.0,1,30,6.47,11530,0,19,1,4,2
682,24527,24527,31884700202,3188470,2,2,1,2,0,9,0,7.1,1,80,0.0,11710,1,6,1,9,2
683,24571,24571,31887790102,3188779,1,2,1,1,0,14,0,1.0,1,20,6.27,11776,0,19,1,2,1
684,24572,24572,31887790103,3188779,1,3,0,1,0,9,0,1.0,1,5,0.8,11755,0,19,1,2,1
685,24573,24573,31887790104,3188779,1,4,0,1,1,3,0,1.0,1,30,6.24,11755,0,19,1,2,1
686,24596,24596,31889510102,3188951,1,2,1,3,0,9,0,1.0,1,69,33.29,11706,0,19,1,4,2
687,24597,24597,31889510103,3188951,1,3,0,3,0,6,0,1.0,1,55,32.99,11096,0,19,1,4,2
688,24598,24598,31889510104,3188951,1,4,0,3,1,3,0,2.1,2,9,1.4,11706,0,19,2,4,2
689,24599,24599,31889510202,3188951,2,2,1,3,0,5,0,2.1,2,2,1.4,11706,0,19,2,4,2
690,24600,24600,31889510203,3188951,2,3,0,3,0,9,0,1.0,1,40,39.58,11706,1,19,1,4,2
691,24681,24681,31894040204,3189404,2,4,1,2,0,17,0,1.0,1,7,1.11,11757,0,19,1,2,2
692,24682,24682,31894040205,3189404,2,5,0,2,0,9,0,1.0,1,24,0.0,11757,0,19,1,2,2
693,24683,24683,31894040206,3189404,2,6,0,2,1,3,0,1.0,1,23,0.0,11735,0,19,1,2,2
694,24801,24801,31899860102,3189986,1,2,1,1,0,22,0,1.0,1,30,8.09,11704,0,19,1,2,1
695,24802,24802,31899860103,3189986,1,3,0,1,0,9,0,1.0,1,23,13.38,11762,0,19,1,2,1
696,24803,24803,31899860104,3189986,1,4,0,1,0,20,0,1.0,1,24,0.0,11706,0,19,1,2,1
697,24804,24804,31899860105,3189986,1,5,0,1,0,27,0,1.0,1,19,0.0,11747,0,19,1,2,1
698,24805,24805,31899860106,3189986,1,6,0,1,1,3,0,1.0,1,35,14.47,11746,0,19,1,2,1
699,25127,25127,31915850102,3191585,1,2,1,1,0,9,0,2.2,2,20,2.64,11520,0,17,2,9,0
700,25128,25128,31915850103,3191585,1,3,0,1,1,3,0,2.2,2,25,2.55,11570,0,17,2,9,0
701,25164,25164,31916930102,3191693,1,2,1,1,0,9,0,2.1,2,30,22.84,11718,0,19,2,2,1
702,25165,25165,31916930103,3191693,1,3,0,1,1,3,0,2.1,2,30,23.14,11719,0,19,2,2,1
703,25166,25166,31917060102,3191706,1,2,1,5,0,9,0,7.2,2,115,44.24,11717,1,6,2,3,1
704,25170,25170,31917060204,3191706,2,4,1,5,0,9,0,1.0,1,20,4.35,11717,0,19,1,3,1
705,25171,25171,31917060205,3191706,2,5,0,5,0,6,0,1.0,1,19,3.38,11788,0,19,1,3,1
706,25172,25172,31917060206,3191706,2,6,0,5,1,3,0,2.1,2,15,3.03,11717,0,19,2,3,1
707,25183,25183,31918970102,3191897,1,2,1,1,0,14,0,1.0,1,15,3.91,11791,0,19,1,9,2
708,25184,25184,31918970103,3191897,1,3,0,1,0,14,0,1.0,1,20,5.07,11803,0,19,1,9,2
709,25185,25185,31918970104,3191897,1,4,0,1,0,21,0,1.0,1,5,1.41,11747,0,19,1,9,2
710,25186,25186,31918970105,3191897,1,5,0,1,1,1,3,1.0,1,20,7.36,11747,0,19,1,9,2
711,25284,25284,31923000102,3192300,1,2,1,2,0,14,0,1.0,1,15,3.76,11756,0,19,1,4,3
712,25285,25285,31923000103,3192300,1,3,0,2,0,14,0,1.0,1,20,3.9,11756,0,19,1,4,3
713,25286,25286,31923000104,3192300,1,4,0,2,0,14,0,1.0,1,20,4.49,11554,0,19,1,4,3
714,25287,25287,31923000105,3192300,1,5,0,2,0,14,0,1.0,1,20,4.56,11783,0,19,1,4,3
715,25288,25288,31923000106,3192300,1,6,0,2,0,27,0,1.0,1,15,2.4,11756,0,19,1,4,3
716,25289,25289,31923000107,3192300,1,7,0,2,0,16,0,1.0,1,15,2.5,11554,0,19,1,4,3
717,25290,25290,31923000108,3192300,1,8,0,2,0,19,0,1.0,1,15,2.51,11793,0,19,1,4,3
718,25291,25291,31923000109,3192300,1,9,0,2,1,3,0,1.0,1,15,1.69,11756,0,19,1,4,3
719,25362,25362,31926990102,3192699,1,2,1,1,0,9,0,1.0,1,70,28.71,11701,1,19,1,3,1
720,25441,25441,31929450102,3192945,1,2,1,3,0,5,0,2.1,2,14,2.79,11530,0,19,2,4,3
721,25442,25442,31929450103,3192945,1,3,0,3,0,16,0,1.0,1,11,3.68,11501,0,19,1,4,3
722,25443,25443,31929450104,3192945,1,4,0,3,0,19,0,1.0,1,3,1.14,11530,0,19,1,4,3
723,25444,25444,31929450105,3192945,1,5,0,3,0,9,0,1.0,1,50,3.95,11040,1,19,1,4,3
724,25451,25451,31929450112,3192945,1,12,0,3,1,3,0,1.0,1,5,0.78,11040,0,19,1,4,3
725,25456,25456,31929450202,3192945,2,2,1,3,0,9,0,7.0,1,75,0.0,11530,1,6,1,4,3
726,25546,25546,31934080102,3193408,1,2,1,6,0,9,0,1.0,1,77,32.8,11789,0,19,1,3,2
727,25547,25547,31934080103,3193408,1,3,0,6,1,3,0,1.0,1,57,33.74,11747,0,19,1,3,2
728,25637,25637,31937280202,3193728,2,2,1,3,0,9,0,7.1,1,119,39.96,11704,1,6,1,3,2
729,25641,25641,31937510102,3193751,1,2,1,3,0,9,0,7.1,1,110,28.89,11575,1,6,1,4,2
730,25643,25643,31937510111,3193751,1,11,0,3,1,3,0,1.0,1,15,2.37,11520,0,19,1,4,2
731,25887,25887,31949190102,3194919,1,2,1,2,0,9,0,7.1,1,100,58.62,11772,1,6,1,4,2
732,25918,25918,31950390202,3195039,2,2,1,2,0,9,0,1.0,1,26,15.15,11793,0,19,1,3,2
733,25919,25919,31950390203,3195039,2,3,0,2,1,3,0,1.0,1,51,14.56,11576,0,19,1,3,2
734,26133,26133,31963740102,3196374,1,2,1,2,0,5,0,2.1,2,4,1.32,11559,1,19,2,3,1
735,26465,26465,31992190102,3199219,1,2,1,4,0,9,10,1.0,1,60,32.26,11715,0,19,1,4,3
736,26466,26466,31992190103,3199219,1,3,0,4,1,3,0,1.0,1,60,31.93,11554,0,19,1,4,3
737,26554,26554,32009920102,3200992,1,2,1,5,0,9,10,2.2,3,7,1.63,11021,0,17,3,4,1
738,26555,26555,32009920103,3200992,1,3,0,5,1,3,0,10.0,1,15,1.63,11021,0,5,1,4,1
739,26573,26573,32014010102,3201401,1,2,1,1,0,9,0,1.0,1,24,10.65,11953,0,19,1,2,1
740,26574,26574,32014010104,3201401,1,4,0,1,1,3,0,1.0,1,21,10.78,11792,0,19,1,2,1
741,26585,26585,32015160102,3201516,1,2,1,2,0,9,0,1.0,1,23,9.25,11714,0,19,1,4,2
742,26586,26586,32015160103,3201516,1,3,0,2,1,3,0,1.0,1,18,7.84,11757,0,19,1,4,2
743,26587,26587,32015160202,3201516,2,2,1,2,0,9,0,1.0,1,7,2.08,11714,0,19,1,4,2
744,26588,26588,32015160203,3201516,2,3,0,2,1,3,0,1.0,1,9,2.08,11714,0,19,1,4,2
745,26593,26593,32016860102,3201686,1,2,1,2,0,9,0,1.0,1,5,8.77,11937,0,19,1,4,2
746,26594,26594,32016860103,3201686,1,3,0,2,1,1,2,1.0,1,5,8.77,11963,0,19,1,4,2
747,26599,26599,32016860202,3201686,2,2,1,2,0,9,10,1.0,1,7,2.72,11937,0,19,1,4,2
748,26600,26600,32016860203,3201686,2,3,0,2,1,3,0,1.0,1,5,2.72,11963,0,19,1,4,2
749,26601,26601,32016860204,3201686,2,4,1,2,0,9,10,1.0,1,8,2.72,11937,0,19,1,4,2
750,26602,26602,32016860205,3201686,2,5,0,2,0,19,0,1.0,1,11,8.77,11963,0,19,1,4,2
751,26603,26603,32016860206,3201686,2,6,0,2,1,2,3,1.0,1,15,8.77,11963,0,19,1,4,2
752,27104,27104,32072170103,3207217,1,3,1,1,0,17,0,1.0,1,5,0.0,11768,0,19,1,4,1
753,27105,27105,32072170104,3207217,1,4,0,1,0,19,0,1.0,1,3,0.0,11768,0,19,1,4,1
754,27106,27106,32072170105,3207217,1,5,0,1,0,14,0,1.0,1,36,21.84,11768,0,19,1,4,1
755,27107,27107,32072170106,3207217,1,6,0,1,1,3,0,1.0,1,43,0.0,11772,0,19,1,4,1
756,27142,27142,32082660102,3208266,1,2,1,2,0,9,0,7.1,2,102,44.33,11717,1,6,2,3,1
757,27144,27144,32082660109,3208266,1,9,0,2,1,3,0,2.1,2,12,1.61,11717,0,19,2,3,1
758,27145,27145,32082660202,3208266,2,2,1,2,0,5,0,2.1,2,7,1.61,11717,0,19,2,3,1
759,27146,27146,32082660203,3208266,2,3,0,2,0,9,10,1.0,1,40,23.7,11717,0,19,1,3,1
760,27147,27147,32082660204,3208266,2,4,0,2,1,3,0,1.0,1,70,22.44,11530,0,19,1,3,1
761,27226,27226,32091930102,3209193,1,2,1,2,0,9,0,2.1,2,13,5.53,11793,0,19,2,9,2
762,27227,27227,32091930103,3209193,1,3,0,2,1,3,0,2.1,2,18,5.72,11801,0,19,2,9,2
763,27228,27228,32091930202,3209193,2,2,1,2,0,9,0,2.2,2,13,5.53,11793,0,17,2,9,2
764,27229,27229,32091930203,3209193,2,3,0,2,0,20,0,1.0,1,10,4.36,11801,0,19,1,9,2
765,27230,27230,32091930204,3209193,2,4,0,2,0,9,0,1.0,1,11,4.36,11714,0,19,1,9,2
766,27231,27231,32091930205,3209193,2,5,0,2,1,3,0,2.2,2,18,5.72,11801,0,17,2,9,2
767,27396,27396,32125090102,3212509,1,2,1,1,0,9,0,1.0,1,25,11.22,11542,0,19,1,2,1
768,27397,27397,32125090103,3212509,1,3,0,1,0,21,0,1.0,1,4,0.77,11803,0,19,1,2,1
769,27398,27398,32125090104,3212509,1,4,0,1,0,9,0,1.0,1,4,0.77,11803,0,19,1,2,1
770,27399,27399,32125090105,3212509,1,5,0,1,0,16,17,1.0,1,45,12.92,11803,0,19,1,2,1
771,27400,27400,32125090106,3212509,1,6,0,1,1,3,0,1.0,1,11,1.86,11542,0,19,1,2,1
772,27761,27761,32186630102,3218663,1,2,1,1,0,9,0,1.0,1,10,4.5,11727,0,19,1,9,1
773,27762,27762,32186630103,3218663,1,3,0,1,1,3,0,1.0,1,9,4.48,11727,0,19,1,9,1
774,27788,27788,32193220102,3219322,1,2,1,1,0,9,0,1.0,1,21,7.82,11727,0,19,1,2,1
775,27789,27789,32193220103,3219322,1,3,0,1,1,3,0,1.0,1,26,7.83,11733,0,19,1,2,1
776,27843,27843,32208920102,3220892,1,2,1,4,0,9,10,2.1,3,30,23.45,11719,0,19,3,4,2
777,27844,27844,32208920103,3220892,1,3,0,4,1,2,3,2.1,3,30,23.89,11703,0,19,3,4,2
778,27845,27845,32208920202,3220892,2,2,1,4,0,9,10,1.0,1,15,11.79,11719,0,19,1,4,2
779,27846,27846,32208920203,3220892,2,3,0,4,0,22,0,1.0,1,15,16.15,11779,0,19,1,4,2
780,27847,27847,32208920204,3220892,2,4,0,4,0,8,0,1.0,1,5,0.52,11703,0,19,1,4,2
781,27848,27848,32208920205,3220892,2,5,0,4,0,9,10,1.0,1,20,16.73,11703,0,19,1,4,2
782,27849,27849,32208920206,3220892,2,6,0,4,0,14,0,1.0,1,30,20.97,11779,0,19,1,4,2
783,27850,27850,32208920207,3220892,2,7,0,4,1,3,0,1.0,1,20,11.56,11940,0,19,1,4,2
784,27892,27892,32209250202,3220925,2,2,1,4,0,9,0,1.0,1,30,9.31,11510,0,19,1,1,3
785,27893,27893,32209250203,3220925,2,3,0,4,0,16,0,1.0,1,40,8.0,11040,0,19,1,1,3
786,27894,27894,32209250204,3220925,2,4,0,4,1,3,0,1.0,1,10,1.09,11510,0,19,1,1,3
787,27897,27897,32209250402,3220925,4,2,1,4,0,9,0,1.0,1,30,1.95,11510,0,18,1,1,3
788,27898,27898,32209250403,3220925,4,3,0,4,1,3,0,1.0,1,30,1.95,11510,0,18,1,1,3
789,27911,27911,32210310202,3221031,2,2,1,2,0,14,20,1.0,1,45,47.34,11727,0,19,1,3,3
790,27912,27912,32210310203,3221031,2,3,0,2,1,3,1,1.0,1,30,47.72,11010,0,19,1,3,3
791,28142,28142,32219170202,3221917,2,2,1,2,0,9,0,7.1,1,130,37.73,11746,1,6,1,2,2
792,28372,28372,32229240102,3222924,1,2,1,1,0,9,0,1.0,1,12,21.92,11786,0,19,1,4,2
793,28373,28373,32229240103,3222924,1,3,0,1,0,14,0,1.0,1,22,19.66,11738,0,19,1,4,2
794,28374,28374,32229240104,3222924,1,4,0,1,0,19,0,1.0,1,6,1.41,11747,0,19,1,4,2
795,28375,28375,32229240105,3222924,1,5,0,1,0,14,0,1.0,1,7,1.41,11747,0,19,1,4,2
796,28376,28376,32229240106,3222924,1,6,0,1,0,14,0,1.0,1,52,0.0,11747,0,19,1,4,2
797,28377,28377,32229240107,3222924,1,7,0,1,1,3,0,1.0,1,27,0.0,0,0,19,1,4,2
798,28418,28418,32231900202,3223190,2,2,1,5,0,15,0,1.0,1,10,1.13,11040,0,19,1,4,3
799,28419,28419,32231900203,3223190,2,3,0,5,0,9,0,1.0,1,30,4.76,11040,0,19,1,4,3
800,28420,28420,32231900204,3223190,2,4,0,5,1,3,0,1.0,1,30,6.39,11021,0,19,1,4,3
801,28425,28425,32231900302,3223190,3,2,1,5,0,9,0,7.0,1,81,21.75,11040,1,6,1,4,3
802,28491,28491,32234540102,3223454,1,2,1,1,0,9,0,1.0,1,3,0.88,11787,0,19,1,2,1
803,28492,28492,32234540103,3223454,1,3,0,1,0,9,0,1.0,1,5,0.88,11787,0,19,1,2,1
804,28493,28493,32234540104,3223454,1,4,0,1,0,14,0,1.0,1,7,0.88,11787,0,19,1,2,1
805,28494,28494,32234540105,3223454,1,5,0,1,1,3,0,1.0,1,17,0.88,11787,0,19,1,2,1
806,28582,28582,32240320203,3224032,2,3,1,2,0,9,0,8.1,1,15,0.77,11772,0,23,1,1,1
807,28684,28684,32246640302,3224664,3,2,1,3,0,9,0,2.1,2,29,10.95,11772,0,19,2,4,3
808,28685,28685,32246640303,3224664,3,3,0,3,0,17,0,1.0,1,27,11.75,11788,0,19,1,4,3
809,28686,28686,32246640304,3224664,3,4,0,3,1,3,0,1.0,1,8,0.75,11772,0,19,1,4,3
810,28786,28786,32250070102,3225007,1,2,1,3,0,9,0,1.0,1,34,16.5,11758,0,19,1,4,3
811,28787,28787,32250070103,3225007,1,3,0,3,1,3,0,1.0,1,56,16.38,11501,0,19,1,4,3
812,28792,28792,32250070304,3225007,3,4,1,3,0,9,0,1.0,1,10,3.18,11758,0,19,1,4,3
813,28793,28793,32250070305,3225007,3,5,0,3,1,3,0,1.0,1,5,3.23,11762,0,19,1,4,3
814,28828,28828,32251150102,3225115,1,2,1,4,0,9,0,7.2,2,90,15.84,11003,1,6,2,4,1
815,28837,28837,32251150404,3225115,4,4,1,4,0,5,0,2.1,3,10,1.4,11003,0,19,3,4,1
816,28838,28838,32251150405,3225115,4,5,0,4,0,5,0,2.1,2,14,3.45,11003,1,19,2,4,1
817,29009,29009,32257060102,3225706,1,2,1,5,0,9,0,1.0,1,5,1.45,11771,0,19,1,4,2
818,29010,29010,32257060103,3225706,1,3,0,5,1,3,0,2.1,2,5,1.45,11771,0,19,2,4,2
819,29013,29013,32257060202,3225706,2,2,1,5,0,5,0,2.1,5,10,1.45,11771,0,19,4,4,2
820,29014,29014,32257060203,3225706,2,3,0,5,0,9,0,1.0,1,14,5.67,11771,0,19,1,4,2
821,29015,29015,32257060204,3225706,2,4,0,5,0,6,0,1.0,1,14,5.67,11560,0,19,1,4,2
822,29016,29016,32257060205,3225706,2,5,0,5,0,23,0,2.1,5,15,3.34,11771,0,19,4,4,2
823,29017,29017,32257060206,3225706,2,6,0,5,1,3,0,2.1,3,10,3.34,11771,0,19,3,4,2
824,29260,29260,32271440202,3227144,2,2,1,2,0,9,0,2.1,2,16,4.47,11040,0,19,2,2,2
825,29261,29261,32271440203,3227144,2,3,0,2,0,17,0,1.0,1,24,4.78,11530,0,19,1,2,2
826,29262,29262,32271440204,3227144,2,4,0,2,1,3,0,1.0,1,4,0.73,11040,0,19,1,2,2
827,29314,29314,32274630102,3227463,1,2,1,2,0,9,0,7.0,2,70,0.0,11514,1,6,2,4,1
828,29318,29318,32274630202,3227463,2,2,1,2,0,9,0,7.0,2,72,0.0,11514,1,6,2,4,1
829,29534,29534,32284980102,3228498,1,2,1,2,0,9,10,1.0,1,10,0.42,11010,0,19,1,4,2
