,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,PLSAM,SAMPN,PERNO,PLANO,HHSIZE,TRPDUR,TRPDIST_HN,DNYC,PMODE,TOTTR_R,INCOM_R,HHVEH_R
1707,1707,52728,52728,33652500102,3365250,1,2,4,20,8.57,0,19,1,4,2
1708,1708,52729,52729,33652500103,3365250,1,3,4,10,1.37,0,19,1,4,2
1709,1709,52730,52730,33652500104,3365250,1,4,4,10,1.3,0,19,1,4,2
1710,1710,52731,52731,33652500105,3365250,1,5,4,15,6.17,0,19,1,4,2
1711,1711,52737,52737,33652500202,3365250,2,2,4,20,6.61,0,19,1,4,2
1712,1712,52738,52738,33652500203,3365250,2,3,4,20,6.45,0,19,1,4,2
1713,1713,52753,52753,33652990102,3365299,1,2,1,2,3.28,0,19,1,3,1
1714,1714,52754,52754,33652990103,3365299,1,3,1,60,39.71,0,19,1,3,1
1715,1715,52755,52755,33652990104,3365299,1,4,1,85,40.9,0,19,1,3,1
1716,1716,52863,52863,33655820102,3365582,1,2,3,36,15.02,0,19,1,4,3
1717,1717,52864,52864,33655820103,3365582,1,3,3,35,15.04,0,19,1,4,3
1718,1718,52865,52865,33655820202,3365582,2,2,3,30,11.43,0,19,1,4,3
1719,1719,52866,52866,33655820203,3365582,2,3,3,5,3.45,0,19,1,4,3
1720,1720,52867,52867,33655820204,3365582,2,4,3,10,3.32,0,19,1,4,3
1721,1721,52868,52868,33655820205,3365582,2,5,3,5,3.55,0,19,1,4,3
1722,1722,52869,52869,33655820206,3365582,2,6,3,36,8.98,0,19,1,4,3
1723,1723,52870,52870,33655820207,3365582,2,7,3,5,2.67,0,19,1,4,3
1724,1724,52871,52871,33655820302,3365582,3,2,3,1,0.0,0,19,1,4,3
1725,1725,52872,52872,33655820303,3365582,3,3,3,1,0.0,0,19,1,4,3
1726,1726,53651,53651,33686730102,3368673,1,2,2,26,7.86,0,19,1,3,2
1727,1727,53652,53652,33686730103,3368673,1,3,2,5,0.88,0,19,1,3,2
1728,1728,53653,53653,33686730104,3368673,1,4,2,35,0.88,0,19,1,3,2
1729,1729,53654,53654,33686730105,3368673,1,5,2,27,7.32,0,19,1,3,2
1730,1730,53655,53655,33686730202,3368673,2,2,2,4,0.76,0,19,1,3,2
1731,1731,53656,53656,33686730203,3368673,2,3,2,15,5.18,0,19,1,3,2
1732,1732,53657,53657,33686730204,3368673,2,4,2,16,5.18,0,19,1,3,2
1733,1733,53658,53658,33686730205,3368673,2,5,2,18,4.75,0,19,1,3,2
1734,1734,53659,53659,33686730206,3368673,2,6,2,24,4.63,0,19,1,3,2
1735,1735,54692,54692,33726410102,3372641,1,2,2,6,2.53,0,19,1,4,2
1736,1736,54693,54693,33726410103,3372641,1,3,2,8,2.78,0,19,1,4,2
1737,1737,55022,55022,33739850102,3373985,1,2,1,30,19.5,0,19,1,1,1
1738,1738,55023,55023,33739850103,3373985,1,3,1,30,6.36,0,19,1,1,1
1739,1739,55024,55024,33739850104,3373985,1,4,1,30,6.88,0,19,1,1,1
1740,1740,55150,55150,33744880102,3374488,1,2,1,6,6.53,0,19,1,4,2
1741,1741,55151,55151,33744880103,3374488,1,3,1,33,23.16,0,19,1,4,2
1742,1742,55152,55152,33744880104,3374488,1,4,1,15,2.02,0,19,1,4,2
1743,1743,55153,55153,33744880105,3374488,1,5,1,11,2.02,0,19,1,4,2
1744,1744,55154,55154,33744880106,3374488,1,6,1,3,0.55,0,19,1,4,2
1745,1745,55155,55155,33744880107,3374488,1,7,1,9,7.82,0,19,1,4,2
1746,1746,55156,55156,33744880108,3374488,1,8,1,14,3.09,0,19,2,4,2
1747,1747,55157,55157,33744880109,3374488,1,9,1,15,3.58,0,19,2,4,2
1748,1748,55158,55158,33744880110,3374488,1,10,1,9,1.18,0,17,2,4,2
1749,1749,55159,55159,33744880111,3374488,1,11,1,8,1.18,0,17,2,4,2
1750,1750,55254,55254,33748810202,3374881,2,2,2,45,9.06,0,19,1,4,2
1751,1751,55255,55255,33748810203,3374881,2,3,2,50,9.3,0,19,1,4,2
1752,1752,55337,55337,33751200103,3375120,1,3,5,29,9.83,1,19,1,2,2
1753,1753,55602,55602,33759980204,3375998,2,4,7,48,15.41,1,19,1,3,2
1754,1754,55996,55996,33770740102,3377074,1,2,5,20,4.59,0,19,1,2,2
1755,1755,55997,55997,33770740103,3377074,1,3,5,3,3.08,0,19,1,2,2
1756,1756,55998,55998,33770740104,3377074,1,4,5,7,3.1,0,19,1,2,2
1757,1757,55999,55999,33770740105,3377074,1,5,5,2,1.04,0,19,1,2,2
1758,1758,56000,56000,33770740106,3377074,1,6,5,60,4.41,0,19,1,2,2
1759,1759,56273,56273,33782150102,3378215,1,2,3,45,19.99,1,19,1,9,3
1760,1760,56275,56275,33782150202,3378215,2,2,3,50,16.87,1,19,1,9,3
1761,1761,57263,57263,33819610302,3381961,3,2,3,90,30.96,0,19,1,3,2
1762,1762,57974,57974,33840540102,3384054,1,2,2,2,0.4,0,19,1,4,2
1763,1763,57975,57975,33840540103,3384054,1,3,2,74,0.0,1,6,1,4,2
1764,1764,57979,57979,33840540113,3384054,1,13,2,15,2.31,0,19,1,4,2
1765,1765,58171,58171,33847080103,3384708,1,3,3,30,0.0,0,19,1,2,3
1766,1766,58488,58488,33855510202,3385551,2,2,5,122,44.86,1,6,1,2,2
1767,1767,58522,58522,33856420102,3385642,1,2,3,38,26.61,0,19,1,3,3
1768,1768,58523,58523,33856420103,3385642,1,3,3,35,25.87,0,19,1,3,3
1769,1769,58524,58524,33856420202,3385642,2,2,3,123,56.13,1,6,1,3,3
1770,1770,60243,60243,34105940102,3410594,1,2,2,134,48.68,1,6,1,3,1
1771,1771,60245,60245,34105940202,3410594,2,2,2,117,52.5,1,6,1,3,1
1772,1772,60367,60367,34123910102,3412391,1,2,1,29,27.76,0,19,1,9,1
1773,1773,60368,60368,34123910103,3412391,1,3,1,28,16.07,0,19,1,9,1
1774,1774,60369,60369,34123910104,3412391,1,4,1,14,11.44,0,19,1,9,1
1775,1775,60370,60370,34123950102,3412395,1,2,1,25,16.48,0,19,1,3,1
1776,1776,60371,60371,34123950103,3412395,1,3,1,3,0.8,0,19,1,3,1
1777,1777,60372,60372,34123950104,3412395,1,4,1,20,10.63,0,19,1,3,1
1778,1778,60373,60373,34123950105,3412395,1,5,1,16,10.66,0,19,1,3,1
1779,1779,60389,60389,34125760102,3412576,1,2,1,68,39.53,1,19,1,4,3
1780,1780,60525,60525,34144220102,3414422,1,2,2,66,24.19,1,6,2,3,2
1781,1781,60529,60529,34144220204,3414422,2,4,2,10,1.61,0,19,2,3,2
1782,1782,60530,60530,34144220205,3414422,2,5,2,8,3.98,0,19,1,3,2
1783,1783,60531,60531,34144220206,3414422,2,6,2,13,3.98,0,19,1,3,2
1784,1784,60532,60532,34144220207,3414422,2,7,2,11,3.98,0,19,1,3,2
1785,1785,60533,60533,34144220208,3414422,2,8,2,9,6.12,0,19,1,3,2
1786,1786,60599,60599,34149300202,3414930,2,2,4,80,24.19,1,6,1,1,2
1787,1787,61218,61218,34226860102,3422686,1,2,1,39,32.53,0,19,1,1,1
1788,1788,61219,61219,34226860103,3422686,1,3,1,42,32.53,0,19,1,1,1
1789,1789,61230,61230,34229840102,3422984,1,2,4,140,55.13,0,19,1,4,2
1790,1790,61269,61269,34234710105,3423471,1,5,3,2,0.75,0,19,1,1,1
1791,1791,61270,61270,34234710106,3423471,1,6,3,1,0.75,0,19,1,1,1
1792,1792,61271,61271,34234710107,3423471,1,7,3,7,2.33,0,19,1,1,1
1793,1793,61272,61272,34234710108,3423471,1,8,3,14,2.33,0,19,1,1,1
1794,1794,61273,61273,34234710110,3423471,1,10,3,4,0.75,0,19,4,1,1
1795,1795,61304,61304,34239850102,3423985,1,2,5,5,2.37,0,19,1,4,3
1796,1796,61305,61305,34239850103,3423985,1,3,5,131,57.65,1,6,1,4,3
1797,1797,61308,61308,34239850202,3423985,2,2,5,2,1.01,0,19,1,4,3
1798,1798,61309,61309,34239850203,3423985,2,3,5,5,1.01,0,19,1,4,3
1799,1799,61310,61310,34239850204,3423985,2,4,5,10,1.01,0,19,1,4,3
1800,1800,61311,61311,34239850205,3423985,2,5,5,5,1.01,0,19,1,4,3
1801,1801,61316,61316,34239850302,3423985,3,2,5,48,5.61,0,19,1,4,3
1802,1802,61317,61317,34239850303,3423985,3,3,5,66,5.61,0,19,1,4,3
1803,1803,61339,61339,34242010202,3424201,2,2,4,12,8.42,0,19,1,4,3
1804,1804,61340,61340,34242010203,3424201,2,3,4,15,7.82,0,19,1,4,3
1805,1805,61355,61355,34243210102,3424321,1,2,1,8,3.18,0,19,1,3,1
1806,1806,61356,61356,34243210103,3424321,1,3,1,1,0.76,0,19,1,3,1
1807,1807,61357,61357,34243210104,3424321,1,4,1,54,44.87,1,19,1,3,1
1808,1808,61361,61361,34243970102,3424397,1,2,2,80,0.0,1,6,1,3,1
1809,1809,61363,61363,34243970202,3424397,2,2,2,10,2.87,0,19,1,3,1
1810,1810,61364,61364,34243970203,3424397,2,3,2,6,2.64,0,19,1,3,1
1811,1811,61365,61365,34245130102,3424513,1,2,1,28,15.87,1,19,1,4,2
1812,1812,61371,61371,34246130102,3424613,1,2,5,35,15.69,1,19,1,4,3
1813,1813,61386,61386,34246860102,3424686,1,2,2,45,25.08,1,19,1,4,2
1814,1814,61388,61388,34246860202,3424686,2,2,2,11,7.06,0,19,1,4,2
1815,1815,61389,61389,34246860203,3424686,2,3,2,23,8.12,0,19,1,4,2
1816,1816,61390,61390,34246860204,3424686,2,4,2,8,2.56,0,19,1,4,2
1817,1817,61391,61391,34246860205,3424686,2,5,2,15,6.8,0,19,1,4,2
1818,1818,61392,61392,34246860206,3424686,2,6,2,22,14.48,0,19,1,4,2
1819,1819,61395,61395,34249840102,3424984,1,2,5,5,1.78,0,19,1,2,2
1820,1820,61396,61396,34249840103,3424984,1,3,5,20,16.33,0,19,1,2,2
1821,1821,61397,61397,34249840104,3424984,1,4,5,30,17.76,0,19,1,2,2
1822,1822,61598,61598,34281840102,3428184,1,2,2,77,0.0,1,6,2,4,2
1823,1823,61712,61712,34288910102,3428891,1,2,1,45,31.24,0,19,1,9,2
1824,1824,61713,61713,34288910103,3428891,1,3,1,3,0.68,0,19,1,9,2
1825,1825,61714,61714,34288910104,3428891,1,4,1,3,0.68,0,19,1,9,2
1826,1826,61715,61715,34288910105,3428891,1,5,1,65,31.53,0,19,1,9,2
1827,1827,61739,61739,34292220102,3429222,1,2,5,52,47.15,1,19,1,9,2
1828,1828,61869,61869,34307160102,3430716,1,2,4,24,26.39,0,19,1,3,3
1829,1829,61870,61870,34307160103,3430716,1,3,4,22,10.63,0,19,1,3,3
1830,1830,61871,61871,34307160104,3430716,1,4,4,25,11.74,0,19,1,3,3
1831,1831,61872,61872,34307160105,3430716,1,5,4,34,28.23,0,19,1,3,3
1832,1832,61873,61873,34307160106,3430716,1,6,4,6,0.46,0,19,1,3,3
1833,1833,61874,61874,34307160107,3430716,1,7,4,35,28.96,0,19,1,3,3
1834,1834,61875,61875,34307160109,3430716,1,9,4,28,24.9,0,19,1,3,3
1835,1835,61881,61881,34307160204,3430716,2,4,4,6,1.8,0,19,1,3,3
1836,1836,61882,61882,34307160205,3430716,2,5,4,5,1.8,0,19,1,3,3
1837,1837,61927,61927,34311940402,3431194,4,2,4,10,5.96,0,19,1,4,2
1838,1838,61928,61928,34311940403,3431194,4,3,4,21,4.22,0,19,1,4,2
1839,1839,61929,61929,34311940404,3431194,4,4,4,10,3.6,0,19,3,4,2
1840,1840,61953,61953,34313170102,3431317,1,2,2,7,4.39,0,19,1,4,2
1841,1841,61954,61954,34313170103,3431317,1,3,2,12,10.35,0,19,1,4,2
1842,1842,61955,61955,34313170104,3431317,1,4,2,16,9.21,0,19,1,4,2
1843,1843,61956,61956,34313170105,3431317,1,5,2,5,7.29,0,19,1,4,2
1844,1844,61957,61957,34313170106,3431317,1,6,2,5,7.29,0,19,1,4,2
1845,1845,61958,61958,34313170107,3431317,1,7,2,5,1.81,0,19,1,4,2
1846,1846,61959,61959,34313170108,3431317,1,8,2,20,7.29,0,19,1,4,2
1847,1847,61965,61965,34313610102,3431361,1,2,2,17,5.43,0,19,1,3,3
1848,1848,61966,61966,34313610103,3431361,1,3,2,10,3.0,0,19,3,3,3
1849,1849,61967,61967,34313610104,3431361,1,4,2,8,1.4,0,19,3,3,3
1850,1850,61968,61968,34313610105,3431361,1,5,2,7,1.78,0,19,3,3,3
1851,1851,61969,61969,34313610106,3431361,1,6,2,4,1.75,0,19,1,3,3
1852,1852,61970,61970,34313610107,3431361,1,7,2,16,6.98,0,19,1,3,3
1853,1853,61977,61977,34315490102,3431549,1,2,3,12,5.8,0,19,3,3,1
1854,1854,61978,61978,34315490103,3431549,1,3,3,6,1.22,0,19,2,3,1
1855,1855,61979,61979,34315490104,3431549,1,4,3,5,0.93,0,19,1,3,1
1856,1856,61980,61980,34315490105,3431549,1,5,3,4,2.58,0,19,1,3,1
1857,1857,61981,61981,34315490106,3431549,1,6,3,6,0.93,0,19,2,3,1
1858,1858,61982,61982,34315490107,3431549,1,7,3,4,2.53,0,19,2,3,1
1859,1859,61983,61983,34315490108,3431549,1,8,3,6,1.22,0,19,1,3,1
1860,1860,61984,61984,34315490109,3431549,1,9,3,11,4.45,0,19,2,3,1
1861,1861,61988,61988,34315490202,3431549,2,2,3,12,5.8,0,17,3,3,1
1862,1862,61989,61989,34315490203,3431549,2,3,3,6,1.22,0,17,2,3,1
1863,1863,61990,61990,34315490204,3431549,2,4,3,11,4.45,0,17,2,3,1
1864,1864,62059,62059,34326390109,3432639,1,9,5,22,18.05,0,19,1,4,3
1865,1865,62095,62095,34326770102,3432677,1,2,1,35,2.94,0,19,1,1,1
1866,1866,62096,62096,34326770103,3432677,1,3,1,5,0.89,0,19,1,1,1
1867,1867,62097,62097,34326770104,3432677,1,4,1,3,2.02,0,19,1,1,1
1868,1868,62098,62098,34326770105,3432677,1,5,1,6,5.64,0,19,1,1,1
1869,1869,62099,62099,34326770106,3432677,1,6,1,12,1.75,0,19,1,1,1
1870,1870,62100,62100,34326770108,3432677,1,8,1,10,3.11,0,19,1,1,1
1871,1871,62101,62101,34326770109,3432677,1,9,1,14,2.34,0,19,1,1,1
1872,1872,62102,62102,34326770110,3432677,1,10,1,26,3.85,0,19,1,1,1
1873,1873,62103,62103,34329690102,3432969,1,2,4,27,12.91,0,19,1,9,2
1874,1874,62104,62104,34329690103,3432969,1,3,4,38,13.15,0,19,1,9,2
1875,1875,62145,62145,34337110302,3433711,3,2,3,65,67.85,0,19,1,4,2
1876,1876,62153,62153,34337500102,3433750,1,2,4,76,32.22,1,6,1,4,2
1877,1877,62156,62156,34337500112,3433750,1,12,4,7,3.05,0,19,1,4,2
1878,1878,62159,62159,34337500202,3433750,2,2,4,21,4.76,0,19,1,4,2
1879,1879,62160,62160,34337500204,3433750,2,4,4,72,0.0,1,6,1,4,2
1880,1880,62165,62165,34337670102,3433767,1,2,1,13,10.17,0,19,1,2,1
1881,1881,62166,62166,34337670103,3433767,1,3,1,30,7.58,0,19,1,2,1
1882,1882,62167,62167,34337670104,3433767,1,4,1,30,15.97,0,19,1,2,1
1883,1883,62189,62189,34339190102,3433919,1,2,6,5,1.17,0,19,2,4,2
1884,1884,62190,62190,34339190103,3433919,1,3,6,25,11.67,0,19,1,4,2
1885,1885,62191,62191,34339190104,3433919,1,4,6,38,13.24,0,19,1,4,2
1886,1886,62200,62200,34339190602,3433919,6,2,6,56,32.66,0,19,3,4,2
1887,1887,62201,62201,34339190603,3433919,6,3,6,12,3.08,0,19,1,4,2
1888,1888,62202,62202,34339190604,3433919,6,4,6,11,3.1,0,19,1,4,2
1889,1889,62203,62203,34339190605,3433919,6,5,6,53,33.12,0,19,3,4,2
1890,1890,62212,62212,34339310202,3433931,2,2,2,26,1.05,0,19,1,3,2
1891,1891,62213,62213,34339310203,3433931,2,3,2,29,1.05,0,19,1,3,2
1892,1892,62214,62214,34339930102,3433993,1,2,6,18,15.35,0,19,1,4,2
1893,1893,62215,62215,34339930103,3433993,1,3,6,6,6.86,0,19,1,4,2
1894,1894,62216,62216,34339930104,3433993,1,4,6,12,7.36,0,19,1,4,2
1895,1895,62217,62217,34339930105,3433993,1,5,6,16,19.59,0,19,1,4,2
1896,1896,62218,62218,34339930106,3433993,1,6,6,7,2.45,0,19,1,4,2
1897,1897,62248,62248,34341190102,3434119,1,2,1,29,0.0,0,19,1,1,2
1898,1898,62249,62249,34341190103,3434119,1,3,1,11,2.16,0,19,1,1,2
1899,1899,62250,62250,34341190104,3434119,1,4,1,30,0.0,0,19,1,1,2
1900,1900,62580,62580,34389110102,3438911,1,2,1,86,20.57,1,12,1,2,1
1901,1901,63051,63051,34441030102,3444103,1,2,5,2,1.21,0,19,4,9,2
1902,1902,63052,63052,34441030103,3444103,1,3,5,30,19.56,0,19,1,9,2
1903,1903,63053,63053,34441030104,3444103,1,4,5,35,29.24,0,19,1,9,2
1904,1904,63054,63054,34441030105,3444103,1,5,5,34,30.7,0,19,1,9,2
1905,1905,63055,63055,34441030106,3444103,1,6,5,12,4.36,0,19,1,9,2
1906,1906,63056,63056,34441030107,3444103,1,7,5,34,11.58,0,19,1,9,2
1907,1907,63057,63057,34441030108,3444103,1,8,5,9,2.37,0,19,1,9,2
1908,1908,63058,63058,34441030202,3444103,2,2,5,18,5.26,0,19,1,9,2
1909,1909,63059,63059,34441030203,3444103,2,3,5,15,5.25,0,19,1,9,2
1910,1910,63060,63060,34441030204,3444103,2,4,5,3,1.28,0,19,1,9,2
1911,1911,63061,63061,34441030205,3444103,2,5,5,4,1.28,0,19,1,9,2
1912,1912,63062,63062,34441030206,3444103,2,6,5,3,1.21,0,19,4,9,2
1913,1913,63127,63127,34448220102,3444822,1,2,2,60,0.87,0,19,1,2,2
1914,1914,63128,63128,34448220104,3444822,1,4,2,35,14.61,0,19,1,2,2
1915,1915,63129,63129,34448220105,3444822,1,5,2,45,20.57,0,19,1,2,2
1916,1916,63130,63130,34448220106,3444822,1,6,2,30,9.29,0,19,1,2,2
1917,1917,63134,63134,34448220205,3444822,2,5,2,17,6.0,0,19,1,2,2
1918,1918,63135,63135,34448220206,3444822,2,6,2,39,22.83,0,19,1,2,2
1919,1919,63136,63136,34448220207,3444822,2,7,2,35,24.08,0,19,1,2,2
1920,1920,63199,63199,34456270502,3445627,5,2,5,4,1.95,0,19,2,4,2
1921,1921,63200,63200,34456270503,3445627,5,3,5,13,6.43,0,19,1,4,2
1922,1922,63201,63201,34456270504,3445627,5,4,5,15,5.83,0,19,1,4,2
1923,1923,66833,66833,34724260102,3472426,1,2,2,30,21.01,0,19,1,4,3
1924,1924,66834,66834,34724260103,3472426,1,3,2,15,2.48,0,19,1,4,3
1925,1925,66835,66835,34724260104,3472426,1,4,2,15,2.48,0,19,1,4,3
1926,1926,66836,66836,34724260105,3472426,1,5,2,30,21.03,0,19,1,4,3
1927,1927,66865,66865,34725290302,3472529,3,2,3,20,10.43,0,19,1,2,3
1928,1928,66866,66866,34725290303,3472529,3,3,3,30,10.94,0,19,1,2,3
1929,1929,66867,66867,34725290304,3472529,3,4,3,15,3.91,0,19,1,2,3
1930,1930,66868,66868,34725290305,3472529,3,5,3,10,4.39,0,19,1,2,3
1931,1931,66997,66997,34730860104,3473086,1,4,3,14,0.0,0,19,1,4,2
1932,1932,66998,66998,34730860105,3473086,1,5,3,17,0.0,0,19,1,4,2
1933,1933,67006,67006,34730860202,3473086,2,2,3,8,1.99,0,19,1,4,2
1934,1934,67007,67007,34730860203,3473086,2,3,3,145,47.28,0,6,1,4,2
1935,1935,67074,67074,34732610102,3473261,1,2,2,105,56.33,1,6,1,4,2
1936,1936,67076,67076,34732610112,3473261,1,12,2,15,8.92,0,19,1,4,2
1937,1937,67093,67093,34733670202,3473367,2,2,3,60,25.66,0,19,1,4,2
1938,1938,67094,67094,34733670203,3473367,2,3,3,60,25.82,0,19,1,4,2
1939,1939,67095,67095,34733670302,3473367,3,2,3,30,11.54,0,17,3,4,2
1940,1940,67096,67096,34733670303,3473367,3,3,3,30,11.7,0,17,3,4,2
1941,1941,67116,67116,34735160102,3473516,1,2,4,7,5.68,0,19,2,4,3
1942,1942,67117,67117,34735160103,3473516,1,3,4,20,11.13,0,19,1,4,3
1943,1943,67118,67118,34735160104,3473516,1,4,4,13,8.05,0,19,1,4,3
1944,1944,67120,67120,34735160302,3473516,3,2,4,15,4.75,0,19,1,4,3
1945,1945,67121,67121,34735160303,3473516,3,3,4,15,4.74,0,19,1,4,3
1946,1946,67124,67124,34735250102,3473525,1,2,2,25,7.86,0,19,1,3,2
1947,1947,67125,67125,34735250103,3473525,1,3,2,50,7.44,0,19,1,3,2
1948,1948,67146,67146,34736150105,3473615,1,5,4,12,10.53,0,19,1,4,3
1949,1949,67147,67147,34736150106,3473615,1,6,4,25,28.04,0,19,1,4,3
1950,1950,67148,67148,34736150107,3473615,1,7,4,25,8.41,0,19,1,4,3
1951,1951,67149,67149,34736150108,3473615,1,8,4,30,8.49,0,19,1,4,3
1952,1952,67150,67150,34736150109,3473615,1,9,4,35,14.4,0,19,1,4,3
1953,1953,67151,67151,34736150110,3473615,1,10,4,70,17.42,0,19,1,4,3
1954,1954,67152,67152,34736150111,3473615,1,11,4,20,10.58,0,19,1,4,3
1955,1955,67153,67153,34736150202,3473615,2,2,4,60,23.14,0,19,1,4,3
1956,1956,67154,67154,34736150203,3473615,2,3,4,69,23.34,0,19,1,4,3
1957,1957,67165,67165,34736700102,3473670,1,2,2,60,41.48,0,19,1,2,2
1958,1958,67166,67166,34736700103,3473670,1,3,2,60,41.45,0,19,1,2,2
1959,1959,67167,67167,34736700202,3473670,2,2,2,130,67.65,1,6,1,2,2
1960,1960,67174,67174,34736720202,3473672,2,2,2,110,38.85,1,6,1,4,2
1961,1961,67207,67207,34738530207,3473853,2,7,6,10,0.0,0,19,1,3,2
1962,1962,67240,67240,34739730102,3473973,1,2,5,39,0.0,0,19,1,4,2
1963,1963,67241,67241,34739730103,3473973,1,3,5,100,27.31,1,6,1,4,2
1964,1964,67243,67243,34739730202,3473973,2,2,5,8,0.0,0,19,2,4,2
1965,1965,67244,67244,34739730203,3473973,2,3,5,28,20.29,0,19,1,4,2
1966,1966,67245,67245,34739730204,3473973,2,4,5,26,0.0,0,19,1,4,2
1967,1967,67379,67379,34745330102,3474533,1,2,1,8,2.16,0,19,1,1,1
1968,1968,67380,67380,34745330103,3474533,1,3,1,8,2.16,0,19,1,1,1
1969,1969,67388,67388,34746490102,3474649,1,2,3,25,8.57,0,19,1,4,2
1970,1970,67389,67389,34746490103,3474649,1,3,3,20,8.44,0,19,1,4,2
1971,1971,67390,67390,34746520102,3474652,1,2,2,15,9.47,0,19,1,3,2
1972,1972,67391,67391,34746520103,3474652,1,3,2,20,11.3,0,19,1,3,2
1973,1973,67392,67392,34746520104,3474652,1,4,2,30,9.47,0,19,1,3,2
1974,1974,67393,67393,34746520105,3474652,1,5,2,30,11.3,0,19,1,3,2
1975,1975,67394,67394,34746520202,3474652,2,2,2,25,8.89,0,19,1,3,2
1976,1976,67395,67395,34746520203,3474652,2,3,2,20,7.99,0,19,1,3,2
1977,1977,67416,67416,34748340102,3474834,1,2,1,10,3.11,0,19,1,4,1
1978,1978,67417,67417,34748340103,3474834,1,3,1,7,1.82,0,19,1,4,1
1979,1979,67418,67418,34748340104,3474834,1,4,1,6,1.5,0,19,1,4,1
1980,1980,67419,67419,34748340105,3474834,1,5,1,3,1.29,0,19,1,4,1
1981,1981,67420,67420,34748340106,3474834,1,6,1,9,2.7,0,19,1,4,1
1982,1982,67421,67421,34748340107,3474834,1,7,1,5,1.82,0,19,1,4,1
1983,1983,67422,67422,34748340108,3474834,1,8,1,11,3.11,0,19,1,4,1
1984,1984,67443,67443,34749530102,3474953,1,2,5,9,5.6,0,19,1,9,2
1985,1985,67444,67444,34749530103,3474953,1,3,5,14,5.41,0,19,1,9,2
1986,1986,67481,67481,34749770202,3474977,2,2,3,4,5.15,0,19,1,2,3
1987,1987,67482,67482,34749770203,3474977,2,3,3,45,50.14,0,19,1,2,3
1988,1988,67483,67483,34749770204,3474977,2,4,3,5,0.85,0,19,1,2,3
1989,1989,67484,67484,34749770205,3474977,2,5,3,5,0.85,0,19,1,2,3
1990,1990,67485,67485,34749770206,3474977,2,6,3,60,53.53,0,19,1,2,3
1991,1991,67547,67547,34753680102,3475368,1,2,2,30,15.48,0,19,1,4,1
1992,1992,67548,67548,34753680103,3475368,1,3,2,15,2.06,0,19,1,4,1
1993,1993,67549,67549,34753680104,3475368,1,4,2,5,0.81,0,19,1,4,1
1994,1994,67550,67550,34753680105,3475368,1,5,2,10,0.81,0,19,1,4,1
1995,1995,67551,67551,34753680106,3475368,1,6,2,10,0.81,0,19,1,4,1
1996,1996,67552,67552,34753680107,3475368,1,7,2,30,13.88,0,19,1,4,1
1997,1997,67765,67765,34761210102,3476121,1,2,2,15,4.25,0,19,1,2,2
1998,1998,67766,67766,34761210103,3476121,1,3,2,30,4.25,0,19,1,2,2
1999,1999,67803,67803,34764130202,3476413,2,2,2,50,19.95,0,19,1,3,2
2000,2000,67804,67804,34764130203,3476413,2,3,2,45,19.66,0,19,1,3,2
2001,2001,67805,67805,34764130204,3476413,2,4,2,45,14.51,0,19,1,3,2
2002,2002,67806,67806,34764130205,3476413,2,5,2,45,14.19,0,19,1,3,2
2003,2003,67873,67873,34766110102,3476611,1,2,4,6,0.46,0,19,1,2,2
2004,2004,67874,67874,34766110103,3476611,1,3,4,36,19.68,0,19,1,2,2
2005,2005,67875,67875,34766110104,3476611,1,4,4,45,18.36,0,19,1,2,2
2006,2006,67996,67996,34772230102,3477223,1,2,2,45,23.83,0,19,1,2,2
2007,2007,67997,67997,34772230103,3477223,1,3,2,26,10.15,0,19,1,2,2
2008,2008,67998,67998,34772230104,3477223,1,4,2,30,12.96,0,19,1,2,2
2009,2009,67999,67999,34772230105,3477223,1,5,2,5,1.61,0,19,1,2,2
2010,2010,68000,68000,34772230106,3477223,1,6,2,40,21.25,0,19,1,2,2
2011,2011,68001,68001,34772230107,3477223,1,7,2,18,7.46,0,19,1,2,2
2012,2012,68002,68002,34772230108,3477223,1,8,2,2,1.53,0,19,1,2,2
2013,2013,68003,68003,34772230109,3477223,1,9,2,15,1.53,0,19,1,2,2
2014,2014,68004,68004,34772230110,3477223,1,10,2,12,6.05,0,19,1,2,2
2015,2015,68005,68005,34772230111,3477223,1,11,2,2,2.28,0,19,1,2,2
2016,2016,68006,68006,34772230112,3477223,1,12,2,7,3.17,0,19,1,2,2
2017,2017,68007,68007,34772230113,3477223,1,13,2,14,4.58,0,19,1,2,2
2018,2018,68008,68008,34772230114,3477223,1,14,2,15,7.24,0,19,1,2,2
2019,2019,68009,68009,34772230115,3477223,1,15,2,17,4.86,0,19,1,2,2
2020,2020,68010,68010,34772230116,3477223,1,16,2,1,0.61,0,19,1,2,2
2021,2021,68011,68011,34772230117,3477223,1,17,2,12,7.25,0,19,1,2,2
2022,2022,68012,68012,34772230118,3477223,1,18,2,13,7.25,0,19,1,2,2
2023,2023,68013,68013,34772230119,3477223,1,19,2,2,2.07,0,19,1,2,2
2024,2024,68014,68014,34772230120,3477223,1,20,2,11,4.13,0,19,1,2,2
2025,2025,68015,68015,34772230121,3477223,1,21,2,5,0.63,0,19,1,2,2
2026,2026,68016,68016,34772230122,3477223,1,22,2,6,1.75,0,19,1,2,2
2027,2027,68017,68017,34772230123,3477223,1,23,2,9,2.5,0,19,1,2,2
2028,2028,68018,68018,34772230124,3477223,1,24,2,40,25.26,0,19,1,2,2
