,HHSIZE,TRPDUR,TRPDIST_HN,DNYC,PMODE,TOTTR_R,INCOM_R,HHVEH_R
2052,4,10,3.84,0,19,3,4,2
2053,4,35,0.0,0,19,1,4,2
2054,4,35,0.0,0,19,1,4,2
2055,4,10,3.84,0,19,3,4,2
2056,4,30,3.23,0,19,1,2,2
2057,4,15,3.27,0,19,1,2,2
2058,4,9,1.8,0,19,2,2,2
2059,4,11,1.8,0,19,3,2,2
2060,4,2,2.09,0,19,3,2,2
2061,4,10,3.27,0,19,3,2,2
2062,4,40,18.91,1,19,1,2,2
2063,4,75,19.21,1,19,1,2,1
2064,4,2,0.3,0,19,2,2,1
2065,4,4,0.3,0,19,1,4,2
2066,4,4,0.3,0,19,2,4,2
2067,4,2,0.3,0,19,1,4,2
2068,4,80,24.88,1,6,1,4,2
2069,4,15,4.47,0,19,1,4,2
2070,4,15,4.46,0,19,1,4,2
2071,3,75,23.03,1,6,1,3,2
2072,3,60,0.0,1,6,1,3,2
2073,1,90,22.26,1,6,2,4,2
2074,4,2,0.42,0,19,2,4,2
2075,4,75,24.02,1,6,1,4,2
2076,4,5,1.09,0,19,2,4,2
2077,4,88,26.82,1,6,1,4,2
2078,4,5,1.09,0,19,2,4,2
2079,2,105,31.46,1,6,2,4,1
2080,2,90,0.0,1,6,2,4,1
2082,4,3,2.03,0,19,4,4,1
2083,4,25,7.25,0,19,2,4,1
2084,4,14,3.61,0,17,2,4,1
2085,4,26,18.39,1,6,1,4,1
2086,2,30,9.73,0,19,1,1,1
2087,2,30,9.62,0,19,1,1,1
2088,2,8,2.87,0,19,1,4,2
2089,2,134,0.87,0,19,1,4,2
2090,2,12,0.87,0,19,1,4,2
2091,2,6,0.87,0,19,1,4,2
2092,2,8,2.64,0,19,2,4,2
2093,2,41,5.72,0,15,1,4,0
2094,2,2,0.87,0,23,3,4,0
2095,2,3,0.87,0,23,3,4,0
2096,2,45,6.03,0,15,1,4,0
2097,2,74,0.0,1,6,1,4,0
2098,2,8,5.0,0,17,2,4,0
2099,2,25,7.71,0,17,2,4,0
2100,3,25,7.45,0,19,1,4,3
2101,3,23,6.63,0,19,1,4,3
2102,3,9,2.26,0,19,1,4,3
2103,3,92,25.14,0,6,1,4,3
2104,3,35,17.71,1,19,1,4,1
2105,3,8,1.24,0,23,1,4,1
2106,3,10,1.24,0,23,1,4,1
2107,3,30,16.04,0,19,1,2,2
2108,3,30,15.86,0,19,1,2,2
2109,1,28,7.22,0,19,1,2,2
2110,1,27,5.57,0,19,2,2,2
2111,1,11,2.35,0,19,1,2,2
2112,1,10,2.71,0,19,1,2,2
2113,1,3,0.4,0,19,1,2,2
2114,1,31,3.34,0,23,1,2,2
2115,1,10,1.98,0,23,1,2,2
2116,2,60,39.0,0,19,1,4,2
2117,4,80,0.0,1,12,1,9,2
2118,4,40,16.7,0,16,1,9,2
2119,4,54,16.31,0,16,2,9,2
2120,4,4,0.42,0,16,3,9,2
2121,4,85,29.36,1,6,1,2,3
2122,4,10,3.28,0,19,1,2,3
2123,4,10,3.28,0,19,1,2,3
2124,4,10,3.28,0,19,1,2,3
2125,4,20,3.28,0,19,1,2,3
2126,4,18,6.95,0,19,1,4,3
2127,4,2,0.87,0,19,1,4,3
2128,4,9,0.87,0,19,1,4,3
2129,4,9,0.87,0,19,1,4,3
2130,4,16,5.95,0,19,1,4,3
2131,4,11,2.13,0,19,2,4,3
2132,4,7,1.01,0,19,2,4,3
2133,4,33,15.91,0,19,1,4,3
2134,4,31,11.86,0,19,1,4,3
2135,2,39,19.72,0,19,1,9,2
2136,2,36,17.52,0,19,1,9,2
2137,2,9,1.6,0,19,1,9,2
2138,2,5,0.37,0,19,1,9,2
2139,2,95,28.2,1,19,1,9,2
2140,2,27,7.27,0,19,1,9,2
2141,2,50,0.0,1,19,1,4,3
2142,1,60,26.09,0,19,1,2,1
2143,1,70,26.53,0,19,1,2,1
2144,2,70,20.9,1,19,1,3,2
2145,3,78,37.17,1,6,1,4,2
2146,3,60,41.93,1,19,1,4,2
2147,4,30,16.11,0,19,1,4,3
2148,4,45,16.14,0,19,1,4,3
2149,2,117,17.73,1,12,1,3,1
2150,2,95,8.36,1,15,1,3,1
2151,3,90,22.6,1,19,1,4,2
2152,3,70,24.71,1,12,2,4,2
2153,3,85,19.65,1,6,1,4,2
2154,4,60,15.97,1,17,3,4,2
2155,4,5,2.6,0,17,2,4,2
2156,4,30,10.85,0,19,1,4,2
2157,4,15,5.34,0,19,1,4,2
2158,4,10,5.24,0,19,1,4,2
2159,2,78,0.0,1,6,1,2,2
2160,2,25,2.79,0,19,1,2,2
2161,2,30,2.79,0,19,1,2,2
2162,3,30,14.62,1,19,1,4,2
2163,3,13,2.14,0,19,1,4,2
2164,3,5,2.51,0,19,1,4,2
2165,3,5,2.51,0,19,1,4,2
2166,4,60,19.01,1,6,1,4,1
2167,4,110,23.62,1,6,1,4,1
2168,3,75,0.0,1,6,1,4,2
2169,3,90,21.55,1,6,1,4,2
2170,3,21,12.28,0,19,1,4,3
2171,3,9,0.77,0,23,1,4,3
2172,3,9,0.77,0,23,1,4,3
2173,3,21,12.0,0,19,1,4,3
2174,2,40,0.0,0,19,1,2,3
2175,2,75,0.0,1,19,1,2,3
2176,2,20,4.98,1,19,3,2,3
2177,3,10,0.49,0,23,1,4,1
2178,3,10,0.49,0,23,1,4,1
2179,4,17,7.68,0,19,1,2,3
2180,4,18,7.59,0,19,1,2,3
2181,2,90,0.0,1,19,1,4,2
2182,2,30,10.7,1,19,1,4,2
2183,2,20,4.71,0,19,1,4,2
2184,2,30,7.55,0,19,1,4,2
2185,2,30,7.36,0,19,1,4,2
2186,2,30,4.76,0,19,1,4,2
2187,2,1,0.46,0,23,1,4,2
2188,2,1,0.46,0,23,1,4,2
2189,2,1,0.46,0,23,1,4,2
2190,2,1,0.46,0,23,1,4,2
2191,4,6,1.27,0,19,1,2,3
2192,4,7,1.27,0,19,1,2,3
2193,4,5,1.06,0,19,1,2,3
2194,4,3,0.3,0,19,1,2,3
2195,4,5,1.06,0,19,1,2,3
2196,4,25,7.45,0,19,1,2,3
2197,4,25,7.5,0,19,1,2,3
2198,4,20,2.18,0,19,1,2,3
2199,4,19,2.12,0,19,1,2,3
2200,3,9,1.37,0,19,3,4,1
2201,3,28,11.13,1,19,1,4,1
2202,3,5,0.87,0,19,1,4,1
2203,3,4,0.87,0,19,1,4,1
2204,3,20,9.43,0,19,1,4,1
2205,3,5,1.87,0,19,1,4,1
2206,5,20,5.56,0,19,2,4,3
2207,5,5,3.02,0,19,1,4,3
2208,5,10,1.82,0,19,1,4,3
2209,5,20,2.18,0,19,1,4,3
2210,5,8,0.41,0,19,1,4,3
2211,5,30,5.56,0,19,2,4,3
2212,2,3,0.54,0,19,1,4,2
2213,2,29,11.02,0,19,1,4,2
2214,2,15,3.68,0,19,1,4,2
2215,2,11,3.56,0,19,1,4,2
2216,2,10,3.56,0,19,1,4,2
2217,2,35,6.09,0,19,1,4,2
2218,2,11,3.02,0,19,1,4,2
2219,2,7,3.02,0,19,1,4,2
2220,2,7,0.54,0,19,1,4,2
2221,3,15,3.01,0,19,1,4,1
2222,3,15,3.05,0,19,1,4,1
2223,2,10,1.53,0,19,2,3,1
2224,2,13,5.49,0,19,1,3,1
2225,2,20,5.9,0,19,1,3,1
2226,2,13,1.11,0,19,2,3,1
2227,2,3,1.11,0,19,3,3,1
2228,2,13,5.96,0,19,1,3,1
2229,2,27,6.66,0,19,1,3,1
2230,2,3,1.03,0,19,2,3,1
2231,1,30,10.81,0,19,1,2,2
2232,1,45,10.9,0,19,1,2,2
2233,1,15,2.09,0,19,1,2,2
2234,1,15,2.07,0,19,1,2,2
2235,2,50,11.92,0,19,1,4,2
2236,2,45,11.67,0,19,1,4,2
2237,2,15,2.54,0,19,1,4,2
2238,2,15,2.59,0,19,1,4,2
2239,3,20,2.6,0,19,1,4,2
2240,3,11,2.56,0,19,1,4,2
2241,2,10,4.39,0,19,1,4,2
2242,2,14,4.11,0,19,1,4,2
2243,2,15,5.7,0,19,1,4,2
2244,2,25,12.21,0,19,1,4,2
2245,2,2,0.89,0,19,1,4,2
2246,2,8,2.34,0,19,1,4,2
2247,2,3,1.08,0,19,1,4,2
2248,2,12,4.46,0,19,1,4,2
2249,2,17,6.9,0,19,1,4,2
2250,2,12,6.29,0,19,2,4,2
2251,2,7,2.91,0,19,2,4,2
2252,2,7,2.64,0,19,1,4,2
2253,2,20,5.22,0,19,1,2,3
2254,2,20,5.22,0,19,1,2,3
2255,3,35,13.1,0,19,1,4,3
2256,3,30,13.59,0,19,1,4,3
2257,3,20,15.11,0,19,1,4,3
2258,3,2,0.38,0,19,1,4,3
2259,3,2,0.38,0,19,1,4,3
2260,3,30,14.9,0,19,1,4,3
2261,1,16,1.74,0,19,1,1,1
2262,1,12,1.74,0,19,1,1,1
2263,4,13,6.25,0,19,1,4,2
2264,4,11,6.03,0,19,1,4,2
2265,4,4,0.76,0,19,3,4,2
2266,4,1,0.76,0,19,2,4,2
2267,4,13,1.44,0,19,1,4,2
2268,4,47,23.93,0,19,1,4,2
2269,4,91,24.99,0,19,1,4,2
2270,3,7,7.07,0,19,1,1,3
2271,3,14,3.52,0,19,1,1,3
2272,3,3,0.93,0,19,1,1,3
2273,3,5,3.52,0,19,1,1,3
2274,3,26,6.87,0,19,1,1,3
2275,5,15,9.7,0,19,1,4,3
2276,5,15,10.1,0,19,1,4,3
2277,1,28,10.11,0,19,1,2,2
2278,1,12,2.1,0,19,1,2,2
2279,1,7,2.1,0,19,1,2,2
2280,1,28,12.22,0,19,1,2,2
2281,1,6,1.18,0,19,1,2,2
2282,1,6,1.18,0,19,1,2,2
2283,3,64,47.64,0,19,1,4,2
2284,3,60,47.65,0,19,1,4,2
2285,3,5,0.75,0,19,1,4,2
2286,3,3,0.75,0,19,1,4,2
2287,3,4,0.75,0,19,1,4,2
2288,3,7,0.75,0,19,1,4,2
2289,3,6,0.75,0,19,1,4,2
2290,3,2,0.75,0,19,1,4,2
2291,3,4,0.75,0,19,1,4,2
2292,3,9,0.75,0,19,1,4,2
2293,3,5,2.33,0,19,2,4,2
2294,3,4,3.41,0,19,2,4,2
2295,3,9,1.67,0,19,2,4,2
2296,3,2,0.75,0,19,2,4,2
2297,3,2,0.75,0,19,1,4,2
2298,3,3,0.75,0,19,1,4,2
2299,3,3,0.75,0,19,2,4,2
2300,4,75,30.12,1,6,1,2,1
2301,4,15,5.49,0,19,1,2,1
2302,4,15,6.51,0,19,1,2,1
2303,3,15,3.78,0,19,1,4,3
2304,3,10,5.08,0,19,1,4,3
2305,3,15,2.07,0,19,1,4,3
2306,3,15,4.12,0,19,1,4,3
2307,3,5,2.56,0,19,1,4,3
2308,3,10,1.91,0,19,1,4,3
2309,3,30,6.24,0,19,1,4,3
2310,3,10,4.86,0,19,1,4,3
2311,3,60,26.81,0,19,1,4,3
2312,3,60,25.11,0,19,1,4,3
2313,3,30,11.31,0,19,1,4,3
2314,3,20,3.91,0,19,1,3,2
2315,3,30,3.91,0,19,1,3,2
2316,2,7,5.33,0,19,2,2,1
2317,2,10,5.12,0,17,2,2,1
2318,2,9,5.33,0,19,1,2,1
2319,2,10,5.12,0,19,1,2,1
2320,1,20,2.99,0,19,1,2,1
2321,1,20,2.97,0,19,1,2,1
2322,2,6,0.0,0,19,1,4,2
2323,2,9,0.0,0,19,1,4,2
2324,2,15,0.0,0,19,1,4,2
2325,3,40,16.06,0,19,1,1,2
2326,3,13,5.57,0,19,1,1,2
2327,3,20,11.02,0,19,1,1,2
2328,3,47,9.33,0,19,1,1,2
2331,2,30,7.44,0,19,1,2,3
2332,2,30,7.44,0,19,1,2,3
2333,1,30,4.11,0,6,1,2,0
2334,1,30,3.84,0,6,1,2,0
2335,1,16,26.74,1,19,1,4,1
2336,6,15,1.6,0,19,1,2,3
2337,6,15,1.61,0,19,1,2,3
2338,3,12,6.34,0,19,1,2,2
2339,3,20,3.92,0,19,1,2,2
2340,3,40,6.77,0,19,1,2,2
2341,3,25,4.49,0,19,1,2,2
2342,3,15,1.91,0,19,1,2,2
2343,3,15,7.51,0,19,1,2,2
2344,3,30,7.38,0,19,1,2,2
2345,3,10,0.67,0,19,1,2,2
2346,5,5,2.5,0,19,2,2,2
2347,5,21,8.7,0,19,1,2,2
2348,5,32,7.9,0,19,1,2,2
2349,2,7,2.49,0,19,1,4,2
2350,2,10,2.48,0,19,1,4,2
2351,4,15,4.74,0,19,1,4,2
2352,4,15,4.79,0,19,1,4,2
2353,4,20,9.89,0,19,1,4,3
2354,4,25,11.62,0,19,1,4,3
2355,4,40,20.76,1,19,1,4,3
2356,4,30,5.4,0,19,1,4,3
2357,3,7,1.4,0,19,1,4,3
2358,3,10,1.4,0,19,1,4,3
2359,3,10,1.4,0,19,1,4,3
2360,3,10,1.4,0,19,1,4,3
2361,3,102,0.0,1,6,1,4,3
2362,3,100,0.0,1,6,1,4,3
2363,3,80,32.44,1,6,2,3,2
2364,3,15,0.0,0,19,1,3,2
2365,3,20,0.0,0,19,1,3,2
2366,3,15,5.75,0,19,1,3,3
2367,3,20,5.68,0,19,1,3,3
2368,2,85,31.17,1,6,1,2,2
2369,4,33,17.89,0,19,2,4,3
2370,4,30,17.63,0,19,2,4,3
2371,4,10,3.41,0,19,1,4,3
2372,4,10,3.41,0,19,1,4,3
2373,4,25,12.25,0,19,1,2,2
2374,4,2,1.62,0,19,1,2,2
2375,4,13,0.93,0,19,1,2,2
2376,4,1,0.55,0,19,1,2,2
2377,4,2,0.55,0,19,1,2,2
2378,4,12,2.33,0,19,1,2,2
2379,4,54,11.72,0,19,1,2,2
2380,4,35,31.37,1,19,1,2,2
2381,3,13,3.69,0,19,1,4,2
2382,3,5,4.59,0,19,1,4,2
2383,3,8,3.66,0,19,1,4,2
2384,3,19,10.09,0,19,1,4,2
2385,3,25,9.09,0,19,1,4,2
2386,2,20,17.31,0,19,1,2,1
2387,2,30,17.07,0,19,1,2,1
2388,2,20,8.43,0,19,1,4,2
2389,2,25,8.82,0,19,1,4,2
2390,2,5,2.33,0,19,1,4,2
2391,2,10,3.77,0,19,1,4,2
2392,4,70,31.37,1,6,1,4,2
2393,4,2,0.65,0,19,1,4,2
2394,4,12,2.52,0,19,1,4,2
2395,4,14,2.52,0,19,1,4,2
2396,3,5,1.56,0,19,1,3,2
2397,3,110,31.12,1,6,1,3,2
2398,2,9,1.32,0,19,2,2,1
2399,2,3,1.98,0,19,1,2,1
2400,2,23,0.0,0,19,1,2,1
2401,2,47,0.0,0,19,1,2,1
2402,4,33,17.38,0,19,1,4,3
2403,4,70,29.93,0,19,1,4,3
2404,4,40,25.18,0,19,1,4,3
2405,4,23,6.1,0,19,1,4,3
2406,4,5,0.65,0,19,3,4,3
2407,4,30,14.5,0,19,1,4,3
2408,4,150,27.37,1,19,2,4,3
2409,4,36,6.09,0,19,1,4,3
2410,4,40,13.28,0,19,1,4,3
2411,4,5,0.65,0,19,2,4,3
2412,2,15,1.46,0,19,1,4,2
2413,2,24,1.51,0,19,1,4,2
2414,2,25,8.8,0,19,1,2,2
2415,2,40,8.61,0,19,1,2,2
2416,2,7,1.67,0,19,1,4,3
2417,2,9,1.82,0,19,1,4,3
2418,2,15,8.27,0,19,1,4,3
2419,2,15,7.78,0,19,1,4,3
2420,2,15,8.27,0,19,1,4,3
2421,2,20,7.78,0,19,1,4,3
2422,4,9,4.36,0,19,2,4,2
2423,4,11,3.96,0,19,2,4,2
2424,4,2,0.81,0,19,4,4,2
2425,4,105,23.34,1,12,1,4,2
2426,3,33,21.07,1,19,1,3,3
2427,3,17,3.63,0,19,1,2,2
2428,3,25,0.0,0,19,1,2,2
2429,3,45,0.0,0,19,1,2,2
2430,4,5,2.95,0,19,1,9,3
2431,4,10,1.65,0,19,1,9,3
2432,2,48,37.33,0,19,2,4,2
2433,2,51,40.76,0,19,2,4,2
2434,3,30,12.46,0,19,1,4,3
2435,3,30,12.16,0,19,1,4,3
2436,2,60,20.6,1,6,1,2,2
2437,2,40,10.43,0,19,1,9,2
2438,2,90,11.09,0,19,1,9,2
2439,2,9,5.96,0,19,1,4,2
2440,2,9,4.69,0,19,1,4,2
2441,2,5,0.0,0,19,2,4,2
2442,2,17,0.0,0,19,2,4,2
2443,2,69,17.43,0,6,1,4,2
2444,2,134,0.0,0,6,1,4,2
2445,2,17,0.0,0,17,2,4,2
2446,4,42,12.28,0,19,1,4,3
2447,4,12,1.77,0,19,1,4,3
2448,4,10,1.84,0,19,1,4,3
2449,4,38,13.1,0,19,1,4,3
2450,4,12,3.66,0,19,1,4,3
2451,4,5,2.18,0,19,1,4,3
2452,4,36,23.41,0,19,1,4,3
2453,4,40,25.3,0,19,1,4,3
2454,4,25,10.09,0,19,1,4,3
2455,4,32,9.09,0,19,1,4,3
2456,4,15,14.34,1,19,1,4,3
2457,4,10,0.81,0,19,1,4,3
2458,4,25,5.4,0,19,1,4,3
2459,4,15,0.87,0,19,1,4,3
2460,4,15,0.87,0,19,1,4,3
2461,4,30,5.42,0,19,1,4,3
2462,4,15,2.19,0,19,1,4,3
2463,3,1,0.29,0,19,3,3,3
2464,3,5,3.33,0,19,3,3,3
2465,3,32,16.29,0,19,1,3,3
2466,3,51,15.17,0,19,1,3,3
2467,3,14,14.95,0,19,1,3,3
2468,3,38,20.15,0,19,1,3,3
2469,3,24,6.93,0,19,1,3,3
2470,3,14,3.07,0,19,1,3,3
2471,4,25,11.15,0,19,1,4,3
2472,4,85,18.4,1,19,1,4,3
2473,2,34,9.72,0,19,1,3,3
2474,2,40,11.48,0,19,1,3,3
2475,2,20,6.09,0,19,1,3,3
2476,2,15,0.0,0,19,1,3,3
2477,2,7,0.0,0,19,1,3,3
2478,2,11,0.0,0,19,1,3,3
2479,2,6,0.43,0,19,1,3,3
2480,4,32,20.44,0,19,1,4,3
2481,4,10,1.35,1,19,1,4,3
2482,4,24,9.43,0,19,1,4,3
2483,4,2,0.52,0,19,1,4,3
2484,4,22,8.94,0,19,1,4,3
2485,4,4,1.44,0,19,1,4,3
2486,4,65,36.75,1,6,1,4,3
2487,4,6,1.44,0,19,1,4,3
2488,4,6,1.44,0,19,1,4,3
2489,4,1,0.37,0,19,1,4,3
2490,4,4,0.37,0,19,1,4,3
2491,4,6,1.44,0,19,1,4,3
2492,3,77,64.37,0,19,1,4,3
2493,2,50,14.98,0,19,1,2,2
2494,2,45,14.86,0,19,1,2,2
2495,3,40,11.41,1,19,1,4,2
2496,5,55,20.64,1,19,1,4,3
2497,5,70,16.88,1,19,1,4,3
2498,1,60,16.98,1,19,1,3,1
2499,3,11,8.31,0,19,1,4,2
2500,3,34,8.85,0,17,2,4,2
2501,3,75,26.97,1,19,2,4,2
2502,3,10,7.24,0,19,1,4,2
2503,3,15,8.26,0,19,1,4,2
2504,3,75,26.97,1,17,2,4,2
2505,2,30,6.26,0,19,2,3,2
2506,2,20,6.31,0,19,2,3,2
2507,2,60,41.67,1,19,3,3,2
2508,4,4,0.75,0,19,2,1,2
2509,4,4,3.25,0,19,1,1,2
2510,4,9,3.25,0,19,1,1,2
2511,4,10,0.75,0,19,1,1,2
2512,4,2,0.75,0,19,2,1,2
2513,4,6,0.75,0,19,2,1,2
2514,4,12,0.75,0,19,1,1,2
2515,4,4,2.81,0,19,1,1,2
2516,4,5,2.81,0,19,1,1,2
2517,4,6,2.81,0,19,1,1,2
2518,4,9,2.81,0,19,1,1,2
2519,4,10,0.75,0,19,2,1,2
2520,6,25,21.5,0,19,1,3,3
2521,6,5,0.88,0,19,1,3,3
2522,6,30,21.49,0,19,1,3,3
2523,2,28,18.19,0,19,1,4,3
2524,2,35,18.95,0,19,1,4,3
2525,2,10,5.76,0,19,1,4,3
2526,2,10,6.88,0,19,1,4,3
2527,3,6,2.28,0,19,2,4,2
2528,3,17,1.96,0,19,1,4,2
2529,3,16,1.96,0,19,1,4,2
2530,3,7,2.28,0,19,2,4,2
2531,3,2,2.28,0,19,2,4,2
2532,3,4,2.28,0,19,2,4,2
2533,3,34,14.57,0,19,1,4,2
2534,3,43,14.38,0,19,1,4,2
2535,4,15,0.98,0,19,3,4,2
2536,4,5,0.98,0,19,2,4,2
2537,4,35,12.62,0,19,1,4,2
2538,4,10,0.74,0,19,1,4,2
2539,4,10,0.74,0,19,1,4,2
2540,4,50,12.21,0,19,1,4,2
2541,5,75,22.15,0,19,1,4,3
2542,5,70,25.38,0,19,1,4,3
2543,5,11,4.53,0,19,2,4,3
2544,5,5,1.94,0,19,2,4,3
2545,5,14,7.37,0,19,1,4,3
2546,5,15,6.52,0,19,1,4,3
2547,5,15,9.97,0,19,1,4,3
2548,5,15,9.44,0,19,1,4,3
2549,3,180,67.99,0,19,1,2,3
2550,3,15,1.22,0,19,1,2,3
2551,4,30,20.45,0,19,1,4,2
2552,4,45,43.25,1,19,1,4,2
2553,3,45,25.35,0,19,1,3,3
2554,3,60,25.43,0,19,1,3,3
2555,2,36,18.5,0,19,1,4,3
2556,2,7,0.46,0,19,1,4,3
2557,2,34,18.25,0,19,1,4,3
2558,2,36,17.69,0,19,1,4,3
2559,2,32,12.98,0,19,1,4,3
2560,2,16,4.85,0,19,1,4,3
2561,2,3,0.71,0,19,1,4,3
2562,3,19,0.0,0,19,1,4,3
2563,3,33,0.0,0,19,1,4,3
2564,3,10,0.0,0,19,1,4,3
2565,3,10,0.0,0,19,1,4,3
2566,2,5,1.47,0,19,1,2,2
2567,2,4,1.47,0,19,1,2,2
2568,4,30,16.69,0,19,1,3,2
2569,4,20,10.7,0,19,1,3,2
2570,4,20,6.74,0,19,1,3,2
2571,2,25,14.98,0,19,1,4,3
2572,2,15,5.4,0,19,1,4,3
2573,2,20,15.04,0,19,1,4,3
2574,2,5,0.47,0,19,1,4,3
2575,2,30,23.72,0,19,1,4,3
2576,2,30,27.6,0,19,1,4,3
2577,2,40,14.29,0,19,1,4,3
2578,2,75,40.38,0,19,1,4,3
2579,2,30,14.69,0,19,1,4,3
2580,2,30,0.0,0,19,1,4,3
2581,2,45,0.0,0,19,1,4,3
2582,5,35,0.0,0,19,1,2,3
2583,5,45,0.0,0,19,1,2,3
2584,1,27,18.47,0,19,1,4,1
2585,1,39,17.5,0,19,1,4,1
2586,2,15,5.7,0,19,1,4,3
2587,2,10,3.55,0,19,1,4,3
2588,2,19,8.23,0,19,1,4,3
2589,4,3,0.44,0,19,1,4,2
2590,4,45,43.9,1,19,1,4,2
2591,2,30,14.13,0,19,1,4,2
2592,2,30,14.3,0,19,1,4,2
2593,2,70,30.76,0,19,1,4,3
2594,2,75,30.2,0,19,1,4,3
2595,3,28,19.38,0,19,1,2,2
2596,3,31,19.89,0,19,1,2,2
2597,1,50,21.62,0,19,1,2,1
2598,1,8,1.94,0,19,1,2,1
2599,1,2,0.37,0,19,1,2,1
2600,1,7,1.89,0,19,1,2,1
2601,1,25,7.68,0,19,1,2,1
2602,1,73,20.47,0,19,1,2,1
2603,1,5,1.69,0,19,1,2,1
2604,2,6,3.28,0,19,1,2,2
2605,2,7,3.27,0,19,1,2,2
2606,2,55,32.3,0,19,1,2,2
2607,2,60,33.65,0,19,1,2,2
2608,1,97,40.88,1,6,1,2,1
2609,3,30,11.75,0,17,2,2,3
2610,3,30,11.77,0,17,2,2,3
2611,2,20,0.77,0,19,1,2,3
2612,2,30,5.41,0,19,1,2,3
2613,5,45,26.53,0,19,1,4,3
2614,5,45,27.33,0,19,1,4,3
2615,3,10,3.33,0,19,1,2,3
2616,3,10,3.37,0,19,1,2,3
2617,2,38,15.69,0,19,1,2,2
2618,2,15,10.33,0,19,1,2,2
2619,2,22,10.36,0,19,1,2,2
2620,2,28,11.93,0,19,1,2,2
2621,2,16,10.33,0,19,1,2,2
2622,2,25,10.36,0,19,1,2,2
2623,2,5,0.77,0,19,1,2,2
2624,2,28,8.36,0,19,1,2,2
2625,2,19,3.83,0,19,1,2,2
2626,2,45,15.77,0,19,1,2,2
2627,4,33,21.2,0,19,1,4,3
2628,4,180,21.3,0,17,2,4,3
2629,4,19,1.82,0,19,2,4,3
2630,4,3,2.8,0,19,1,4,3
2631,4,6,5.21,0,19,1,4,3
2632,4,4,5.15,0,19,1,4,3
2633,4,5,2.8,0,19,1,4,3
2634,4,25,0.5,0,19,1,3,2
2635,4,50,39.22,1,19,2,3,2
2636,2,85,35.41,0,19,1,2,2
2637,2,10,1.41,0,19,1,2,2
2638,2,10,1.41,0,19,1,2,2
2639,2,105,35.66,0,19,1,2,2
2640,2,14,23.88,0,19,1,2,2
2641,2,15,24.65,0,19,1,2,2
2642,2,18,10.46,0,19,1,2,2
2643,2,18,7.15,0,19,1,2,2
2644,2,15,0.75,0,19,1,2,2
2645,2,2,8.47,0,19,1,2,2
2646,2,35,7.76,0,19,1,2,2
2647,2,73,20.43,0,19,1,2,2
2648,2,40,22.01,0,19,1,2,2
2649,1,40,19.98,0,19,1,4,3
2650,1,40,19.94,0,19,1,4,3
2651,3,15,2.81,0,19,1,2,2
2652,3,15,2.81,0,19,1,2,2
2653,1,13,3.47,0,19,1,9,3
2654,1,46,14.37,0,19,1,9,3
2655,1,30,14.61,0,19,1,9,3
2656,1,18,3.47,0,19,1,9,3
2657,2,26,20.65,0,19,1,4,2
2658,2,29,20.74,0,19,1,4,2
2659,2,26,0.0,0,19,1,4,2
2660,2,25,0.0,0,19,1,4,2
2661,2,55,31.04,0,19,1,9,3
2662,2,70,31.91,0,19,1,9,3
2663,3,40,11.26,0,19,1,2,2
2664,3,35,11.34,0,19,1,2,2
2665,1,10,1.56,0,23,1,1,0
2666,1,15,1.56,0,23,1,1,0
2667,1,10,0.57,0,23,1,1,0
2668,1,25,0.57,0,23,1,1,0
2669,5,30,17.45,0,19,1,4,3
2670,5,60,18.4,0,19,1,4,3
2671,2,5,3.59,0,19,1,9,1
2672,2,4,1.53,0,19,1,9,1
2673,2,9,3.87,0,19,1,9,1
2674,2,10,3.08,0,19,1,9,1
2675,2,15,3.19,0,19,1,9,1
2676,5,22,5.21,0,19,1,4,3
2677,5,20,5.27,0,19,1,4,3
2678,2,50,32.26,0,19,1,9,3
2679,2,55,39.4,0,19,1,9,3
2680,2,45,12.82,0,19,1,9,3
2681,4,10,3.75,0,19,3,2,2
2682,4,9,4.37,0,19,1,2,2
2683,4,7,0.47,0,19,1,2,2
2684,4,6,2.31,0,19,1,2,2
2685,4,7,2.45,0,19,1,2,2
2686,4,9,0.97,0,19,1,2,2
2687,4,44,0.97,0,19,1,2,2
2688,4,13,2.88,0,19,1,2,2
2689,4,15,5.64,0,19,1,3,2
2690,4,4,0.9,0,19,2,3,2
2691,4,16,5.66,0,19,2,3,2
2692,4,65,5.64,0,15,1,3,2
2693,4,4,0.9,0,17,2,3,2
2694,4,16,5.66,0,17,2,3,2
2695,2,120,41.61,1,6,1,4,3
2696,5,5,2.63,0,19,1,4,3
2697,5,20,8.22,0,19,1,4,3
2698,5,20,6.97,0,19,1,4,3
2699,5,30,42.96,0,19,1,4,3
2700,5,50,42.89,0,19,1,4,3
2701,5,20,6.97,0,19,2,4,3
2702,5,20,8.22,0,19,2,4,3
2703,5,5,2.63,0,19,2,4,3
2704,5,45,42.75,0,19,1,4,3
2705,5,60,41.16,0,19,1,4,3
2706,5,5,2.63,0,19,1,4,3
2707,3,45,10.61,0,19,1,4,3
2708,3,30,10.24,0,19,1,4,3
2709,3,25,3.02,0,19,1,4,3
2710,3,45,15.77,0,19,1,4,3
2711,3,45,15.74,0,19,1,4,3
2712,3,85,31.12,1,6,2,1,2
2713,3,40,18.09,0,19,2,4,2
2714,3,40,12.36,1,19,1,4,2
2715,3,15,3.24,0,19,1,4,2
2716,3,40,20.0,0,19,2,4,2
2717,3,15,1.84,0,19,2,4,2
