,HHSIZE,TRPDUR,TRPDIST_HN,DNYC,PMODE,TOTTR_R,INCOM_R,HHVEH_R
690,3,40,39.58,1,19,1,4,2
691,2,7,1.11,0,19,1,2,2
692,2,24,0.0,0,19,1,2,2
693,2,23,0.0,0,19,1,2,2
694,1,30,8.09,0,19,1,2,1
695,1,23,13.38,0,19,1,2,1
696,1,24,0.0,0,19,1,2,1
697,1,19,0.0,0,19,1,2,1
698,1,35,14.47,0,19,1,2,1
699,1,20,2.64,0,17,2,9,0
700,1,25,2.55,0,17,2,9,0
701,1,30,22.84,0,19,2,2,1
702,1,30,23.14,0,19,2,2,1
703,5,115,44.24,1,6,2,3,1
704,5,20,4.35,0,19,1,3,1
705,5,19,3.38,0,19,1,3,1
706,5,15,3.03,0,19,2,3,1
707,1,15,3.91,0,19,1,9,2
708,1,20,5.07,0,19,1,9,2
709,1,5,1.41,0,19,1,9,2
710,1,20,7.36,0,19,1,9,2
711,2,15,3.76,0,19,1,4,3
712,2,20,3.9,0,19,1,4,3
713,2,20,4.49,0,19,1,4,3
714,2,20,4.56,0,19,1,4,3
715,2,15,2.4,0,19,1,4,3
716,2,15,2.5,0,19,1,4,3
717,2,15,2.51,0,19,1,4,3
718,2,15,1.69,0,19,1,4,3
719,1,70,28.71,1,19,1,3,1
720,3,14,2.79,0,19,2,4,3
721,3,11,3.68,0,19,1,4,3
722,3,3,1.14,0,19,1,4,3
723,3,50,3.95,1,19,1,4,3
724,3,5,0.78,0,19,1,4,3
725,3,75,0.0,1,6,1,4,3
726,6,77,32.8,0,19,1,3,2
727,6,57,33.74,0,19,1,3,2
728,3,119,39.96,1,6,1,3,2
729,3,110,28.89,1,6,1,4,2
730,3,15,2.37,0,19,1,4,2
731,2,100,58.62,1,6,1,4,2
732,2,26,15.15,0,19,1,3,2
733,2,51,14.56,0,19,1,3,2
734,2,4,1.32,1,19,2,3,1
735,4,60,32.26,0,19,1,4,3
736,4,60,31.93,0,19,1,4,3
737,5,7,1.63,0,17,3,4,1
738,5,15,1.63,0,5,1,4,1
739,1,24,10.65,0,19,1,2,1
740,1,21,10.78,0,19,1,2,1
741,2,23,9.25,0,19,1,4,2
742,2,18,7.84,0,19,1,4,2
743,2,7,2.08,0,19,1,4,2
744,2,9,2.08,0,19,1,4,2
745,2,5,8.77,0,19,1,4,2
746,2,5,8.77,0,19,1,4,2
747,2,7,2.72,0,19,1,4,2
748,2,5,2.72,0,19,1,4,2
749,2,8,2.72,0,19,1,4,2
750,2,11,8.77,0,19,1,4,2
751,2,15,8.77,0,19,1,4,2
752,1,5,0.0,0,19,1,4,1
753,1,3,0.0,0,19,1,4,1
754,1,36,21.84,0,19,1,4,1
755,1,43,0.0,0,19,1,4,1
756,2,102,44.33,1,6,2,3,1
757,2,12,1.61,0,19,2,3,1
758,2,7,1.61,0,19,2,3,1
759,2,40,23.7,0,19,1,3,1
760,2,70,22.44,0,19,1,3,1
761,2,13,5.53,0,19,2,9,2
762,2,18,5.72,0,19,2,9,2
763,2,13,5.53,0,17,2,9,2
764,2,10,4.36,0,19,1,9,2
765,2,11,4.36,0,19,1,9,2
766,2,18,5.72,0,17,2,9,2
767,1,25,11.22,0,19,1,2,1
768,1,4,0.77,0,19,1,2,1
769,1,4,0.77,0,19,1,2,1
770,1,45,12.92,0,19,1,2,1
771,1,11,1.86,0,19,1,2,1
772,1,10,4.5,0,19,1,9,1
773,1,9,4.48,0,19,1,9,1
774,1,21,7.82,0,19,1,2,1
775,1,26,7.83,0,19,1,2,1
776,4,30,23.45,0,19,3,4,2
777,4,30,23.89,0,19,3,4,2
778,4,15,11.79,0,19,1,4,2
779,4,15,16.15,0,19,1,4,2
780,4,5,0.52,0,19,1,4,2
781,4,20,16.73,0,19,1,4,2
782,4,30,20.97,0,19,1,4,2
783,4,20,11.56,0,19,1,4,2
784,4,30,9.31,0,19,1,1,3
785,4,40,8.0,0,19,1,1,3
786,4,10,1.09,0,19,1,1,3
787,4,30,1.95,0,18,1,1,3
788,4,30,1.95,0,18,1,1,3
789,2,45,47.34,0,19,1,3,3
790,2,30,47.72,0,19,1,3,3
791,2,130,37.73,1,6,1,2,2
792,1,12,21.92,0,19,1,4,2
793,1,22,19.66,0,19,1,4,2
794,1,6,1.41,0,19,1,4,2
795,1,7,1.41,0,19,1,4,2
796,1,52,0.0,0,19,1,4,2
797,1,27,0.0,0,19,1,4,2
798,5,10,1.13,0,19,1,4,3
799,5,30,4.76,0,19,1,4,3
800,5,30,6.39,0,19,1,4,3
801,5,81,21.75,1,6,1,4,3
802,1,3,0.88,0,19,1,2,1
803,1,5,0.88,0,19,1,2,1
804,1,7,0.88,0,19,1,2,1
805,1,17,0.88,0,19,1,2,1
806,2,15,0.77,0,23,1,1,1
807,3,29,10.95,0,19,2,4,3
808,3,27,11.75,0,19,1,4,3
809,3,8,0.75,0,19,1,4,3
810,3,34,16.5,0,19,1,4,3
811,3,56,16.38,0,19,1,4,3
812,3,10,3.18,0,19,1,4,3
813,3,5,3.23,0,19,1,4,3
814,4,90,15.84,1,6,2,4,1
815,4,10,1.4,0,19,3,4,1
816,4,14,3.45,1,19,2,4,1
817,5,5,1.45,0,19,1,4,2
818,5,5,1.45,0,19,2,4,2
819,5,10,1.45,0,19,4,4,2
820,5,14,5.67,0,19,1,4,2
821,5,14,5.67,0,19,1,4,2
822,5,15,3.34,0,19,4,4,2
823,5,10,3.34,0,19,3,4,2
824,2,16,4.47,0,19,2,2,2
825,2,24,4.78,0,19,1,2,2
826,2,4,0.73,0,19,1,2,2
827,2,70,0.0,1,6,2,4,1
828,2,72,0.0,1,6,2,4,1
829,2,10,0.42,0,19,1,4,2
830,2,10,0.42,0,19,1,4,2
831,2,60,15.7,1,19,1,4,2
832,2,35,13.87,0,19,1,4,2
833,3,45,13.77,0,19,1,4,3
834,3,45,12.91,0,19,1,4,3
835,2,25,5.7,0,19,2,2,1
836,2,16,2.52,0,19,1,2,1
837,2,15,3.4,0,19,1,2,1
838,2,15,1.41,0,19,2,2,1
839,2,20,4.61,0,19,2,2,1
840,2,25,5.7,0,17,2,2,1
841,2,15,1.41,0,17,2,2,1
842,2,20,4.61,0,17,2,2,1
843,3,2,0.75,0,19,1,9,2
844,3,59,18.29,0,16,1,9,2
845,3,50,20.57,0,16,2,9,2
846,3,18,7.93,0,19,1,9,2
847,3,7,3.44,0,19,1,9,2
848,3,5,3.66,0,19,1,9,2
849,3,27,7.69,0,19,1,9,2
850,3,50,25.58,1,19,1,4,2
851,2,30,15.82,1,19,1,1,2
852,1,30,16.49,0,19,1,4,2
853,1,80,1.81,0,15,1,2,0
854,1,66,1.81,0,15,1,2,0
855,3,15,6.44,0,19,2,2,2
856,3,10,2.25,0,19,2,2,2
857,3,15,6.44,0,19,2,2,2
858,3,15,6.44,0,19,1,2,2
859,3,15,6.44,0,19,1,2,2
860,1,150,87.68,0,19,1,4,1
861,2,45,27.19,0,19,1,4,2
862,2,28,7.37,0,19,1,4,2
863,2,19,6.98,0,19,1,4,2
864,2,40,28.69,0,19,1,4,2
865,2,56,26.91,1,6,1,4,2
866,2,40,7.44,0,19,1,4,2
867,2,30,8.01,0,19,1,4,2
868,2,10,2.69,0,19,1,4,2
869,2,60,8.94,0,19,1,4,2
870,2,45,8.47,0,19,1,4,2
871,2,45,3.49,0,19,1,4,2
872,3,45,18.43,0,19,1,4,2
873,3,45,18.26,0,19,1,4,2
874,3,5,0.62,0,19,2,4,2
875,4,13,4.37,0,19,1,9,2
876,4,13,5.59,0,19,1,9,2
877,4,15,5.59,0,19,1,9,2
878,4,2,0.88,0,23,1,9,2
879,4,5,0.88,0,19,1,9,2
880,4,25,0.0,0,19,1,9,2
881,4,25,0.0,0,19,1,9,2
882,4,7,1.45,0,19,2,4,2
883,4,13,1.45,0,23,1,4,2
884,4,10,3.67,0,19,1,4,2
885,4,32,10.11,1,19,1,4,2
886,4,10,2.48,0,19,2,4,2
887,4,4,0.8,0,19,2,4,2
888,4,4,0.8,0,19,1,4,2
889,4,62,0.0,1,6,1,4,2
890,4,5,1.62,0,19,1,4,3
891,4,16,7.85,0,19,1,4,3
892,4,20,9.78,0,19,1,4,3
893,4,30,9.05,0,19,1,4,3
894,4,30,9.17,0,19,1,4,3
895,4,10,1.62,0,19,1,4,3
896,4,20,8.08,0,19,1,4,3
897,4,30,0.0,0,19,1,4,3
898,4,30,0.0,0,19,1,4,3
899,4,30,2.92,0,19,1,4,3
900,4,45,3.39,0,19,1,4,3
901,4,15,2.65,0,19,1,4,3
902,1,15,3.72,1,19,1,4,1
903,3,40,13.29,0,19,1,4,3
904,3,50,15.85,0,19,1,4,3
905,3,15,4.68,0,19,1,4,3
906,3,5,1.72,0,19,2,4,3
907,3,10,1.72,0,19,2,4,3
908,3,10,1.72,0,19,1,4,3
909,3,24,7.25,0,19,1,4,3
910,3,20,7.17,0,19,1,4,3
911,3,91,23.12,1,6,1,4,3
912,2,22,3.61,0,19,1,4,1
913,2,27,4.04,0,19,1,4,1
914,3,10,6.37,0,19,1,2,3
915,3,15,6.67,0,19,1,2,3
916,4,30,14.28,0,19,1,4,3
917,4,40,14.82,0,19,1,4,3
918,4,10,2.69,0,19,1,4,3
919,4,130,30.9,1,6,2,4,3
920,4,30,11.97,0,19,1,4,3
921,4,30,11.97,0,19,1,4,3
922,4,15,5.61,0,19,1,2,3
923,4,15,5.61,0,19,1,2,3
924,2,103,29.58,1,6,1,4,2
925,1,182,55.63,1,6,1,4,1
926,4,30,13.02,0,19,1,2,2
927,4,30,12.84,0,19,1,2,2
928,1,12,1.77,0,19,1,4,2
929,1,10,1.67,0,19,1,4,2
930,2,36,14.42,1,19,1,9,2
931,2,18,3.55,0,19,1,9,2
932,2,9,1.98,0,19,1,9,2
933,2,10,1.97,0,19,1,9,2
934,1,63,25.51,1,19,1,2,1
935,1,15,2.75,0,19,1,2,1
936,3,25,8.46,0,19,1,9,2
937,3,25,8.47,0,19,1,9,2
938,3,45,9.39,0,19,1,9,2
939,3,45,9.39,0,19,1,9,2
940,2,15,5.11,0,19,1,3,2
941,2,3,3.21,0,19,1,3,2
942,2,13,3.52,0,19,1,3,2
943,2,9,4.39,0,19,1,3,2
944,2,4,1.69,0,19,1,3,2
945,2,2,1.69,0,19,1,3,2
946,2,21,12.89,0,19,1,3,2
947,2,5,1.57,0,19,1,3,2
948,2,4,1.57,0,19,1,3,2
949,2,4,3.47,0,19,1,3,2
950,2,15,3.47,0,19,2,3,2
951,2,9,1.57,0,19,1,3,2
952,2,65,50.71,0,19,1,3,2
953,5,26,23.7,0,19,1,3,2
954,5,30,23.72,0,19,1,3,2
955,1,18,9.15,0,19,1,2,1
956,1,18,8.5,0,19,1,2,1
957,1,11,3.58,0,19,1,2,1
958,1,10,0.95,0,19,1,2,1
959,1,8,1.83,0,19,1,3,3
960,1,9,1.83,0,19,1,3,3
961,1,4,0.9,0,19,1,3,3
962,1,60,17.09,0,19,1,3,3
963,1,50,16.15,0,19,1,3,3
964,1,5,2.99,0,19,1,3,3
965,4,7,1.62,0,19,1,4,2
966,4,25,8.67,0,19,2,4,2
967,4,35,8.72,0,19,2,4,2
968,4,2,1.62,0,19,1,4,2
969,4,5,0.41,0,19,1,4,2
970,4,5,0.41,0,19,1,4,2
971,2,21,15.0,0,19,1,2,2
972,2,26,15.31,0,19,1,2,2
973,1,15,0.0,0,19,1,2,1
974,1,25,0.0,0,19,1,2,1
975,4,10,0.41,0,23,1,2,2
976,4,10,0.41,0,23,1,2,2
977,4,30,11.04,0,19,1,2,2
978,4,38,12.29,0,19,1,2,2
979,4,38,10.02,0,19,1,2,2
980,4,27,6.41,0,19,1,2,2
981,5,15,1.62,0,19,2,4,2
982,5,15,1.62,0,19,2,4,2
983,3,5,3.09,0,19,2,9,3
984,3,39,12.42,0,19,1,9,3
985,3,60,9.27,0,19,1,9,3
986,3,45,7.26,0,19,1,9,3
987,1,50,0.0,0,19,1,4,3
988,1,75,0.0,0,19,1,4,3
989,2,4,0.0,0,19,1,4,2
990,2,29,10.0,0,19,1,4,2
991,2,152,0.0,0,19,2,4,2
992,2,36,0.0,0,19,1,4,2
993,2,25,0.0,0,19,1,4,2
994,2,24,0.0,0,19,1,4,2
995,2,55,33.6,0,19,1,4,2
996,2,5,0.0,0,19,1,4,2
997,5,40,14.94,1,19,1,4,2
998,3,10,1.65,0,19,1,4,3
999,3,10,5.97,0,19,1,4,3
1000,3,10,3.81,0,19,1,4,3
1001,3,30,10.54,0,19,1,4,3
1002,3,40,10.35,0,19,1,4,3
1003,2,105,37.77,1,6,1,9,2
1004,4,90,26.41,1,19,1,4,2
1005,3,35,18.02,0,19,1,2,3
1006,3,28,11.88,0,19,1,2,3
1007,3,18,5.12,0,19,1,2,3
1008,3,45,10.27,0,19,1,2,3
1009,3,40,10.26,0,19,1,2,3
1010,3,25,7.96,0,19,1,2,3
1011,3,25,7.84,0,19,1,2,3
1012,2,36,14.51,1,19,1,4,3
1013,1,25,2.76,0,19,1,2,2
1014,1,30,2.76,0,19,1,2,2
1015,5,30,15.73,0,19,1,4,2
1016,5,30,5.51,0,19,1,4,2
1017,5,30,19.28,0,19,1,4,2
1018,2,5,1.35,0,19,1,4,2
1019,2,5,1.35,0,19,1,4,2
1020,7,70,29.36,1,19,1,3,3
1021,1,30,25.97,0,19,1,2,1
1022,1,30,26.03,0,19,1,2,1
1023,2,20,10.17,0,19,1,2,3
1024,2,30,9.96,0,19,1,2,3
1025,4,30,6.65,0,19,1,3,2
1026,4,30,6.15,0,19,1,3,2
1027,4,60,13.35,0,19,1,3,2
1028,4,30,13.64,0,19,1,3,2
1029,2,68,35.61,1,6,2,4,1
1030,3,40,26.93,0,19,1,4,3
1031,3,55,26.96,0,19,1,4,3
1032,3,20,8.37,0,19,1,4,3
1033,3,15,4.81,0,19,1,4,3
1034,3,12,3.1,0,19,1,4,3
1035,4,30,2.98,0,19,1,2,2
1036,2,62,51.2,0,19,1,2,3
1037,2,63,43.65,0,19,1,2,3
1038,2,11,6.96,0,19,1,2,3
1039,2,57,16.97,1,17,2,2,0
1040,1,30,16.66,0,19,1,3,1
1041,1,30,16.49,0,19,1,3,1
1042,1,51,24.34,0,19,1,4,1
1043,1,20,7.23,0,19,1,1,1
1044,1,22,7.42,0,19,1,1,1
1045,1,8,1.2,0,19,1,1,2
1046,1,3,0.68,0,19,1,1,2
1047,1,3,2.03,0,19,1,1,2
1048,1,57,28.34,1,6,1,1,2
1049,1,20,6.15,0,19,1,1,2
1050,1,5,0.75,0,19,1,1,2
1051,1,25,5.86,0,19,1,1,2
1052,2,25,5.31,0,19,1,2,2
1053,2,20,11.11,0,19,1,2,2
1054,2,10,7.53,0,19,1,2,2
1055,1,40,12.21,0,19,1,4,1
1056,1,30,12.19,0,19,1,4,1
1057,1,30,8.82,0,19,1,4,1
1058,1,30,8.69,0,19,1,4,1
1059,1,30,13.37,0,19,1,4,1
1060,6,10,3.2,0,19,1,4,3
1061,6,15,3.25,0,19,1,4,3
1062,3,3,1.66,0,19,3,4,2
1063,3,38,17.22,0,19,1,4,2
1064,3,39,17.6,0,19,1,4,2
1065,3,1,0.75,0,19,2,4,2
1066,3,130,55.5,1,6,1,4,2
1067,5,60,29.02,1,19,1,4,2
1068,2,30,11.73,0,19,1,3,2
1069,2,38,11.73,0,19,1,3,2
1070,2,12,6.29,0,19,1,3,2
1071,2,33,6.29,0,19,1,3,2
1072,2,108,17.41,1,6,1,1,1
1073,3,25,13.61,0,19,1,4,3
1074,3,25,12.39,0,19,1,4,3
1075,5,31,15.14,0,19,1,4,3
1076,5,28,15.19,0,19,1,4,3
1077,5,48,16.12,0,19,1,4,3
1078,5,56,15.86,0,19,1,4,3
1079,2,20,9.3,0,19,1,3,1
1080,2,20,7.15,0,19,1,3,1
1081,4,30,13.51,0,19,1,4,3
1082,4,35,13.5,0,19,1,4,3
1083,4,55,21.42,1,19,1,4,3
1084,4,90,0.0,1,6,1,4,2
1085,1,30,12.77,0,19,1,4,1
1086,1,10,4.46,0,19,1,4,1
1087,1,42,15.29,0,19,1,4,1
1088,3,60,15.15,1,19,1,4,3
1089,3,90,24.88,1,12,1,4,3
1090,3,25,4.47,0,19,1,4,3
1091,3,10,4.46,0,19,1,4,3
1092,2,2,0.47,0,19,1,3,2
1093,2,5,1.03,0,19,1,3,2
1094,2,5,1.03,0,19,1,3,2
1095,2,17,10.84,0,19,1,3,2
1096,2,11,3.69,0,19,1,3,2
1097,2,16,7.58,0,19,1,3,2
1098,2,4,0.93,0,19,1,3,2
1099,2,2,0.47,0,19,1,3,2
1100,2,2,0.47,0,19,1,3,2
1101,2,3,0.47,0,19,1,3,2
1102,2,2,0.47,0,19,1,3,2
1103,2,3,0.47,0,19,1,3,2
1104,2,3,0.47,0,19,1,3,2
1105,1,83,26.45,1,6,1,4,1
1106,4,76,35.71,1,6,1,4,1
1107,2,40,19.6,0,19,1,4,2
1108,2,35,12.0,0,19,1,4,2
1109,2,10,1.2,0,19,1,4,2
1110,2,10,1.2,0,19,1,4,2
1111,3,20,6.22,0,19,1,3,3
1112,3,20,6.22,0,19,1,3,3
1113,3,78,30.41,1,6,1,4,2
1114,5,90,34.62,0,6,1,4,3
1115,5,23,9.71,0,19,1,4,3
1116,5,5,0.49,0,19,1,4,3
1117,5,25,9.65,0,19,1,4,3
1118,4,43,0.0,0,19,1,4,3
1119,4,26,0.0,0,19,1,4,3
1120,4,25,4.86,0,19,1,4,3
1121,4,5,1.24,0,19,1,4,3
1122,4,8,0.0,0,19,1,4,3
1123,4,35,0.0,0,19,1,4,3
1124,4,44,0.0,0,19,1,4,3
1125,4,25,0.0,0,19,1,4,3
1126,4,45,18.8,0,19,1,4,3
1127,4,10,3.47,0,19,1,4,3
1128,4,10,3.47,0,19,1,4,3
1129,1,29,21.14,0,19,1,9,1
1130,1,35,21.12,0,19,1,9,1
1131,1,3,1.99,0,19,1,9,1
1132,1,4,1.99,0,19,1,9,1
1133,2,10,4.04,0,19,1,3,2
1134,2,8,0.87,0,19,2,3,2
1135,2,17,0.87,0,19,2,3,2
1136,2,45,7.66,0,19,1,3,2
1137,2,30,6.6,0,19,1,3,2
1138,2,25,9.21,0,19,1,3,2
1139,2,12,4.79,0,19,1,3,2
1140,2,11,4.82,0,19,1,3,2
1141,2,45,15.31,0,19,1,3,2
1142,2,5,1.57,0,19,1,3,2
1143,2,30,8.41,0,19,1,3,2
1144,1,15,2.31,0,19,1,2,2
1145,1,10,2.31,0,19,1,2,2
1146,3,14,3.26,0,19,1,4,3
1147,3,13,3.23,0,19,1,4,3
1148,3,26,14.21,0,19,1,4,3
1149,3,8,0.42,0,19,1,4,3
1150,3,7,0.42,0,19,1,4,3
1151,3,32,14.35,0,19,1,4,3
1152,3,18,8.99,0,19,1,4,3
1153,3,25,8.99,0,19,1,4,3
1154,3,22,3.9,0,19,1,2,1
1155,3,9,4.33,0,19,1,2,1
1156,3,15,8.24,0,19,1,2,1
1157,2,14,7.28,0,19,1,4,3
1158,2,15,9.43,0,19,1,4,3
1159,2,7,1.76,0,19,1,4,3
1160,2,16,2.72,0,19,1,4,3
1161,2,11,2.71,0,19,1,4,3
1162,3,2,0.73,0,19,2,4,2
1163,3,12,6.43,0,19,1,4,2
1164,3,15,6.4,0,19,1,4,2
1165,3,60,30.4,0,19,1,4,2
1166,3,60,30.32,0,19,1,4,2
1167,2,21,17.15,0,19,1,3,1
1168,2,24,18.28,0,19,1,3,1
1169,2,9,2.34,0,19,2,3,1
1170,2,38,7.06,0,19,1,4,3
1171,2,25,7.33,0,19,1,4,3
1172,3,80,36.87,1,6,2,4,3
1173,3,20,4.97,0,19,1,4,3
1174,3,20,4.74,0,19,1,4,3
1175,1,25,7.14,0,19,1,2,2
1176,1,15,6.09,0,19,1,2,2
1177,1,10,1.03,0,19,1,2,2
1180,2,45,20.22,1,19,2,4,2
1181,1,72,0.0,1,6,1,4,1
1182,1,32,12.55,0,19,1,1,1
1183,1,30,12.74,0,19,1,1,1
1184,5,25,6.73,0,19,1,4,2
1185,5,25,6.72,0,19,1,4,2
1186,2,50,26.65,1,19,1,4,3
1187,4,5,1.53,0,19,3,3,2
1188,4,15,14.52,0,19,1,3,2
1189,4,30,16.16,0,19,1,3,2
1190,4,15,1.53,0,19,3,3,2
1191,4,10,4.42,0,19,1,3,2
1192,4,10,4.42,0,19,1,3,2
1193,3,40,29.34,1,19,1,4,3
1194,3,18,6.2,0,19,1,4,3
1195,3,12,6.18,0,19,1,4,3
1196,3,15,4.63,0,19,1,4,3
1197,3,22,2.95,0,19,1,4,3
1198,3,30,1.32,0,19,1,4,3
1199,3,10,1.32,0,19,1,4,3
1200,3,15,5.92,0,19,1,4,3
1201,3,20,5.95,0,19,1,4,3
1202,4,60,46.7,0,19,1,4,2
1203,4,80,46.64,0,19,1,4,2
1204,3,13,4.84,0,19,2,3,2
1205,3,3,0.79,0,19,2,3,2
1206,3,7,2.41,0,19,2,3,2
1207,3,7,3.8,0,19,2,3,2
1208,3,25,16.56,1,18,1,3,3
1209,1,60,28.7,1,19,1,9,2
1210,1,32,27.2,0,19,1,2,1
1211,1,12,2.42,0,19,1,2,1
1212,1,38,16.59,0,19,1,2,1
1213,1,15,6.91,0,19,1,2,1
1214,1,20,14.19,0,19,1,2,1
1216,2,39,8.05,0,19,1,4,2
1217,2,41,8.02,0,19,1,4,2
1218,1,1,0.59,0,19,1,2,1
1219,1,19,0.0,0,19,1,2,1
1220,1,21,0.0,0,19,1,2,1
1221,3,20,15.43,0,19,1,4,2
1222,3,29,16.15,0,19,1,4,2
1223,3,45,30.42,0,19,2,4,2
1224,3,75,30.73,0,19,1,4,2
1225,3,45,49.99,0,19,1,4,2
1226,3,4,3.98,0,17,2,2,2
1227,3,15,4.06,0,17,3,2,2
1228,3,5,0.77,0,17,3,2,2
1229,3,5,3.98,0,19,1,2,2
1230,3,5,4.06,0,19,1,2,2
1231,1,18,8.53,0,19,1,2,1
1232,1,22,0.0,0,19,1,2,1
1233,1,24,0.0,0,19,1,2,1
1234,4,15,10.3,0,19,1,3,3
1235,4,15,2.06,0,19,1,3,3
1236,4,10,7.97,0,19,1,3,3
1237,3,20,5.93,0,19,1,2,2
1238,3,20,5.93,0,19,1,2,2
1239,4,11,16.32,0,19,1,2,3
1240,4,22,19.54,0,19,1,2,3
1241,4,15,0.66,0,17,2,2,3
1242,4,1,0.66,0,17,2,2,3
1243,4,41,31.75,0,19,1,2,3
1244,3,15,11.72,0,19,1,2,2
1245,3,30,12.12,0,19,1,2,2
1246,3,15,2.02,0,19,1,2,2
1247,3,20,11.56,0,19,1,2,2
1248,3,10,9.17,0,19,1,2,2
1249,3,15,5.95,0,19,1,2,2
1250,3,5,1.13,0,19,1,2,2
1251,3,5,2.62,0,19,1,2,2
1252,3,5,0.59,0,19,1,2,2
1253,3,10,2.62,0,19,1,2,2
1254,3,5,2.62,0,19,1,2,2
1255,3,2,0.59,0,19,1,2,2
1256,3,10,0.0,0,19,1,2,2
1257,3,10,0.0,0,19,1,2,2
1258,3,1,0.59,0,19,1,2,2
1259,3,10,1.93,0,19,1,2,2
1260,3,10,2.54,0,19,1,2,2
1261,3,5,2.54,0,19,1,2,2
1262,3,5,0.55,0,19,1,2,2
1263,3,5,0.55,0,19,1,2,2
1264,3,5,2.54,0,19,1,2,2
1265,3,5,1.13,0,19,1,2,2
1266,3,15,1.82,0,19,1,2,2
1267,3,10,0.59,0,19,1,2,2
1268,3,30,21.22,0,19,1,2,2
1269,5,25,7.08,0,19,1,4,3
1270,5,20,7.1,0,19,1,4,3
1271,5,15,7.85,0,19,1,4,3
1272,5,15,7.84,0,19,1,4,3
1273,4,45,20.69,0,19,1,4,3
1274,4,75,38.92,1,19,1,4,3
1275,4,105,38.92,1,19,1,4,3
1276,4,100,38.92,1,19,1,4,3
1277,4,2,0.6,0,19,1,4,3
1278,4,45,19.85,0,19,1,4,3
1279,4,35,8.52,0,19,1,4,3
1280,4,21,8.45,0,19,1,4,3
1281,3,5,1.93,0,19,1,3,3
1282,3,22,17.25,0,19,1,3,3
1283,3,15,4.55,0,19,1,3,3
1284,3,15,14.75,0,19,1,3,3
1285,3,19,1.93,0,19,1,3,3
1288,3,15,6.76,0,19,1,9,2
1289,3,15,3.6,0,19,1,9,2
1290,3,15,6.26,0,19,1,9,2
1291,4,144,0.0,1,6,1,4,2
1292,4,50,15.31,0,19,1,4,2
1293,4,50,15.86,0,19,1,4,2
1294,2,25,12.63,0,19,1,4,2
1295,2,5,3.7,0,19,1,4,2
1296,2,10,3.69,0,19,1,4,2
1297,2,30,13.39,0,19,1,4,2
1298,2,10,7.67,0,19,1,4,2
1299,2,10,6.34,0,19,1,4,2
1300,5,60,36.75,0,19,1,4,2
1301,5,39,17.22,1,19,1,4,2
1302,1,8,4.22,0,19,1,2,2
1303,1,17,2.44,0,19,1,2,2
1304,1,13,2.14,0,19,1,2,2
1305,1,74,13.9,1,17,1,2,1
1306,4,30,23.66,1,19,1,2,3
1307,4,61,17.27,0,19,1,2,3
1308,4,34,17.71,0,19,1,2,3
1309,2,15,5.77,0,19,1,9,2
1310,2,15,5.38,0,19,1,9,2
1311,2,75,0.0,1,6,1,9,2
1312,2,85,18.54,1,6,1,4,2
1313,1,75,17.94,1,6,1,2,1
1314,2,5,0.86,0,19,1,4,2
1315,2,5,0.86,0,19,1,4,2
1316,2,5,0.86,0,19,1,4,2
1317,2,7,0.0,0,19,1,4,2
1318,2,10,0.0,0,19,1,4,2
1319,4,25,6.03,0,19,1,2,2
1320,4,30,5.24,0,19,1,2,2
1321,4,25,6.42,0,19,1,2,2
1322,4,15,0.44,0,19,2,2,2
1323,4,14,6.61,0,19,1,2,2
1324,4,25,6.42,0,19,1,2,2
1325,2,45,24.47,1,19,1,2,2
1326,1,10,4.11,0,5,1,2,1
1327,1,10,4.14,0,5,1,2,1
1328,4,8,3.27,0,19,1,3,2
1331,4,9,3.64,0,19,1,3,2
1332,4,3,0.84,0,19,1,3,2
1333,2,124,20.13,1,12,1,3,1
1334,5,16,0.0,0,19,1,4,2
1335,5,4,2.07,0,19,1,4,2
1336,5,87,30.13,1,19,1,4,2
1337,5,9,2.22,0,19,1,4,2
1338,5,17,17.12,0,19,1,4,2
1339,5,22,0.0,0,19,2,4,2
1340,4,45,12.28,0,19,1,4,2
1341,4,15,3.82,0,19,1,4,2
1342,4,15,3.76,0,19,1,4,2
1343,4,30,12.28,0,19,1,4,2
1344,2,65,31.95,1,19,1,2,3
1345,2,10,6.42,0,19,1,2,3
1346,2,30,6.47,0,19,1,2,3
1347,1,25,12.66,0,19,1,2,1
1348,1,10,10.32,0,19,1,2,1
1349,1,90,19.23,0,19,1,2,1
1350,2,3,0.75,0,23,1,2,2
1351,2,5,0.75,0,23,1,2,2
1352,2,24,11.17,0,19,1,4,2
1353,2,9,1.78,0,19,1,4,2
1354,2,6,0.83,0,19,1,4,2
1355,2,9,2.72,0,19,2,4,2
1356,2,17,4.96,0,19,1,4,2
1357,2,15,7.21,0,19,1,4,2
1358,6,15,6.26,0,19,1,2,2
1359,6,17,2.89,0,19,1,2,2
1360,6,39,6.7,0,19,1,2,2
1361,6,19,10.41,0,19,1,2,2
1362,6,21,6.26,0,19,1,2,2
1363,3,25,10.75,0,19,1,2,3
1364,3,15,6.56,0,19,1,2,3
1365,3,10,2.78,0,19,1,2,3
1366,3,4,3.75,0,19,1,2,3
1367,3,5,3.38,0,19,1,2,3
1368,2,95,20.46,0,6,1,4,2
1369,2,90,20.46,0,6,1,4,2
1370,3,30,23.51,0,19,1,2,2
1371,3,23,23.5,0,19,1,2,2
1372,3,11,3.98,0,19,1,2,2
1373,3,6,4.06,0,19,1,2,2
1374,3,30,14.11,0,19,1,2,2
